"Isolation","Trait_A","Trait_B","Mean_PN","SD_PN","Var_PN"
"Pathogenic","Galactose_F","Soluble Starch",NA,6.26154054054054,NA
"Pathogenic","Galactose_F","Cellobiose",NA,4.06445545545546,NA
"Pathogenic","Galactose_F","Salicin",NA,3.78647047047047,NA
"Pathogenic","Galactose_F","L-Sorbose",NA,4.41060960960961,NA
"Pathogenic","Galactose_F","L-Rhamnose",NA,6.20015915915916,NA
"Pathogenic","Galactose_F","D-Xylose",NA,2.38478078078078,NA
"Pathogenic","Galactose_F","L-Arabinose",NA,5.22793893893894,NA
"Pathogenic","Galactose_F","D-Arabinose",NA,6.47834934934935,NA
"Pathogenic","Galactose_F","D-Ribose",NA,4.72092492492493,NA
"Pathogenic","Galactose_F","Methanol",NA,6.92570970970971,NA
"Pathogenic","Galactose_F","Ethanol",NA,1.28215815815816,NA
"Pathogenic","Galactose_F","Glycerol",NA,0.90385985985986,NA
"Pathogenic","Galactose_F","Erythritol",NA,6.39507407407407,NA
"Pathogenic","Galactose_F","Ribitol",NA,3.32204104104104,NA
"Pathogenic","Galactose_F","Galactitol",NA,6.61492592592593,NA
"Pathogenic","Galactose_F","D-Mannitol",NA,1.62137737737738,NA
"Pathogenic","Galactose_F","D-Glucitol",NA,1.66286186186186,NA
"Pathogenic","Galactose_F","myo-Inositol",NA,6.21278878878879,NA
"Pathogenic","Galactose_F","DL-Lactate",NA,6.46271871871872,NA
"Pathogenic","Galactose_F","Succinate",NA,1.04464064064064,NA
"Pathogenic","Galactose_F","Citrate",NA,3.21536636636637,NA
"Pathogenic","Galactose_F","D-Gluconate",NA,4.03000500500501,NA
"Pathogenic","Galactose_F","D-Glucosamine",NA,5.63070970970971,NA
"Pathogenic","Galactose_F","Nitrate",NA,7.7971961961962,NA
"Pathogenic","Galactose_F","Vitamin-free",NA,7.64135235235235,NA
"Pathogenic","Galactose_F","2-Keto-D-gluconate",NA,5.3201991991992,NA
"Pathogenic","Galactose_F","Starch formation",NA,7.70147647647648,NA
"Pathogenic","Galactose_F","Growth at 19°C",NA,0.112656656656657,NA
"Pathogenic","Galactose_F","Growth at 25°C",NA,0.0648398398398398,NA
"Pathogenic","Galactose_F","Growth at 30°C",NA,0.891835835835836,NA
"Pathogenic","Galactose_F","Growth at 37°C",NA,4.26168568568569,NA
"Pathogenic","Sucrose_F","Maltose_F",NA,5.84989389389389,NA
"Pathogenic","Sucrose_F","Lactose_F",NA,6.25040640640641,NA
"Pathogenic","Sucrose_F","Raffinose_F",NA,6.04002402402402,NA
"Pathogenic","Sucrose_F","Trehalose_F",NA,5.5402992992993,NA
"Pathogenic","Sucrose_F","Glucose",NA,0,NA
"Pathogenic","Sucrose_F","Inulin",NA,6.61244844844845,NA
"Pathogenic","Sucrose_F","Sucrose",NA,2.86186586586587,NA
"Pathogenic","Sucrose_F","Raffinose",NA,5.14978878878879,NA
"Pathogenic","Sucrose_F","Melibiose",NA,6.2659049049049,NA
"Pathogenic","Sucrose_F","Galactose",NA,2.8851961961962,NA
"Pathogenic","Sucrose_F","Lactose",NA,5.96874374374374,NA
"Pathogenic","Sucrose_F","Trehalose",NA,2.07447447447447,NA
"Pathogenic","Sucrose_F","Maltose",NA,3.09756156156156,NA
"Pathogenic","Sucrose_F","Melezitose",NA,3.59149149149149,NA
"Pathogenic","Sucrose_F","Methyl-?-D-glucoside",NA,3.43521021021021,NA
"Pathogenic","Sucrose_F","Soluble Starch",NA,5.58758758758759,NA
"Pathogenic","Sucrose_F","Cellobiose",NA,3.16464364364364,NA
"Pathogenic","Sucrose_F","Salicin",NA,3.27277677677678,NA
"Pathogenic","Sucrose_F","L-Sorbose",NA,4.1522962962963,NA
"Pathogenic","Sucrose_F","L-Rhamnose",NA,5.60248148148148,NA
"Pathogenic","Sucrose_F","D-Xylose",NA,2.17777777777778,NA
"Pathogenic","Sucrose_F","L-Arabinose",NA,4.50409509509509,NA
"Pathogenic","Sucrose_F","D-Arabinose",NA,5.27519419419419,NA
"Pathogenic","Sucrose_F","D-Ribose",NA,4.34546146146146,NA
"Pathogenic","Sucrose_F","Methanol",NA,6.47441041041041,NA
"Pathogenic","Sucrose_F","Ethanol",NA,1.37097097097097,NA
"Pathogenic","Sucrose_F","Glycerol",NA,0.757532532532532,NA
"Pathogenic","Sucrose_F","Erythritol",NA,5.87010910910911,NA
"Pathogenic","Sucrose_F","Ribitol",NA,3.2288998998999,NA
"Pathogenic","Sucrose_F","Galactitol",NA,5.72628528528529,NA
"Pathogenic","Sucrose_F","D-Mannitol",NA,1.18874774774775,NA
"Pathogenic","Sucrose_F","D-Glucitol",NA,1.13390890890891,NA
"Pathogenic","Sucrose_F","myo-Inositol",NA,6.07833433433433,NA
"Pathogenic","Sucrose_F","DL-Lactate",NA,5.19131031031031,NA
"Pathogenic","Sucrose_F","Succinate",NA,0.872776776776777,NA
"Pathogenic","Sucrose_F","Citrate",NA,2.64041541541542,NA
"Pathogenic","Sucrose_F","D-Gluconate",NA,3.35491891891892,NA
"Pathogenic","Sucrose_F","D-Glucosamine",NA,5.0739049049049,NA
"Pathogenic","Sucrose_F","Nitrate",NA,6.75613113113113,NA
"Pathogenic","Sucrose_F","Vitamin-free",NA,6.01941041041041,NA
"Pathogenic","Sucrose_F","2-Keto-D-gluconate",NA,4.6608968968969,NA
"Pathogenic","Sucrose_F","Starch formation",NA,7.3044044044044,NA
"Pathogenic","Sucrose_F","Growth at 19°C",NA,0.0838588588588589,NA
"Pathogenic","Sucrose_F","Growth at 25°C",NA,0.0633423423423423,NA
"Pathogenic","Sucrose_F","Growth at 30°C",NA,0.851082082082082,NA
"Pathogenic","Sucrose_F","Growth at 37°C",NA,4.06483983983984,NA
"Pathogenic","Maltose_F","Lactose_F",NA,4.93083083083083,NA
"Pathogenic","Maltose_F","Raffinose_F",NA,4.62862462462462,NA
"Pathogenic","Maltose_F","Trehalose_F",NA,4.01201201201201,NA
"Pathogenic","Maltose_F","Glucose",NA,0,NA
"Pathogenic","Maltose_F","Inulin",NA,4.92242642642643,NA
"Pathogenic","Maltose_F","Sucrose",NA,2.06156156156156,NA
"Pathogenic","Maltose_F","Raffinose",NA,3.56663763763764,NA
"Pathogenic","Maltose_F","Melibiose",NA,4.54838438438438,NA
"Pathogenic","Maltose_F","Galactose",NA,1.78475975975976,NA
"Pathogenic","Maltose_F","Lactose",NA,4.47405805805806,NA
"Pathogenic","Maltose_F","Trehalose",NA,1.27617217217217,NA
"Pathogenic","Maltose_F","Maltose",NA,1.88316216216216,NA
"Pathogenic","Maltose_F","Melezitose",NA,2.60261861861862,NA
"Pathogenic","Maltose_F","Methyl-?-D-glucoside",NA,2.40244144144144,NA
"Pathogenic","Maltose_F","Soluble Starch",NA,4.08208208208208,NA
"Pathogenic","Maltose_F","Cellobiose",NA,2.45569469469469,NA
"Pathogenic","Maltose_F","Salicin",NA,2.33603203203203,NA
"Pathogenic","Maltose_F","L-Sorbose",NA,3.2486046046046,NA
"Pathogenic","Maltose_F","L-Rhamnose",NA,4.64928828828829,NA
"Pathogenic","Maltose_F","D-Xylose",NA,1.1561951951952,NA
"Pathogenic","Maltose_F","L-Arabinose",NA,3.33453053053053,NA
"Pathogenic","Maltose_F","D-Arabinose",NA,4.02257357357357,NA
"Pathogenic","Maltose_F","D-Ribose",NA,3.07284884884885,NA
"Pathogenic","Maltose_F","Methanol",NA,5.23685285285285,NA
"Pathogenic","Maltose_F","Ethanol",NA,0.668392392392392,NA
"Pathogenic","Maltose_F","Glycerol",NA,0.35866966966967,NA
"Pathogenic","Maltose_F","Erythritol",NA,4.5054964964965,NA
"Pathogenic","Maltose_F","Ribitol",NA,1.95367767767768,NA
"Pathogenic","Maltose_F","Galactitol",NA,4.41101501501501,NA
"Pathogenic","Maltose_F","D-Mannitol",NA,0.795259259259259,NA
"Pathogenic","Maltose_F","D-Glucitol",NA,0.760031031031031,NA
"Pathogenic","Maltose_F","myo-Inositol",NA,4.9418978978979,NA
"Pathogenic","Maltose_F","DL-Lactate",NA,4.22266166166166,NA
"Pathogenic","Maltose_F","Succinate",NA,0.603474474474474,NA
"Pathogenic","Maltose_F","Citrate",NA,1.68576176176176,NA
"Pathogenic","Maltose_F","D-Gluconate",NA,2.60293893893894,NA
"Pathogenic","Maltose_F","D-Glucosamine",NA,3.48616516516517,NA
"Pathogenic","Maltose_F","Nitrate",NA,4.94084484484484,NA
"Pathogenic","Maltose_F","Vitamin-free",NA,5.49099099099099,NA
"Pathogenic","Maltose_F","2-Keto-D-gluconate",NA,3.21477377377377,NA
"Pathogenic","Maltose_F","Starch formation",NA,5.54193793793794,NA
"Pathogenic","Maltose_F","Growth at 19°C",NA,0.0586946946946947,NA
"Pathogenic","Maltose_F","Growth at 25°C",NA,0.0462822822822823,NA
"Pathogenic","Maltose_F","Growth at 30°C",NA,0.713337337337337,NA
"Pathogenic","Maltose_F","Growth at 37°C",NA,2.81277677677678,NA
"Pathogenic","Lactose_F","Raffinose_F",NA,0.841192192192192,NA
"Pathogenic","Lactose_F","Trehalose_F",NA,0.658754754754755,NA
"Pathogenic","Lactose_F","Glucose",NA,0,NA
"Pathogenic","Lactose_F","Inulin",NA,1.1035035035035,NA
"Pathogenic","Lactose_F","Sucrose",NA,0.311830830830831,NA
"Pathogenic","Lactose_F","Raffinose",NA,0.589948948948949,NA
"Pathogenic","Lactose_F","Melibiose",NA,0.962441441441441,NA
"Pathogenic","Lactose_F","Galactose",NA,0.275154154154154,NA
"Pathogenic","Lactose_F","Lactose",NA,0.979754754754755,NA
"Pathogenic","Lactose_F","Trehalose",NA,0.213484484484484,NA
"Pathogenic","Lactose_F","Maltose",NA,0.351702702702703,NA
"Pathogenic","Lactose_F","Melezitose",NA,0.435535535535536,NA
"Pathogenic","Lactose_F","Methyl-?-D-glucoside",NA,0.42002002002002,NA
"Pathogenic","Lactose_F","Soluble Starch",NA,0.6892002002002,NA
"Pathogenic","Lactose_F","Cellobiose",NA,0.370146146146146,NA
"Pathogenic","Lactose_F","Salicin",NA,0.343367367367367,NA
"Pathogenic","Lactose_F","L-Sorbose",NA,0.408207207207207,NA
"Pathogenic","Lactose_F","L-Rhamnose",NA,0.830605605605606,NA
"Pathogenic","Lactose_F","D-Xylose",NA,0.199395395395395,NA
"Pathogenic","Lactose_F","L-Arabinose",NA,0.510509509509509,NA
"Pathogenic","Lactose_F","D-Arabinose",NA,0.784223223223223,NA
"Pathogenic","Lactose_F","D-Ribose",NA,0.479183183183183,NA
"Pathogenic","Lactose_F","Methanol",NA,1.2528968968969,NA
"Pathogenic","Lactose_F","Ethanol",NA,0.120196196196196,NA
"Pathogenic","Lactose_F","Glycerol",NA,0.0674434434434434,NA
"Pathogenic","Lactose_F","Erythritol",NA,0.765165165165165,NA
"Pathogenic","Lactose_F","Ribitol",NA,0.29029029029029,NA
"Pathogenic","Lactose_F","Galactitol",NA,0.974730730730731,NA
"Pathogenic","Lactose_F","D-Mannitol",NA,0.130489489489489,NA
"Pathogenic","Lactose_F","D-Glucitol",NA,0.112188188188188,NA
"Pathogenic","Lactose_F","myo-Inositol",NA,1.07151551551552,NA
"Pathogenic","Lactose_F","DL-Lactate",NA,0.766741741741742,NA
"Pathogenic","Lactose_F","Succinate",NA,0.0956316316316316,NA
"Pathogenic","Lactose_F","Citrate",NA,0.254654654654655,NA
"Pathogenic","Lactose_F","D-Gluconate",NA,0.320976976976977,NA
"Pathogenic","Lactose_F","D-Glucosamine",NA,0.530089089089089,NA
"Pathogenic","Lactose_F","Nitrate",NA,1.12605005005005,NA
"Pathogenic","Lactose_F","Vitamin-free",NA,0.901505505505506,NA
"Pathogenic","Lactose_F","2-Keto-D-gluconate",NA,0.480464464464464,NA
"Pathogenic","Lactose_F","Starch formation",NA,1.25671271271271,NA
"Pathogenic","Lactose_F","Growth at 19°C",NA,0.0118678678678679,NA
"Pathogenic","Lactose_F","Growth at 25°C",NA,0.00398798798798799,NA
"Pathogenic","Lactose_F","Growth at 30°C",NA,0.0648398398398398,NA
"Pathogenic","Lactose_F","Growth at 37°C",NA,0.567398398398398,NA
"Pathogenic","Raffinose_F","Trehalose_F",NA,4.02897297297297,NA
"Pathogenic","Raffinose_F","Glucose",NA,0,NA
"Pathogenic","Raffinose_F","Inulin",NA,5.02610510510511,NA
"Pathogenic","Raffinose_F","Sucrose",NA,1.80690690690691,NA
"Pathogenic","Raffinose_F","Raffinose",NA,3.60303903903904,NA
"Pathogenic","Raffinose_F","Melibiose",NA,4.74240640640641,NA
"Pathogenic","Raffinose_F","Galactose",NA,2.35549149149149,NA
"Pathogenic","Raffinose_F","Lactose",NA,4.38031631631632,NA
"Pathogenic","Raffinose_F","Trehalose",NA,1.16346746746747,NA
"Pathogenic","Raffinose_F","Maltose",NA,1.89326826826827,NA
"Pathogenic","Raffinose_F","Melezitose",NA,2.39262362362362,NA
"Pathogenic","Raffinose_F","Methyl-?-D-glucoside",NA,2.41205105105105,NA
"Pathogenic","Raffinose_F","Soluble Starch",NA,4.02807207207207,NA
"Pathogenic","Raffinose_F","Cellobiose",NA,1.9044004004004,NA
"Pathogenic","Raffinose_F","Salicin",NA,1.9226976976977,NA
"Pathogenic","Raffinose_F","L-Sorbose",NA,3.16088488488488,NA
"Pathogenic","Raffinose_F","L-Rhamnose",NA,4.0684994994995,NA
"Pathogenic","Raffinose_F","D-Xylose",NA,1.26702602602603,NA
"Pathogenic","Raffinose_F","L-Arabinose",NA,3.25027427427427,NA
"Pathogenic","Raffinose_F","D-Arabinose",NA,3.96323423423423,NA
"Pathogenic","Raffinose_F","D-Ribose",NA,3.03111011011011,NA
"Pathogenic","Raffinose_F","Methanol",NA,5.16816716716717,NA
"Pathogenic","Raffinose_F","Ethanol",NA,0.827802802802803,NA
"Pathogenic","Raffinose_F","Glycerol",NA,0.551526526526527,NA
"Pathogenic","Raffinose_F","Erythritol",NA,4.24664264264264,NA
"Pathogenic","Raffinose_F","Ribitol",NA,2.40818318318318,NA
"Pathogenic","Raffinose_F","Galactitol",NA,4.57101501501502,NA
"Pathogenic","Raffinose_F","D-Mannitol",NA,0.867418418418418,NA
"Pathogenic","Raffinose_F","D-Glucitol",NA,0.822133133133133,NA
"Pathogenic","Raffinose_F","myo-Inositol",NA,4.62105205205205,NA
"Pathogenic","Raffinose_F","DL-Lactate",NA,3.71434534534535,NA
"Pathogenic","Raffinose_F","Succinate",NA,0.603147147147147,NA
"Pathogenic","Raffinose_F","Citrate",NA,1.63353753753754,NA
"Pathogenic","Raffinose_F","D-Gluconate",NA,2.37935435435435,NA
"Pathogenic","Raffinose_F","D-Glucosamine",NA,3.70922522522523,NA
"Pathogenic","Raffinose_F","Nitrate",NA,5.09276876876877,NA
"Pathogenic","Raffinose_F","Vitamin-free",NA,5.16993393393393,NA
"Pathogenic","Raffinose_F","2-Keto-D-gluconate",NA,3.32814414414414,NA
"Pathogenic","Raffinose_F","Starch formation",NA,5.8096006006006,NA
"Pathogenic","Raffinose_F","Growth at 19°C",NA,0.0677117117117117,NA
"Pathogenic","Raffinose_F","Growth at 25°C",NA,0.0411921921921922,NA
"Pathogenic","Raffinose_F","Growth at 30°C",NA,0.491591591591592,NA
"Pathogenic","Raffinose_F","Growth at 37°C",NA,2.88023123123123,NA
"Pathogenic","Trehalose_F","Glucose",NA,0,NA
"Pathogenic","Trehalose_F","Inulin",NA,7.13489089089089,NA
"Pathogenic","Trehalose_F","Sucrose",NA,3.82508908908909,NA
"Pathogenic","Trehalose_F","Raffinose",NA,5.94134534534535,NA
"Pathogenic","Trehalose_F","Melibiose",NA,6.95867767767768,NA
"Pathogenic","Trehalose_F","Galactose",NA,3.07394994994995,NA
"Pathogenic","Trehalose_F","Lactose",NA,6.84202602602603,NA
"Pathogenic","Trehalose_F","Trehalose",NA,2.33982382382382,NA
"Pathogenic","Trehalose_F","Maltose",NA,3.67077077077077,NA
"Pathogenic","Trehalose_F","Melezitose",NA,4.65845745745746,NA
"Pathogenic","Trehalose_F","Methyl-?-D-glucoside",NA,4.22734634634635,NA
"Pathogenic","Trehalose_F","Soluble Starch",NA,6.08398798798799,NA
"Pathogenic","Trehalose_F","Cellobiose",NA,3.91449049049049,NA
"Pathogenic","Trehalose_F","Salicin",NA,3.83455055055055,NA
"Pathogenic","Trehalose_F","L-Sorbose",NA,4.68359459459459,NA
"Pathogenic","Trehalose_F","L-Rhamnose",NA,6.35244844844845,NA
"Pathogenic","Trehalose_F","D-Xylose",NA,2.51346446446446,NA
"Pathogenic","Trehalose_F","L-Arabinose",NA,4.68330730730731,NA
"Pathogenic","Trehalose_F","D-Arabinose",NA,6.21868968968969,NA
"Pathogenic","Trehalose_F","D-Ribose",NA,4.96225825825826,NA
"Pathogenic","Trehalose_F","Methanol",NA,7.33773373373373,NA
"Pathogenic","Trehalose_F","Ethanol",NA,1.43527127127127,NA
"Pathogenic","Trehalose_F","Glycerol",NA,0.661052052052052,NA
"Pathogenic","Trehalose_F","Erythritol",NA,6.45995995995996,NA
"Pathogenic","Trehalose_F","Ribitol",NA,3.14211811811812,NA
"Pathogenic","Trehalose_F","Galactitol",NA,6.27583983983984,NA
"Pathogenic","Trehalose_F","D-Mannitol",NA,1.72103203203203,NA
"Pathogenic","Trehalose_F","D-Glucitol",NA,1.81727327327327,NA
"Pathogenic","Trehalose_F","myo-Inositol",NA,6.80920920920921,NA
"Pathogenic","Trehalose_F","DL-Lactate",NA,6.33292392392392,NA
"Pathogenic","Trehalose_F","Succinate",NA,1.5966966966967,NA
"Pathogenic","Trehalose_F","Citrate",NA,3.18170570570571,NA
"Pathogenic","Trehalose_F","D-Gluconate",NA,3.87262362362362,NA
"Pathogenic","Trehalose_F","D-Glucosamine",NA,5.68377977977978,NA
"Pathogenic","Trehalose_F","Nitrate",NA,7.44416016016016,NA
"Pathogenic","Trehalose_F","Vitamin-free",NA,7.50554454454454,NA
"Pathogenic","Trehalose_F","2-Keto-D-gluconate",NA,5.26910810810811,NA
"Pathogenic","Trehalose_F","Starch formation",NA,7.82562462462462,NA
"Pathogenic","Trehalose_F","Growth at 19°C",NA,0.114878878878879,NA
"Pathogenic","Trehalose_F","Growth at 25°C",NA,0.0506496496496497,NA
"Pathogenic","Trehalose_F","Growth at 30°C",NA,0.938713713713714,NA
"Pathogenic","Trehalose_F","Growth at 37°C",NA,4.56006406406406,NA
"Pathogenic","Glucose","Inulin",NA,4.16265865865866,NA
"Pathogenic","Glucose","Sucrose",NA,6.24284184184184,NA
"Pathogenic","Glucose","Raffinose",NA,6.08312212212212,NA
"Pathogenic","Glucose","Melibiose",NA,3.24426826826827,NA
"Pathogenic","Glucose","Galactose",NA,6.33296896896897,NA
"Pathogenic","Glucose","Lactose",NA,2.87178278278278,NA
"Pathogenic","Glucose","Trehalose",NA,5.53673273273273,NA
"Pathogenic","Glucose","Maltose",NA,5.64275875875876,NA
"Pathogenic","Glucose","Melezitose",NA,5.57463063063063,NA
"Pathogenic","Glucose","Methyl-?-D-glucoside",NA,5.35915815815816,NA
"Pathogenic","Glucose","Soluble Starch",NA,5.4284044044044,NA
"Pathogenic","Glucose","Cellobiose",NA,7.30584984984985,NA
"Pathogenic","Glucose","Salicin",NA,6.86964464464464,NA
"Pathogenic","Glucose","L-Sorbose",NA,7.72737137137137,NA
"Pathogenic","Glucose","L-Rhamnose",NA,5.47144644644645,NA
"Pathogenic","Glucose","D-Xylose",NA,5.07084584584585,NA
"Pathogenic","Glucose","L-Arabinose",NA,5.61597997997998,NA
"Pathogenic","Glucose","D-Arabinose",NA,5.87971071071071,NA
"Pathogenic","Glucose","D-Ribose",NA,5.72408308308308,NA
"Pathogenic","Glucose","Methanol",NA,3.30852452452452,NA
"Pathogenic","Glucose","Ethanol",NA,3.74542142142142,NA
"Pathogenic","Glucose","Glycerol",NA,2.4942982982983,NA
"Pathogenic","Glucose","Erythritol",NA,5.76054454454454,NA
"Pathogenic","Glucose","Ribitol",NA,5.78251851851852,NA
"Pathogenic","Glucose","Galactitol",NA,2.97253653653654,NA
"Pathogenic","Glucose","D-Mannitol",NA,3.85525425425425,NA
"Pathogenic","Glucose","D-Glucitol",NA,3.8292042042042,NA
"Pathogenic","Glucose","myo-Inositol",NA,2.56694194194194,NA
"Pathogenic","Glucose","DL-Lactate",NA,10.2265375375375,NA
"Pathogenic","Glucose","Succinate",NA,3.47337337337337,NA
"Pathogenic","Glucose","Citrate",NA,6.42384784784785,NA
"Pathogenic","Glucose","D-Gluconate",NA,7.57973873873874,NA
"Pathogenic","Glucose","D-Glucosamine",NA,7.02581681681682,NA
"Pathogenic","Glucose","Nitrate",NA,5.51061061061061,NA
"Pathogenic","Glucose","Vitamin-free",NA,6.92950550550551,NA
"Pathogenic","Glucose","2-Keto-D-gluconate",NA,7.86423923923924,NA
"Pathogenic","Glucose","Starch formation",NA,5.86315915915916,NA
"Pathogenic","Glucose","Growth at 19°C",NA,0.479254254254254,NA
"Pathogenic","Glucose","Growth at 25°C",NA,0.277876876876877,NA
"Pathogenic","Glucose","Growth at 30°C",NA,3.30097997997998,NA
"Pathogenic","Glucose","Growth at 37°C",NA,10.55898998999,NA
"Pathogenic","Inulin","Sucrose",NA,1.22237337337337,NA
"Pathogenic","Inulin","Raffinose",NA,2.45405405405405,NA
"Pathogenic","Inulin","Melibiose",NA,3.54578478478478,NA
"Pathogenic","Inulin","Galactose",NA,1.31766866866867,NA
"Pathogenic","Inulin","Lactose",NA,3.83623623623624,NA
"Pathogenic","Inulin","Trehalose",NA,0.863222222222222,NA
"Pathogenic","Inulin","Maltose",NA,1.23847747747748,NA
"Pathogenic","Inulin","Melezitose",NA,1.75481081081081,NA
"Pathogenic","Inulin","Methyl-?-D-glucoside",NA,1.62940540540541,NA
"Pathogenic","Inulin","Soluble Starch",NA,2.9585975975976,NA
"Pathogenic","Inulin","Cellobiose",NA,1.29745645645646,NA
"Pathogenic","Inulin","Salicin",NA,1.4086046046046,NA
"Pathogenic","Inulin","L-Sorbose",NA,1.86091691691692,NA
"Pathogenic","Inulin","L-Rhamnose",NA,3.38442042042042,NA
"Pathogenic","Inulin","D-Xylose",NA,0.781517517517518,NA
"Pathogenic","Inulin","L-Arabinose",NA,2.29764164164164,NA
"Pathogenic","Inulin","D-Arabinose",NA,3.0298048048048,NA
"Pathogenic","Inulin","D-Ribose",NA,2.20194594594595,NA
"Pathogenic","Inulin","Methanol",NA,4.4257047047047,NA
"Pathogenic","Inulin","Ethanol",NA,0.471510510510511,NA
"Pathogenic","Inulin","Glycerol",NA,0.258722722722723,NA
"Pathogenic","Inulin","Erythritol",NA,3.32772772772773,NA
"Pathogenic","Inulin","Ribitol",NA,1.57840940940941,NA
"Pathogenic","Inulin","Galactitol",NA,3.66910810810811,NA
"Pathogenic","Inulin","D-Mannitol",NA,0.567783783783784,NA
"Pathogenic","Inulin","D-Glucitol",NA,0.52002002002002,NA
"Pathogenic","Inulin","myo-Inositol",NA,3.66364764764765,NA
"Pathogenic","Inulin","DL-Lactate",NA,2.76520920920921,NA
"Pathogenic","Inulin","Succinate",NA,0.387171171171171,NA
"Pathogenic","Inulin","Citrate",NA,1.20914514514515,NA
