"Isolation","Trait_A","Trait_B","Observed_PN","Percent_PN","Mean_PN","SD_PN","Var_PN","Difference","Color"
"Pathogenic","Glucose","Inulin",79,0.867,77.252,2.04025945866173,4.16265865865866,1.748,3
"Pathogenic","Glucose","L-Arabinose",49,0.378,50.194,2.36980589500068,5.61597997997998,-1.194,3
"Pathogenic","Glucose","L-Rhamnose",62,0.405,63.105,2.33911232018611,5.47144644644645,-1.105,3
"Pathogenic","Glucose","L-Sorbose",38,0.506,38.434,2.77981498869464,7.72737137137137,-0.433999999999997,3
"Pathogenic","Glucose","Lactose",77,0.741,76.467,1.69463352462495,2.87178278278278,0.533000000000001,3
"Pathogenic","Glucose","Maltose",41,0.73,40.122,2.37544916989582,5.64275875875876,0.878,3
"Pathogenic","Glucose","Melezitose",46,0.634,45.712,2.36106557101463,5.57463063063063,0.287999999999997,3
"Pathogenic","Glucose","Melibiose",76,0.738,75.324,1.8011852398541,3.24426826826827,0.676000000000002,3
"Pathogenic","Glucose","Methanol",85,0.791,84.028,1.81893499733347,3.30852452452452,0.971999999999994,3
"Pathogenic","Glucose","Methyl-?-D-glucoside",46,0.637,45.601,2.31498556327208,5.35915815815816,0.399000000000001,3
"Pathogenic","Glucose","myo-Inositol",81,0.707,80.625,1.60216788818836,2.56694194194194,0.375,3
"Pathogenic","Glucose","Nitrate",79,0.946,76.03,2.34746897969081,5.51061061061061,2.97,3
"Pathogenic","Glucose","Raffinose",58,0.612,57.781,2.46639861379342,6.08312212212212,0.219000000000001,3
"Pathogenic","Glucose","Ribitol",35,0.626,34.708,2.40468678179062,5.78251851851852,0.292000000000002,3
"Pathogenic","Glucose","Salicin",37,0.789,35.535,2.62100069527741,6.86964464464464,1.465,3
"Pathogenic","Glucose","Soluble Starch",60,0.504,60.468,2.32989364658656,5.4284044044044,-0.468000000000004,3
"Pathogenic","Glucose","Starch formation",84,0.904,81.448,2.42139611777156,5.86315915915916,2.55200000000001,3
"Pathogenic","Glucose","Succinate",11,0.345,12.29,1.86369884191985,3.47337337337337,-1.29,3
"Pathogenic","Glucose","Sucrose",41,0.832,39.049,2.49856795821964,6.24284184184184,1.951,3
"Pathogenic","Glucose","Trehalose",32,0.772,30.798,2.3530262924015,5.53673273273273,1.202,3
"Pathogenic","Glucose","Vitamin-free",71,0.728,69.868,2.63239539307937,6.92950550550551,1.13200000000001,3
"Pathogenic","Glucose_F","Glucose",0,1,0,0,0,0,3
"Pathogenic","Glucose_F","Lactose_F",67,0.742,65.618,2.87686502157337,8.27635235235235,1.38200000000001,3
"Pathogenic","Lactose_F","2-Keto-D-gluconate",0,0.596,0.504,0.693155440333887,0.480464464464464,-0.504,3
"Pathogenic","Lactose_F","Cellobiose",0,0.73,0.332,0.608396372561627,0.370146146146146,-0.332,3
"Pathogenic","Lactose_F","Citrate",0,0.768,0.26,0.504633188221558,0.254654654654655,-0.26,3
"Pathogenic","Lactose_F","D-Arabinose",1,0.635,1.331,0.885563788342332,0.784223223223223,-0.331,3
"Pathogenic","Lactose_F","D-Glucitol",0,0.886,0.118,0.334945052490984,0.112188188188188,-0.118,3
"Pathogenic","Lactose_F","D-Gluconate",0,0.734,0.312,0.566548300656684,0.320976976976977,-0.312,3
"Pathogenic","Lactose_F","D-Glucosamine",0,0.589,0.521,0.728072172994607,0.530089089089089,-0.521,3
"Pathogenic","Lactose_F","D-Mannitol",0,0.88,0.129,0.361233289564361,0.130489489489489,-0.129,3
"Pathogenic","Lactose_F","D-Ribose",0,0.631,0.464,0.692230585269954,0.479183183183183,-0.464,3
"Pathogenic","Lactose_F","D-Xylose",0,0.817,0.202,0.446537115361529,0.199395395395395,-0.202,3
"Pathogenic","Lactose_F","DL-Lactate",1,0.719,1.105,0.875637905610385,0.766741741741742,-0.105,3
"Pathogenic","Lactose_F","Erythritol",0,0.479,0.74,0.874737197771516,0.765165165165165,-0.74,3
"Pathogenic","Lactose_F","Ethanol",0,0.889,0.118,0.346693230675472,0.120196196196196,-0.118,3
"Pathogenic","Lactose_F","Galactitol",1,0.494,1.662,0.987284523696554,0.974730730730731,-0.662,3
"Pathogenic","Lactose_F","Galactose",0,0.777,0.261,0.524551383711981,0.275154154154154,-0.261,3
"Pathogenic","Lactose_F","Glucose",0,1,0,0,0,0,3
"Pathogenic","Lactose_F","Glycerol",0,0.934,0.068,0.259698755182699,0.0674434434434434,-0.068,3
"Pathogenic","Lactose_F","Growth at 19°C",0,0.988,0.012,0.108939744206914,0.0118678678678679,-0.012,2
"Pathogenic","Lactose_F","Growth at 25°C",0,0.996,0.004,0.0631505185092568,0.00398798798798799,-0.004,2
"Pathogenic","Lactose_F","Growth at 30°C",0,0.937,0.065,0.254636682039018,0.0648398398398398,-0.065,3
"Pathogenic","Lactose_F","Growth at 37°C",1,0.797,0.987,0.75325852029592,0.567398398398398,0.013,3
"Pathogenic","Lactose_F","Inulin",1,0.47,1.74,1.05047775012301,1.1035035035035,-0.74,3
"Pathogenic","Lactose_F","L-Arabinose",0,0.608,0.501,0.714499481811925,0.510509509509509,-0.501,3
"Pathogenic","Lactose_F","L-Rhamnose",1,0.601,1.435,0.911375666564346,0.830605605605606,-0.435,3
"Pathogenic","Lactose_F","L-Sorbose",0,0.675,0.399,0.638910954051664,0.408207207207207,-0.399,3
"Pathogenic","Lactose_F","Lactose",0,0.37,0.985,0.989825618356463,0.979754754754755,-0.985,3
"Pathogenic","Lactose_F","Maltose",0,0.714,0.343,0.593045278796402,0.351702702702703,-0.343,3
"Pathogenic","Lactose_F","Melezitose",0,0.651,0.43,0.659951161477526,0.435535535535536,-0.43,3
"Pathogenic","Lactose_F","Melibiose",0,0.381,0.961,0.981040998858581,0.962441441441441,-0.961,3
"Pathogenic","Lactose_F","Methanol",1,0.393,1.934,1.11932877069112,1.2528968968969,-0.934,3
"Pathogenic","Lactose_F","Methyl-?-D-glucoside",0,0.657,0.42,0.648089515437505,0.42002002002002,-0.42,3
"Pathogenic","Lactose_F","myo-Inositol",1,0.42,1.834,1.03514033614555,1.07151551551552,-0.834,3
"Pathogenic","Lactose_F","Nitrate",1,0.481,1.726,1.06115505466923,1.12605005005005,-0.726,3
"Pathogenic","Lactose_F","Raffinose",0,0.53,0.621,0.768081342664271,0.589948948948949,-0.621,3
"Pathogenic","Lactose_F","Raffinose_F",0,0.436,0.843,0.917165302544853,0.841192192192192,-0.843,3
"Pathogenic","Lactose_F","Ribitol",0,0.738,0.3,0.538785941065921,0.29029029029029,-0.3,3
"Pathogenic","Lactose_F","Salicin",0,0.725,0.324,0.5859755689168,0.343367367367367,-0.324,3
"Pathogenic","Lactose_F","Soluble Starch",0,0.507,0.683,0.830180823796961,0.6892002002002,-0.683,3
"Pathogenic","Lactose_F","Starch formation",1,0.403,1.888,1.1210319855886,1.25671271271271,-0.888,3
"Pathogenic","Lactose_F","Succinate",0,0.914,0.092,0.309243644448243,0.0956316316316316,-0.092,3
"Pathogenic","Lactose_F","Sucrose",0,0.734,0.309,0.558418150520585,0.311830830830831,-0.309,3
"Pathogenic","Lactose_F","Trehalose",0,0.797,0.223,0.462043812299748,0.213484484484484,-0.223,3
"Pathogenic","Lactose_F","Trehalose_F",0,0.527,0.648,0.811637083156478,0.658754754754755,-0.648,3
"Pathogenic","Lactose_F","Vitamin-free",0,0.403,0.914,0.949476437572574,0.901505505505506,-0.914,3
"Pathogenic","Maltose_F","Glucose",0,1,0,0,0,0,3
"Pathogenic","Maltose_F","Lactose_F",21,0.529,21.41,2.22054741692918,4.93083083083083,-0.41,3
"Pathogenic","Raffinose_F","Glucose",0,1,0,0,0,0,3
"Pathogenic","Sucrose_F","Glucose",0,1,0,0,0,0,3
"Pathogenic","Sucrose_F","Lactose_F",29,0.657,28.562,2.50008127995999,6.25040640640641,0.437999999999999,3
"Pathogenic","Trehalose_F","Glucose",0,1,0,0,0,0,3
"Clinical","2-Keto-D-gluconate","Starch formation",7,0.861,6.337,1.16481234015947,1.35678778778779,0.663,3
"Clinical","Cellobiose","Methanol",7,0.652,7.137,1.11600917401089,1.24547647647648,-0.137,3
"Clinical","Cellobiose","myo-Inositol",7,0.629,7.204,1.07122898183887,1.14753153153153,-0.204,3
"Clinical","Cellobiose","Starch formation",7,0.725,6.828,1.19993993843686,1.43985585585586,0.172,3
"Clinical","Citrate","Starch formation",11,1,9.414,1.14363976492247,1.30791191191191,1.586,1
"Clinical","D-Arabinose","Methanol",3,0.564,3.4,0.996490337631526,0.992992992992993,-0.4,3
"Clinical","D-Arabinose","myo-Inositol",3,0.557,3.434,0.991275252705638,0.982626626626627,-0.434,3
"Clinical","D-Arabinose","Starch formation",3,0.628,3.246,1.04046459169285,1.08256656656657,-0.246,3
"Clinical","D-Glucitol","myo-Inositol",10,0.938,9.571,0.770423618895834,0.593552552552553,0.429,3
"Clinical","D-Glucitol","Starch formation",10,0.968,9.091,0.988785465455827,0.977696696696697,0.909000000000001,3
"Clinical","D-Gluconate","Starch formation",10,0.985,8.588,1.13646273478172,1.29154754754755,1.412,3
"Clinical","D-Glucosamine","Starch formation",7,0.899,6.172,1.16523550142183,1.35777377377377,0.828,3
"Clinical","D-Mannitol","myo-Inositol",10,0.918,9.595,0.799759097862984,0.639614614614615,0.404999999999999,3
"Clinical","D-Mannitol","Starch formation",10,0.945,9.111,1.02943612659491,1.05973873873874,0.888999999999999,3
"Clinical","D-Ribose","Methanol",7,0.836,6.603,1.00618258949527,1.0124034034034,0.397,3
"Clinical","D-Ribose","myo-Inositol",7,0.834,6.668,0.954299055163887,0.910686686686687,0.332,3
"Clinical","D-Ribose","Starch formation",7,0.884,6.291,1.09247998265987,1.19351251251251,0.709,3
"Clinical","D-Xylose","Methanol",9,0.835,8.642,0.934188797143655,0.872708708708709,0.358000000000001,3
"Clinical","D-Xylose","myo-Inositol",9,0.814,8.734,0.926338006400527,0.858102102102102,0.266,3
"Clinical","D-Xylose","Starch formation",9,0.896,8.278,1.05062829764852,1.10381981981982,0.722,3
"Clinical","DL-Lactate","Starch formation",7,0.796,6.476,1.27869427896548,1.63505905905906,0.524,3
"Clinical","Erythritol","myo-Inositol",2,0.52,2.551,0.981000184180085,0.962361361361361,-0.551,3
"Clinical","Erythritol","Starch formation",2,0.574,2.412,0.99460808625571,0.989245245245245,-0.412,3
"Clinical","Ethanol","myo-Inositol",10,0.831,9.748,0.851599213962308,0.725221221221221,0.252000000000001,3
"Clinical","Ethanol","Starch formation",10,0.893,9.283,1.08539812469393,1.17808908908909,0.717000000000001,3
"Clinical","Galactitol","myo-Inositol",2,0.797,2.041,0.716821339549007,0.513832832832833,-0.0409999999999999,3
"Clinical","Galactitol","Starch formation",2,0.815,1.904,0.792093057292773,0.627411411411411,0.0960000000000001,3
"Clinical","Galactose","Methanol",9,0.831,8.601,0.994378090963285,0.988787787787788,0.398999999999999,3
"Clinical","Galactose","myo-Inositol",9,0.827,8.66,0.961938316798601,0.925325325325325,0.34,3
"Clinical","Galactose","Starch formation",9,0.884,8.24,1.15919961341597,1.34374374374374,0.76,3
"Clinical","Galactose_F","Glucose",0,1,0,0,0,0,3
"Clinical","Galactose_F","Lactose_F",6,0.806,5.792,0.952703334540004,0.907643643643644,0.208,3
"Clinical","Galactose_F","Methanol",6,0.832,5.63,1.01000996040639,1.02012012012012,0.37,3
"Clinical","Galactose_F","myo-Inositol",6,0.82,5.675,1.00816238344395,1.01639139139139,0.325,3
"Clinical","Galactose_F","Starch formation",6,0.868,5.356,1.09657031989128,1.20246646646647,0.644,3
"Clinical","Glucose","2-Keto-D-gluconate",4,0.693,4.073,0.994313662613393,0.98865965965966,-0.0730000000000004,3
"Clinical","Glucose","Cellobiose",4,0.865,3.533,0.977684441354605,0.955866866866867,0.467,3
"Clinical","Glucose","Citrate",0,0.432,0.801,0.847417911727807,0.718117117117117,-0.801,3
"Clinical","Glucose","D-Arabinose",8,0.907,7.417,0.941274134881543,0.885996996996997,0.583,3
"Clinical","Glucose","D-Glucitol",1,0.826,1.1,0.55344946138406,0.306306306306306,-0.1,3
"Clinical","Glucose","D-Gluconate",1,0.495,1.641,0.829944460676621,0.688807807807808,-0.641,3
"Clinical","Glucose","D-Glucosamine",4,0.626,4.259,1.02419137272678,1.04896796796797,-0.259,3
"Clinical","Glucose","D-Mannitol",1,0.832,1.068,0.568946130753782,0.3236996996997,-0.0680000000000001,3
"Clinical","Glucose","D-Ribose",4,0.73,4.065,0.872660607874869,0.761536536536537,-0.0650000000000004,3
"Clinical","Glucose","D-Xylose",2,0.807,1.953,0.730290575267355,0.533324324324324,0.0469999999999999,3
"Clinical","Glucose","DL-Lactate",4,0.684,3.986,1.14065994279851,1.30110510510511,0.0139999999999998,3
"Clinical","Glucose","Erythritol",9,0.936,8.337,0.942506933300397,0.888319319319319,0.663,3
"Clinical","Glucose","Ethanol",1,0.831,0.926,0.684830630881091,0.468992992992993,0.074,3
"Clinical","Glucose","Galactitol",9,0.877,8.859,0.680868990762968,0.463582582582583,0.141,3
"Clinical","Glucose","Galactose",2,0.748,2.03,0.844875028518309,0.713813813813814,-0.0299999999999998,3
"Clinical","Glucose","Glycerol",0,0.842,0.17,0.4065283080737,0.165265265265265,-0.17,3
"Clinical","Glucose","Growth at 19°C",0,0.985,0.015,0.121613279660528,0.0147897897897898,-0.015,3
"Clinical","Glucose","Growth at 25°C",0,0.975,0.026,0.165382439670454,0.0273513513513514,-0.026,3
"Clinical","Glucose","Growth at 30°C",0,0.755,0.276,0.517776102279829,0.268092092092092,-0.276,3
"Clinical","Glucose","Growth at 37°C",1,0.342,2.019,1.09628501806822,1.20184084084084,-1.019,3
"Clinical","Glucose","Inulin",10,0.967,9.548,0.722646675919995,0.522218218218218,0.452,3
"Clinical","Glucose","L-Arabinose",6,0.78,5.793,1.02430473990908,1.0492002002002,0.207,3
"Clinical","Glucose","L-Rhamnose",7,0.739,6.987,0.905345597355314,0.819650650650651,0.0129999999999999,3
"Clinical","Glucose","L-Sorbose",5,0.867,4.374,1.10514494313884,1.22134534534535,0.626,3
"Clinical","Glucose","Lactose",10,0.926,9.737,0.675490405029773,0.456287287287287,0.263,3
"Clinical","Glucose","Maltose",2,0.678,2.295,0.73791565881171,0.544519519519519,-0.295,3
"Clinical","Glucose","Melezitose",2,0.53,2.56,0.848008914528096,0.719119119119119,-0.56,3
"Clinical","Glucose","Melibiose",9,0.869,8.852,0.703271349189337,0.494590590590591,0.148,3
"Clinical","Glucose","Methanol",11,1,10.556,0.636607625833424,0.405269269269269,0.444000000000001,1
"Clinical","Glucose","Methyl-?-D-glucoside",3,0.653,3.273,0.837360240381744,0.701172172172172,-0.273,3
"Clinical","Glucose","myo-Inositol",11,1,10.652,0.573781513492048,0.329225225225225,0.348000000000001,1
"Clinical","Glucose","Nitrate",9,0.862,8.581,0.95307258241298,0.908347347347347,0.419,3
"Clinical","Glucose","Raffinose",6,0.723,6.016,1.00336969794326,1.00675075075075,-0.016,3
"Clinical","Glucose","Ribitol",2,0.713,2.146,0.84344258571369,0.711395395395395,-0.146,3
"Clinical","Glucose","Salicin",4,0.848,3.56,1.01065395730756,1.02142142142142,0.44,3
"Clinical","Glucose","Soluble Starch",7,0.746,6.872,1.01422120104277,1.02864464464464,0.128,3
"Clinical","Glucose","Starch formation",11,1,10.139,0.883436166035475,0.780459459459459,0.861000000000001,1
"Clinical","Glucose","Succinate",0,0.747,0.291,0.533482524178256,0.284603603603604,-0.291,3
"Clinical","Glucose","Sucrose",2,0.697,2.26,0.734124607228868,0.538938938938939,-0.26,3
"Clinical","Glucose","Trehalose",2,0.797,2.044,0.717341326412036,0.514578578578579,-0.044,3
"Clinical","Glucose","Vitamin-free",8,0.798,7.731,1.03038861634856,1.0617007007007,0.269,3
"Clinical","Glucose_F","Glucose",0,1,0,0,0,0,3
"Clinical","Glucose_F","Lactose_F",10,0.918,9.439,0.879233786914523,0.773052052052052,0.561,3
"Clinical","Glucose_F","Methanol",10,0.934,9.217,0.988376389786749,0.976887887887888,0.782999999999999,3
"Clinical","Glucose_F","myo-Inositol",10,0.937,9.31,0.959594091697537,0.920820820820821,0.69,3
"Clinical","Glucose_F","Starch formation",10,0.962,8.851,1.11446895023641,1.24204104104104,1.149,3
"Clinical","Glycerol","myo-Inositol",11,1,10.489,0.693079619783585,0.480359359359359,0.510999999999999,1
"Clinical","Glycerol","Starch formation",11,1,9.986,0.946942818073352,0.896700700700701,1.014,1
"Clinical","Inulin","Methanol",1,0.639,1.372,0.739027849381985,0.546162162162162,-0.372,3
"Clinical","Inulin","myo-Inositol",1,0.634,1.385,0.733015901814082,0.537312312312312,-0.385,3
"Clinical","Inulin","Starch formation",1,0.68,1.293,0.757446186025598,0.573724724724725,-0.293,3
"Clinical","L-Arabinose","Methanol",5,0.698,4.964,1.11801339614244,1.24995395395395,0.0359999999999996,3
"Clinical","L-Arabinose","myo-Inositol",5,0.694,5.008,1.08310161532015,1.17310910910911,-0.00800000000000001,3
"Clinical","L-Arabinose","Starch formation",5,0.772,4.737,1.13979389809304,1.29913013013013,0.263,3
"Clinical","L-Rhamnose","Methanol",4,0.78,3.816,0.997566608873382,0.995139139139139,0.184,3
"Clinical","L-Rhamnose","myo-Inositol",4,0.772,3.849,0.969091398237616,0.939138138138138,0.151,3
"Clinical","L-Rhamnose","Starch formation",4,0.818,3.657,1.00616269229353,1.01236336336336,0.343,3
"Clinical","L-Sorbose","Methanol",6,0.558,6.341,1.17136292031594,1.37209109109109,-0.341,3
"Clinical","L-Sorbose","myo-Inositol",6,0.567,6.394,1.17308999660731,1.37614014014014,-0.394,3
"Clinical","L-Sorbose","Starch formation",6,0.651,6.084,1.22247226489538,1.49443843843844,-0.0839999999999996,3
"Clinical","Lactose","Methanol",1,0.744,1.207,0.687476271316781,0.472623623623624,-0.207,3
"Clinical","Lactose","myo-Inositol",1,0.733,1.217,0.685843554596368,0.470381381381381,-0.217,3
"Clinical","Lactose","Starch formation",1,0.752,1.143,0.70926303587178,0.503054054054054,-0.143,3
"Clinical","Lactose_F","2-Keto-D-gluconate",0,0.929,0.072,0.262459301387634,0.0688848848848849,-0.072,3
"Clinical","Lactose_F","Cellobiose",0,0.949,0.055,0.245020478807456,0.060035035035035,-0.055,3
"Clinical","Lactose_F","Citrate",0,0.974,0.026,0.159214789983058,0.0253493493493493,-0.026,3
"Clinical","Lactose_F","D-Arabinose",0,0.88,0.124,0.341673441667246,0.116740740740741,-0.124,3
"Clinical","Lactose_F","D-Glucitol",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Clinical","Lactose_F","D-Gluconate",0,0.971,0.029,0.167890402308134,0.0281871871871872,-0.029,3
"Clinical","Lactose_F","D-Glucosamine",0,0.927,0.073,0.260266668512775,0.0677387387387387,-0.073,3
"Clinical","Lactose_F","D-Mannitol",0,0.988,0.012,0.108939744206914,0.0118678678678679,-0.012,3
"Clinical","Lactose_F","D-Ribose",0,0.94,0.062,0.249435799792689,0.0622182182182182,-0.062,3
"Clinical","Lactose_F","D-Xylose",0,0.976,0.024,0.1531255937048,0.0234474474474474,-0.024,3
"Clinical","Lactose_F","DL-Lactate",0,0.93,0.074,0.276768135088924,0.0766006006006006,-0.074,3
"Clinical","Lactose_F","Erythritol",0,0.865,0.142,0.368743775502682,0.135971971971972,-0.142,3
"Clinical","Lactose_F","Ethanol",0,0.987,0.013,0.113330683593826,0.0128438438438438,-0.013,3
"Clinical","Lactose_F","Galactitol",0,0.862,0.146,0.375266338518158,0.140824824824825,-0.146,3
"Clinical","Lactose_F","Galactose",0,0.969,0.031,0.173404351355637,0.0300690690690691,-0.031,3
"Clinical","Lactose_F","Glucose",0,1,0,0,0,0,3
"Clinical","Lactose_F","Glycerol",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Clinical","Lactose_F","Growth at 19°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Clinical","Lactose_F","Growth at 25°C",0,1,0,0,0,0,3
"Clinical","Lactose_F","Growth at 30°C",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Clinical","Lactose_F","Growth at 37°C",0,0.962,0.038,0.191291904148065,0.0365925925925926,-0.038,3
"Clinical","Lactose_F","Inulin",0,0.845,0.166,0.400755043143071,0.160604604604605,-0.166,3
"Clinical","Lactose_F","L-Arabinose",0,0.907,0.096,0.304757078468863,0.0928768768768769,-0.096,3
"Clinical","Lactose_F","L-Rhamnose",0,0.892,0.112,0.327968845416091,0.107563563563564,-0.112,3
"Clinical","Lactose_F","L-Sorbose",0,0.923,0.079,0.277192777387572,0.0768358358358358,-0.079,3
"Clinical","Lactose_F","Lactose",0,0.828,0.18,0.404677357611917,0.163763763763764,-0.18,3
"Clinical","Lactose_F","Maltose",0,0.97,0.031,0.17908397770619,0.0320710710710711,-0.031,3
"Clinical","Lactose_F","Melezitose",0,0.964,0.036,0.186383311320351,0.0347387387387387,-0.036,3
"Clinical","Lactose_F","Melibiose",0,0.859,0.146,0.367176822278884,0.134818818818819,-0.146,3
"Clinical","Lactose_F","Methanol",0,0.815,0.193,0.414635891985876,0.171922922922923,-0.193,3
"Clinical","Lactose_F","Methyl-?-D-glucoside",0,0.958,0.042,0.200689502157627,0.0402762762762763,-0.042,3
"Clinical","Lactose_F","myo-Inositol",0,0.814,0.197,0.424701508557918,0.180371371371371,-0.197,3
"Clinical","Lactose_F","Nitrate",0,0.858,0.154,0.392986562669054,0.154438438438438,-0.154,3
"Clinical","Lactose_F","Raffinose",0,0.907,0.098,0.313838325407358,0.0984944944944945,-0.098,3
"Clinical","Lactose_F","Raffinose_F",0,0.884,0.125,0.357074925614362,0.127502502502503,-0.125,3
"Clinical","Lactose_F","Ribitol",0,0.964,0.036,0.186383311320351,0.0347387387387387,-0.036,3
"Clinical","Lactose_F","Salicin",0,0.954,0.047,0.216420511592219,0.0468378378378378,-0.047,3
"Clinical","Lactose_F","Soluble Starch",0,0.886,0.12,0.34310015697711,0.117717717717718,-0.12,3
"Clinical","Lactose_F","Starch formation",0,0.824,0.186,0.414216821936985,0.171575575575576,-0.186,3
"Clinical","Lactose_F","Succinate",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Clinical","Lactose_F","Sucrose",0,0.966,0.035,0.189237445583084,0.0358108108108108,-0.035,3
"Clinical","Lactose_F","Trehalose",0,0.979,0.021,0.143455845400526,0.0205795795795796,-0.021,3
"Clinical","Lactose_F","Trehalose_F",0,0.917,0.084,0.281110339587542,0.079023023023023,-0.084,3
"Clinical","Lactose_F","Vitamin-free",0,0.88,0.128,0.357412567971167,0.127743743743744,-0.128,3
"Clinical","Maltose","Methanol",9,0.937,8.312,0.939967839630452,0.88353953953954,0.688000000000001,3
"Clinical","Maltose","myo-Inositol",9,0.938,8.38,0.894650993628465,0.8004004004004,0.619999999999999,3
"Clinical","Maltose","Starch formation",9,0.971,7.965,1.06155635832578,1.1269019019019,1.035,3
"Clinical","Maltose_F","Glucose",0,1,0,0,0,0,3
"Clinical","Maltose_F","Lactose_F",5,0.843,4.636,0.95834358265834,0.918422422422422,0.364,3
"Clinical","Maltose_F","Methanol",5,0.86,4.517,0.997349339853246,0.994705705705706,0.483,3
"Clinical","Maltose_F","myo-Inositol",5,0.858,4.561,0.976336126665521,0.953232232232232,0.439,3
"Clinical","Maltose_F","Starch formation",5,0.896,4.318,1.03147464338196,1.06393993993994,0.682,3
"Clinical","Melezitose","Methanol",9,0.967,8.063,0.990965697192901,0.982013013013013,0.936999999999999,3
"Clinical","Melezitose","myo-Inositol",9,0.957,8.15,0.985124596419392,0.970470470470471,0.85,3
"Clinical","Melezitose","Starch formation",9,0.973,7.721,1.14737765163676,1.31647547547548,1.279,3
"Clinical","Melibiose","Methanol",2,0.781,2.033,0.747308148938221,0.55846946946947,-0.0329999999999999,3
"Clinical","Melibiose","myo-Inositol",2,0.78,2.047,0.722019606598264,0.521312312312312,-0.0470000000000002,3
"Clinical","Melibiose","Starch formation",2,0.818,1.915,0.767048475236972,0.588363363363363,0.085,3
"Clinical","Methanol","2-Keto-D-gluconate",0,0.873,0.134,0.360796582819425,0.130174174174174,-0.134,3
"Clinical","Methanol","Citrate",0,0.963,0.039,0.203765847286832,0.0415205205205205,-0.039,3
"Clinical","Methanol","D-Glucitol",0,0.982,0.018,0.133017644294634,0.0176936936936937,-0.018,3
"Clinical","Methanol","D-Gluconate",0,0.941,0.061,0.247669821214334,0.0613403403403403,-0.061,3
"Clinical","Methanol","D-Glucosamine",0,0.843,0.165,0.392337774027596,0.153928928928929,-0.165,3
"Clinical","Methanol","D-Mannitol",0,0.984,0.016,0.125537881771837,0.0157597597597598,-0.016,3
"Clinical","Methanol","DL-Lactate",0,0.846,0.16,0.382813984262,0.146546546546547,-0.16,3
"Clinical","Methanol","Erythritol",0,0.72,0.316,0.538919692008405,0.290434434434434,-0.316,3
"Clinical","Methanol","Ethanol",0,0.968,0.032,0.176088066055048,0.031007007007007,-0.032,3
"Clinical","Methanol","Galactitol",0,0.714,0.327,0.555319168928445,0.308379379379379,-0.327,3
"Clinical","Methanol","Glycerol",0,0.995,0.006,0.0892859001857066,0.00797197197197197,-0.006,3
"Clinical","Methanol","Growth at 19°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Clinical","Methanol","Growth at 25°C",0,1,0,0,0,0,3
