"Isolation","Trait_A","Trait_B","Observed_NN","Percent_NN"
"Pathogenic","Galactose","Growth at 37°C",0,0
"Pathogenic","Lactose","Growth at 25°C",0,0.752
"Pathogenic","Lactose","Growth at 37°C",0,0
"Pathogenic","Trehalose","Growth at 25°C",0,0.852
"Pathogenic","Trehalose","Growth at 37°C",0,0
"Pathogenic","Maltose","Growth at 25°C",0,0.813
"Pathogenic","Maltose","Growth at 37°C",0,0
"Pathogenic","Melezitose","Growth at 25°C",0,0.797
"Pathogenic","Melezitose","Growth at 37°C",0,0
"Pathogenic","Methyl-?-D-glucoside","Growth at 25°C",0,0.794
"Pathogenic","Methyl-?-D-glucoside","Growth at 37°C",0,0
"Pathogenic","Soluble Starch","Growth at 25°C",0,0.776
"Pathogenic","Soluble Starch","Growth at 37°C",0,0
"Pathogenic","Cellobiose","Growth at 25°C",0,0.861
"Pathogenic","Cellobiose","Growth at 37°C",0,0
"Pathogenic","Salicin","Growth at 25°C",0,0.851
"Pathogenic","Salicin","Growth at 37°C",0,0
"Pathogenic","L-Sorbose","Growth at 25°C",0,0.836
"Pathogenic","L-Sorbose","Growth at 37°C",0,0
"Pathogenic","L-Rhamnose","Growth at 25°C",0,0.781
"Pathogenic","L-Rhamnose","Growth at 37°C",0,0
"Pathogenic","D-Xylose","Growth at 25°C",0,0.851
"Pathogenic","D-Xylose","Growth at 37°C",0,0
"Pathogenic","L-Arabinose","Growth at 25°C",0,0.793
"Pathogenic","L-Arabinose","Growth at 37°C",0,0
"Pathogenic","D-Arabinose","Growth at 25°C",0,0.773
"Pathogenic","D-Arabinose","Growth at 37°C",0,0
"Pathogenic","D-Ribose","Growth at 25°C",0,0.791
"Pathogenic","D-Ribose","Growth at 37°C",0,0
"Pathogenic","Methanol","Growth at 25°C",0,0.746
"Pathogenic","Methanol","Growth at 37°C",0,0
"Pathogenic","Ethanol","Growth at 25°C",0,0.946
"Pathogenic","Ethanol","Growth at 37°C",0,0
"Pathogenic","Glycerol","Growth at 25°C",0,0.934
"Pathogenic","Glycerol","Growth at 37°C",0,0
"Pathogenic","Erythritol","Growth at 25°C",0,0.777
"Pathogenic","Erythritol","Growth at 37°C",0,0
"Pathogenic","Ribitol","Growth at 25°C",0,0.837
"Pathogenic","Ribitol","Growth at 37°C",0,0
"Pathogenic","Galactitol","Growth at 25°C",0,0.752
"Pathogenic","Galactitol","Growth at 37°C",0,0
"Pathogenic","D-Mannitol","Growth at 25°C",0,0.865
"Pathogenic","D-Mannitol","Growth at 37°C",0,0
"Pathogenic","D-Glucitol","Growth at 25°C",0,0.884
"Pathogenic","D-Glucitol","Growth at 37°C",0,0
"Pathogenic","myo-Inositol","Growth at 25°C",0,0.748
"Pathogenic","myo-Inositol","Growth at 37°C",0,0
"Pathogenic","DL-Lactate","Growth at 25°C",0,0.863
"Pathogenic","DL-Lactate","Growth at 37°C",0,0
"Pathogenic","Succinate","Growth at 25°C",0,0.928
"Pathogenic","Succinate","Growth at 37°C",0,0
"Pathogenic","Citrate","Growth at 25°C",0,0.88
"Pathogenic","Citrate","Growth at 37°C",0,0
"Pathogenic","D-Gluconate","Growth at 25°C",0,0.866
"Pathogenic","D-Gluconate","Growth at 37°C",0,0
"Pathogenic","D-Glucosamine","Growth at 25°C",0,0.805
"Pathogenic","D-Glucosamine","Growth at 37°C",0,0
"Pathogenic","Nitrate","Growth at 25°C",0,0.773
"Pathogenic","Nitrate","Growth at 37°C",0,0
"Pathogenic","Vitamin-free","Growth at 25°C",0,0.778
"Pathogenic","Vitamin-free","Growth at 37°C",0,0
"Pathogenic","2-Keto-D-gluconate","Growth at 25°C",0,0.829
"Pathogenic","2-Keto-D-gluconate","Growth at 37°C",0,0
"Pathogenic","Starch formation","Growth at 25°C",0,0.77
"Pathogenic","Starch formation","Growth at 37°C",0,0
"Pathogenic","Growth at 19°C","Growth at 25°C",0,0.964
"Pathogenic","Growth at 19°C","Growth at 37°C",0,0.093
"Pathogenic","Growth at 25°C","Growth at 30°C",3,1
"Pathogenic","Growth at 25°C","Growth at 37°C",0,0.882
"Pathogenic","Growth at 30°C","Growth at 37°C",0,0.011
"Clinical","Glucose_F","Glucose",0,1
"Clinical","Glucose_F","Glycerol",0,0.965
"Clinical","Glucose_F","Succinate",0,0.946
"Clinical","Glucose_F","Citrate",0,0.85
"Clinical","Glucose_F","Growth at 19°C",0,0.997
"Clinical","Glucose_F","Growth at 25°C",0,0.992
"Clinical","Glucose_F","Growth at 30°C",0,0.939
"Clinical","Galactose_F","Glucose",0,1
"Clinical","Galactose_F","Glycerol",0,0.89
"Clinical","Galactose_F","Succinate",0,0.814
"Clinical","Galactose_F","Citrate",0,0.566
"Clinical","Galactose_F","Growth at 19°C",0,0.989
"Clinical","Galactose_F","Growth at 25°C",0,0.983
"Clinical","Galactose_F","Growth at 30°C",0,0.828
"Clinical","Sucrose_F","Glucose",0,1
"Clinical","Sucrose_F","Glycerol",0,0.914
"Clinical","Sucrose_F","Succinate",0,0.841
"Clinical","Sucrose_F","Citrate",0,0.618
"Clinical","Sucrose_F","Growth at 19°C",0,0.988
"Clinical","Sucrose_F","Growth at 25°C",0,0.988
"Clinical","Sucrose_F","Growth at 30°C",0,0.857
"Clinical","Maltose_F","Glucose",0,1
"Clinical","Maltose_F","Glycerol",0,0.889
"Clinical","Maltose_F","Succinate",0,0.81
"Clinical","Maltose_F","Citrate",0,0.54
"Clinical","Maltose_F","Growth at 19°C",0,0.989
"Clinical","Maltose_F","Growth at 25°C",0,0.987
"Clinical","Maltose_F","Growth at 30°C",0,0.819
"Clinical","Lactose_F","Glucose",0,1
"Clinical","Lactose_F","Glycerol",0,0.849
"Clinical","Lactose_F","Succinate",0,0.752
"Clinical","Lactose_F","Citrate",0,0.445
"Clinical","Lactose_F","Growth at 19°C",0,0.986
"Clinical","Lactose_F","Growth at 25°C",0,0.975
"Clinical","Lactose_F","Growth at 30°C",0,0.757
"Clinical","Raffinose_F","Glucose",0,1
"Clinical","Raffinose_F","Glycerol",0,0.865
"Clinical","Raffinose_F","Succinate",0,0.801
"Clinical","Raffinose_F","Citrate",0,0.503
"Clinical","Raffinose_F","Growth at 19°C",0,0.985
"Clinical","Raffinose_F","Growth at 25°C",0,0.979
"Clinical","Raffinose_F","Growth at 30°C",0,0.79
"Clinical","Trehalose_F","Glucose",0,1
"Clinical","Trehalose_F","Glycerol",0,0.895
"Clinical","Trehalose_F","Succinate",0,0.832
"Clinical","Trehalose_F","Citrate",0,0.583
"Clinical","Trehalose_F","Growth at 19°C",0,0.99
"Clinical","Trehalose_F","Growth at 25°C",0,0.98
"Clinical","Trehalose_F","Growth at 30°C",0,0.846
"Clinical","Glucose","Inulin",1,1
"Clinical","Glucose","Sucrose",0,1
"Clinical","Glucose","Raffinose",0,1
"Clinical","Glucose","Melibiose",1,1
"Clinical","Glucose","Galactose",0,1
"Clinical","Glucose","Lactose",1,1
"Clinical","Glucose","Trehalose",0,1
"Clinical","Glucose","Maltose",0,1
"Clinical","Glucose","Melezitose",0,1
"Clinical","Glucose","Methyl-?-D-glucoside",1,1
"Clinical","Glucose","Soluble Starch",1,1
"Clinical","Glucose","Cellobiose",1,1
"Clinical","Glucose","Salicin",1,1
"Clinical","Glucose","L-Sorbose",1,1
"Clinical","Glucose","L-Rhamnose",0,1
"Clinical","Glucose","D-Xylose",1,1
"Clinical","Glucose","L-Arabinose",1,1
"Clinical","Glucose","D-Arabinose",1,1
"Clinical","Glucose","D-Ribose",1,1
"Clinical","Glucose","Methanol",1,1
"Clinical","Glucose","Ethanol",1,1
"Clinical","Glucose","Glycerol",0,1
"Clinical","Glucose","Erythritol",1,1
"Clinical","Glucose","Ribitol",0,1
"Clinical","Glucose","Galactitol",1,1
"Clinical","Glucose","D-Mannitol",0,1
"Clinical","Glucose","D-Glucitol",0,1
"Clinical","Glucose","myo-Inositol",1,1
"Clinical","Glucose","DL-Lactate",1,1
"Clinical","Glucose","Succinate",0,1
"Clinical","Glucose","Citrate",0,1
"Clinical","Glucose","D-Gluconate",0,1
"Clinical","Glucose","D-Glucosamine",0,1
"Clinical","Glucose","Nitrate",1,1
"Clinical","Glucose","Vitamin-free",0,1
"Clinical","Glucose","2-Keto-D-gluconate",0,1
"Clinical","Glucose","Starch formation",1,1
"Clinical","Glucose","Growth at 19°C",0,1
"Clinical","Glucose","Growth at 25°C",0,1
"Clinical","Glucose","Growth at 30°C",0,1
"Clinical","Glucose","Growth at 37°C",0,1
"Clinical","Inulin","Glycerol",0,0.854
"Clinical","Inulin","Succinate",0,0.771
"Clinical","Inulin","Citrate",0,0.471
"Clinical","Inulin","Growth at 19°C",0,0.985
"Clinical","Inulin","Growth at 25°C",0,0.979
"Clinical","Inulin","Growth at 30°C",0,0.771
"Clinical","Sucrose","Glycerol",0,0.939
"Clinical","Sucrose","Succinate",0,0.881
"Clinical","Sucrose","Citrate",0,0.717
"Clinical","Sucrose","Growth at 19°C",0,0.994
"Clinical","Sucrose","Growth at 25°C",0,0.991
"Clinical","Sucrose","Growth at 30°C",0,0.902
"Clinical","Raffinose","Glycerol",0,0.9
"Clinical","Raffinose","Succinate",0,0.83
"Clinical","Raffinose","Citrate",0,0.567
"Clinical","Raffinose","Growth at 19°C",0,0.986
"Clinical","Raffinose","Growth at 25°C",0,0.985
"Clinical","Raffinose","Growth at 30°C",0,0.84
"Clinical","Melibiose","Glycerol",0,0.854
"Clinical","Melibiose","Succinate",0,0.768
"Clinical","Melibiose","Citrate",0,0.464
"Clinical","Melibiose","Growth at 19°C",0,0.987
"Clinical","Melibiose","Growth at 25°C",0,0.978
"Clinical","Melibiose","Growth at 30°C",0,0.774
"Clinical","Galactose","Glycerol",0,0.959
"Clinical","Galactose","Succinate",0,0.911
"Clinical","Galactose","Citrate",0,0.803
"Clinical","Galactose","Growth at 19°C",0,0.997
"Clinical","Galactose","Growth at 25°C",0,0.991
"Clinical","Galactose","Growth at 30°C",0,0.93
"Clinical","Lactose","Glycerol",0,0.854
"Clinical","Lactose","Succinate",0,0.76
"Clinical","Lactose","Citrate",0,0.452
"Clinical","Lactose","Growth at 19°C",0,0.986
"Clinical","Lactose","Growth at 25°C",0,0.977
"Clinical","Lactose","Growth at 30°C",0,0.769
"Clinical","Trehalose","Glycerol",0,0.947
"Clinical","Trehalose","Succinate",0,0.895
"Clinical","Trehalose","Citrate",0,0.741
"Clinical","Trehalose","Growth at 19°C",0,0.996
"Clinical","Trehalose","Growth at 25°C",0,0.989
"Clinical","Trehalose","Growth at 30°C",0,0.907
"Clinical","Maltose","Glycerol",0,0.94
"Clinical","Maltose","Succinate",0,0.886
"Clinical","Maltose","Citrate",0,0.734
"Clinical","Maltose","Growth at 19°C",0,0.993
"Clinical","Maltose","Growth at 25°C",0,0.987
"Clinical","Maltose","Growth at 30°C",0,0.898
"Clinical","Melezitose","Glycerol",0,0.938
"Clinical","Melezitose","Succinate",0,0.879
"Clinical","Melezitose","Citrate",0,0.693
"Clinical","Melezitose","Growth at 19°C",0,0.995
"Clinical","Melezitose","Growth at 25°C",0,0.99
"Clinical","Melezitose","Growth at 30°C",0,0.883
"Clinical","Methyl-?-D-glucoside","Glycerol",0,0.909
"Clinical","Methyl-?-D-glucoside","Succinate",0,0.862
"Clinical","Methyl-?-D-glucoside","Citrate",0,0.657
"Clinical","Methyl-?-D-glucoside","Growth at 19°C",0,0.991
"Clinical","Methyl-?-D-glucoside","Growth at 25°C",0,0.987
"Clinical","Methyl-?-D-glucoside","Growth at 30°C",0,0.864
"Clinical","Soluble Starch","Glycerol",0,0.889
"Clinical","Soluble Starch","Succinate",0,0.82
"Clinical","Soluble Starch","Citrate",0,0.566
"Clinical","Soluble Starch","Growth at 19°C",0,0.989
"Clinical","Soluble Starch","Growth at 25°C",0,0.983
"Clinical","Soluble Starch","Growth at 30°C",0,0.822
"Clinical","Cellobiose","Glycerol",0,0.929
"Clinical","Cellobiose","Succinate",0,0.895
"Clinical","Cellobiose","Citrate",0,0.724
"Clinical","Cellobiose","Growth at 19°C",0,0.993
"Clinical","Cellobiose","Growth at 25°C",0,0.991
"Clinical","Cellobiose","Growth at 30°C",0,0.893
"Clinical","Salicin","Glycerol",0,0.928
"Clinical","Salicin","Succinate",0,0.893
"Clinical","Salicin","Citrate",0,0.709
"Clinical","Salicin","Growth at 19°C",0,0.99
"Clinical","Salicin","Growth at 25°C",0,0.991
"Clinical","Salicin","Growth at 30°C",0,0.895
"Clinical","L-Sorbose","Glycerol",0,0.933
"Clinical","L-Sorbose","Succinate",0,0.875
"Clinical","L-Sorbose","Citrate",0,0.7
"Clinical","L-Sorbose","Growth at 19°C",0,0.996
"Clinical","L-Sorbose","Growth at 25°C",0,0.988
"Clinical","L-Sorbose","Growth at 30°C",0,0.874
"Clinical","L-Rhamnose","Glycerol",0,0.877
"Clinical","L-Rhamnose","Succinate",0,0.805
"Clinical","L-Rhamnose","Citrate",0,0.531
"Clinical","L-Rhamnose","Growth at 19°C",0,0.989
"Clinical","L-Rhamnose","Growth at 25°C",0,0.981
"Clinical","L-Rhamnose","Growth at 30°C",0,0.819
"Clinical","D-Xylose","Glycerol",0,0.957
"Clinical","D-Xylose","Succinate",0,0.915
"Clinical","D-Xylose","Citrate",0,0.766
"Clinical","D-Xylose","Growth at 19°C",0,0.996
"Clinical","D-Xylose","Growth at 25°C",0,0.994
"Clinical","D-Xylose","Growth at 30°C",0,0.907
"Clinical","L-Arabinose","Glycerol",0,0.896
"Clinical","L-Arabinose","Succinate",0,0.82
"Clinical","L-Arabinose","Citrate",0,0.578
"Clinical","L-Arabinose","Growth at 19°C",0,0.993
"Clinical","L-Arabinose","Growth at 25°C",0,0.981
"Clinical","L-Arabinose","Growth at 30°C",0,0.834
"Clinical","D-Arabinose","Glycerol",0,0.871
"Clinical","D-Arabinose","Succinate",0,0.796
"Clinical","D-Arabinose","Citrate",0,0.507
"Clinical","D-Arabinose","Growth at 19°C",0,0.986
"Clinical","D-Arabinose","Growth at 25°C",0,0.979
"Clinical","D-Arabinose","Growth at 30°C",0,0.798
"Clinical","D-Ribose","Glycerol",0,0.911
"Clinical","D-Ribose","Succinate",0,0.841
"Clinical","D-Ribose","Citrate",0,0.633
"Clinical","D-Ribose","Growth at 19°C",0,0.993
"Clinical","D-Ribose","Growth at 25°C",0,0.983
"Clinical","D-Ribose","Growth at 30°C",0,0.847
"Clinical","Methanol","Glycerol",0,0.846
"Clinical","Methanol","Succinate",0,0.754
"Clinical","Methanol","Citrate",0,0.448
"Clinical","Methanol","Growth at 19°C",0,0.986
"Clinical","Methanol","Growth at 25°C",0,0.975
"Clinical","Methanol","Growth at 30°C",0,0.762
"Clinical","Ethanol","Glycerol",0,0.977
"Clinical","Ethanol","Succinate",0,0.962
"Clinical","Ethanol","Citrate",0,0.922
"Clinical","Ethanol","Growth at 19°C",0,0.999
"Clinical","Ethanol","Growth at 25°C",0,0.998
"Clinical","Ethanol","Growth at 30°C",0,0.962
"Clinical","Glycerol","Erythritol",1,0.992
"Clinical","Glycerol","Ribitol",0,0.958
"Clinical","Glycerol","Galactitol",1,0.993
"Clinical","Glycerol","D-Mannitol",0,0.974
"Clinical","Glycerol","D-Glucitol",0,0.975
"Clinical","Glycerol","myo-Inositol",1,0.989
"Clinical","Glycerol","DL-Lactate",1,0.999
"Clinical","Glycerol","Succinate",0,0.992
"Clinical","Glycerol","Citrate",0,0.982
"Clinical","Glycerol","D-Gluconate",0,0.964
"Clinical","Glycerol","D-Glucosamine",0,0.923
"Clinical","Glycerol","Nitrate",1,0.989
"Clinical","Glycerol","Vitamin-free",0,0.877
"Clinical","Glycerol","2-Keto-D-gluconate",0,0.917
"Clinical","Glycerol","Starch formation",1,0.989
"Clinical","Glycerol","Growth at 19°C",0,1
"Clinical","Glycerol","Growth at 25°C",0,1
"Clinical","Glycerol","Growth at 30°C",0,0.993
"Clinical","Glycerol","Growth at 37°C",0,0.968
"Clinical","Erythritol","Succinate",0,0.781
"Clinical","Erythritol","Citrate",0,0.505
"Clinical","Erythritol","Growth at 19°C",0,0.986
"Clinical","Erythritol","Growth at 25°C",0,0.979
"Clinical","Erythritol","Growth at 30°C",0,0.792
"Clinical","Ribitol","Succinate",0,0.913
"Clinical","Ribitol","Citrate",0,0.775
"Clinical","Ribitol","Growth at 19°C",0,0.996
"Clinical","Ribitol","Growth at 25°C",0,0.991
"Clinical","Ribitol","Growth at 30°C",0,0.931
"Clinical","Galactitol","Succinate",0,0.769
"Clinical","Galactitol","Citrate",0,0.463
"Clinical","Galactitol","Growth at 19°C",0,0.985
"Clinical","Galactitol","Growth at 25°C",0,0.978
"Clinical","Galactitol","Growth at 30°C",0,0.776
"Clinical","D-Mannitol","Succinate",0,0.95
"Clinical","D-Mannitol","Citrate",0,0.847
"Clinical","D-Mannitol","Growth at 19°C",0,0.997
"Clinical","D-Mannitol","Growth at 25°C",0,0.993
"Clinical","D-Mannitol","Growth at 30°C",0,0.952
"Clinical","D-Glucitol","Succinate",0,0.938
"Clinical","D-Glucitol","Citrate",0,0.833
"Clinical","D-Glucitol","Growth at 19°C",0,0.997
"Clinical","D-Glucitol","Growth at 25°C",0,0.994
"Clinical","D-Glucitol","Growth at 30°C",0,0.953
"Clinical","myo-Inositol","Succinate",0,0.753
"Clinical","myo-Inositol","Citrate",0,0.446
"Clinical","myo-Inositol","Growth at 19°C",0,0.987
"Clinical","myo-Inositol","Growth at 25°C",0,0.976
"Clinical","myo-Inositol","Growth at 30°C",0,0.762
"Clinical","DL-Lactate","Succinate",0,0.907
"Clinical","DL-Lactate","Citrate",0,0.746
"Clinical","DL-Lactate","Growth at 19°C",0,0.994
"Clinical","DL-Lactate","Growth at 25°C",0,0.997
"Clinical","DL-Lactate","Growth at 30°C",0,0.892
"Clinical","Succinate","Citrate",0,0.966
"Clinical","Succinate","D-Gluconate",0,0.918
"Clinical","Succinate","D-Glucosamine",0,0.87
"Clinical","Succinate","Nitrate",1,0.979
"Clinical","Succinate","Vitamin-free",0,0.785
"Clinical","Succinate","2-Keto-D-gluconate",0,0.864
"Clinical","Succinate","Starch formation",1,0.969
"Clinical","Succinate","Growth at 19°C",0,1
"Clinical","Succinate","Growth at 25°C",0,0.999
"Clinical","Succinate","Growth at 30°C",0,0.992
"Clinical","Succinate","Growth at 37°C",0,0.934
"Clinical","Citrate","D-Gluconate",0,0.809
"Clinical","Citrate","D-Glucosamine",0,0.686
"Clinical","Citrate","Nitrate",1,0.875
"Clinical","Citrate","Vitamin-free",0,0.532
"Clinical","Citrate","2-Keto-D-gluconate",0,0.651
"Clinical","Citrate","Starch formation",1,0.845
"Clinical","Citrate","Growth at 19°C",0,0.999
"Clinical","Citrate","Growth at 25°C",0,0.999
"Clinical","Citrate","Growth at 30°C",0,0.98
"Clinical","Citrate","Growth at 37°C",0,0.844
"Clinical","D-Gluconate","Growth at 19°C",0,0.997
"Clinical","D-Gluconate","Growth at 25°C",0,0.993
"Clinical","D-Gluconate","Growth at 30°C",0,0.933
"Clinical","D-Glucosamine","Growth at 19°C",0,0.993
"Clinical","D-Glucosamine","Growth at 25°C",0,0.99
"Clinical","D-Glucosamine","Growth at 30°C",0,0.886
"Clinical","Nitrate","Growth at 19°C",0,0.986
"Clinical","Nitrate","Growth at 25°C",0,0.98
"Clinical","Nitrate","Growth at 30°C",0,0.796
"Clinical","Vitamin-free","Growth at 19°C",0,0.988
"Clinical","Vitamin-free","Growth at 25°C",0,0.981
"Clinical","Vitamin-free","Growth at 30°C",0,0.82
"Clinical","2-Keto-D-gluconate","Growth at 19°C",0,0.993
"Clinical","2-Keto-D-gluconate","Growth at 25°C",0,0.984
"Clinical","2-Keto-D-gluconate","Growth at 30°C",0,0.873
"Clinical","Starch formation","Growth at 19°C",0,0.986
"Clinical","Starch formation","Growth at 25°C",0,0.979
"Clinical","Starch formation","Growth at 30°C",0,0.779
"Clinical","Growth at 19°C","Growth at 25°C",0,1
"Clinical","Growth at 19°C","Growth at 30°C",0,0.999
"Clinical","Growth at 19°C","Growth at 37°C",0,0.998
"Clinical","Growth at 25°C","Growth at 30°C",0,0.997
"Clinical","Growth at 25°C","Growth at 37°C",0,0.996
"Clinical","Growth at 30°C","Growth at 37°C",0,0.921
"Rotting.Decaying","Glucose_F","Glucose",0,1
"Rotting.Decaying","Glucose_F","Ethanol",3,0.759
"Rotting.Decaying","Galactose_F","Glucose",0,1
"Rotting.Decaying","Galactose_F","Ethanol",3,0.009
"Rotting.Decaying","Sucrose_F","Glucose",0,1
"Rotting.Decaying","Sucrose_F","Ethanol",3,0.018
"Rotting.Decaying","Maltose_F","Glucose",0,1
"Rotting.Decaying","Maltose_F","Ethanol",3,0.001
"Rotting.Decaying","Lactose_F","Glucose",0,1
"Rotting.Decaying","Lactose_F","Ethanol",3,0.001
"Rotting.Decaying","Raffinose_F","Glucose",0,1
"Rotting.Decaying","Raffinose_F","Ethanol",3,0.003
"Rotting.Decaying","Trehalose_F","Glucose",0,1
"Rotting.Decaying","Trehalose_F","Ethanol",3,0.01
"Rotting.Decaying","Glucose","Inulin",44,1
"Rotting.Decaying","Glucose","Sucrose",18,1
"Rotting.Decaying","Glucose","Raffinose",33,1
"Rotting.Decaying","Glucose","Melibiose",40,1
"Rotting.Decaying","Glucose","Galactose",15,1
"Rotting.Decaying","Glucose","Lactose",37,1
"Rotting.Decaying","Glucose","Trehalose",12,1
"Rotting.Decaying","Glucose","Maltose",19,1
"Rotting.Decaying","Glucose","Melezitose",25,1
"Rotting.Decaying","Glucose","Methyl-?-D-glucoside",22,1
"Rotting.Decaying","Glucose","Soluble Starch",37,1
"Rotting.Decaying","Glucose","Cellobiose",9,1
"Rotting.Decaying","Glucose","Salicin",11,1
"Rotting.Decaying","Glucose","L-Sorbose",17,1
"Rotting.Decaying","Glucose","L-Rhamnose",38,1
"Rotting.Decaying","Glucose","D-Xylose",9,1
"Rotting.Decaying","Glucose","L-Arabinose",30,1
"Rotting.Decaying","Glucose","D-Arabinose",29,1
"Rotting.Decaying","Glucose","D-Ribose",28,1
"Rotting.Decaying","Glucose","Methanol",42,1
"Rotting.Decaying","Glucose","Ethanol",3,1
"Rotting.Decaying","Glucose","Glycerol",4,1
"Rotting.Decaying","Glucose","Erythritol",34,1
"Rotting.Decaying","Glucose","Ribitol",18,1
"Rotting.Decaying","Glucose","Galactitol",43,1
"Rotting.Decaying","Glucose","D-Mannitol",9,1
"Rotting.Decaying","Glucose","D-Glucitol",11,1
"Rotting.Decaying","Glucose","myo-Inositol",41,1
"Rotting.Decaying","Glucose","DL-Lactate",26,1
"Rotting.Decaying","Glucose","Succinate",3,1
"Rotting.Decaying","Glucose","Citrate",15,1
"Rotting.Decaying","Glucose","D-Gluconate",27,1
"Rotting.Decaying","Glucose","D-Glucosamine",24,1
"Rotting.Decaying","Glucose","Nitrate",39,1
"Rotting.Decaying","Glucose","Vitamin-free",37,1
"Rotting.Decaying","Glucose","2-Keto-D-gluconate",26,1
"Rotting.Decaying","Glucose","Starch formation",43,1
"Rotting.Decaying","Glucose","Growth at 19°C",1,1
"Rotting.Decaying","Glucose","Growth at 25°C",1,1
"Rotting.Decaying","Glucose","Growth at 30°C",7,1
"Rotting.Decaying","Glucose","Growth at 37°C",0,1
"Rotting.Decaying","Inulin","Ethanol",3,0.002
"Rotting.Decaying","Sucrose","Ethanol",3,0.2
"Rotting.Decaying","Raffinose","Ethanol",3,0.016
"Rotting.Decaying","Melibiose","Ethanol",3,0.002
"Rotting.Decaying","Galactose","Ethanol",3,0.169
"Rotting.Decaying","Lactose","Ethanol",3,0.002
"Rotting.Decaying","Trehalose","Ethanol",3,0.182
"Rotting.Decaying","Maltose","Ethanol",3,0.015
"Rotting.Decaying","Melezitose","Ethanol",3,0.005
"Rotting.Decaying","Methyl-?-D-glucoside","Ethanol",3,0.013
"Rotting.Decaying","Soluble Starch","Ethanol",3,0.003
"Rotting.Decaying","Cellobiose","Ethanol",3,0.194
"Rotting.Decaying","Salicin","Ethanol",3,0.191
"Rotting.Decaying","L-Sorbose","Ethanol",3,0.011
