"Isolation","Trait_A","Trait_B","Observed_PN","Percent_PN"
"Stone.Chamber","Lactose_F","Raffinose_F",0,0.976
"Stone.Chamber","Lactose_F","Glucose",0,1
"Stone.Chamber","Lactose_F","Raffinose",0,0.974
"Stone.Chamber","Lactose_F","Melibiose",0,0.973
"Stone.Chamber","Lactose_F","Soluble Starch",0,0.973
"Stone.Chamber","Lactose_F","Methanol",0,0.973
"Stone.Chamber","Lactose_F","Galactitol",0,0.971
"Stone.Chamber","Lactose_F","myo-Inositol",0,0.972
"Stone.Chamber","Lactose_F","Nitrate",0,0.973
"Stone.Chamber","Lactose_F","Vitamin-free",0,0.975
"Stone.Chamber","Lactose_F","Starch formation",0,0.973
"Stone.Chamber","Lactose_F","Growth at 19°C",0,1
"Stone.Chamber","Raffinose_F","Glucose",0,1
"Stone.Chamber","Raffinose_F","Raffinose",0,0.86
"Stone.Chamber","Raffinose_F","Melibiose",0,0.846
"Stone.Chamber","Raffinose_F","Soluble Starch",0,0.861
"Stone.Chamber","Raffinose_F","Methanol",0,0.857
"Stone.Chamber","Raffinose_F","Galactitol",0,0.852
"Stone.Chamber","Raffinose_F","myo-Inositol",0,0.85
"Stone.Chamber","Raffinose_F","Nitrate",0,0.853
"Stone.Chamber","Raffinose_F","Vitamin-free",0,0.863
"Stone.Chamber","Raffinose_F","Starch formation",0,0.855
"Stone.Chamber","Raffinose_F","Growth at 19°C",0,1
"Stone.Chamber","Glucose","Raffinose",2,1
"Stone.Chamber","Glucose","Melibiose",2,1
"Stone.Chamber","Glucose","Soluble Starch",2,1
"Stone.Chamber","Glucose","Methanol",2,1
"Stone.Chamber","Glucose","Galactitol",2,1
"Stone.Chamber","Glucose","myo-Inositol",2,1
"Stone.Chamber","Glucose","Nitrate",2,1
"Stone.Chamber","Glucose","Vitamin-free",2,1
"Stone.Chamber","Glucose","Starch formation",2,1
"Stone.Chamber","Glucose","Growth at 19°C",0,1
"Stone.Chamber","Raffinose","Melibiose",0,0.753
"Stone.Chamber","Raffinose","Soluble Starch",0,0.764
"Stone.Chamber","Raffinose","Methanol",0,0.763
"Stone.Chamber","Raffinose","Galactitol",0,0.755
"Stone.Chamber","Raffinose","myo-Inositol",0,0.749
"Stone.Chamber","Raffinose","Nitrate",0,0.773
"Stone.Chamber","Raffinose","Vitamin-free",0,0.762
"Stone.Chamber","Raffinose","Starch formation",0,0.773
"Stone.Chamber","Raffinose","Growth at 19°C",0,1
"Stone.Chamber","Melibiose","Soluble Starch",0,0.922
"Stone.Chamber","Melibiose","Methanol",0,0.917
"Stone.Chamber","Melibiose","Galactitol",0,0.922
"Stone.Chamber","Melibiose","myo-Inositol",0,0.921
"Stone.Chamber","Melibiose","Nitrate",0,0.925
"Stone.Chamber","Melibiose","Vitamin-free",0,0.926
"Stone.Chamber","Melibiose","Starch formation",0,0.925
"Stone.Chamber","Melibiose","Growth at 19°C",0,1
"Stone.Chamber","Soluble Starch","Methanol",0,0.835
"Stone.Chamber","Soluble Starch","Galactitol",0,0.836
"Stone.Chamber","Soluble Starch","myo-Inositol",0,0.832
"Stone.Chamber","Soluble Starch","Nitrate",0,0.848
"Stone.Chamber","Soluble Starch","Vitamin-free",0,0.846
"Stone.Chamber","Soluble Starch","Starch formation",0,0.847
"Stone.Chamber","Soluble Starch","Growth at 19°C",0,1
"Stone.Chamber","Methanol","Galactitol",0,0.892
"Stone.Chamber","Methanol","myo-Inositol",0,0.887
"Stone.Chamber","Methanol","Nitrate",0,0.898
"Stone.Chamber","Methanol","Vitamin-free",0,0.898
"Stone.Chamber","Methanol","Starch formation",0,0.896
"Stone.Chamber","Methanol","Growth at 19°C",0,1
"Stone.Chamber","Galactitol","myo-Inositol",0,0.907
"Stone.Chamber","Galactitol","Nitrate",0,0.916
"Stone.Chamber","Galactitol","Vitamin-free",0,0.917
"Stone.Chamber","Galactitol","Starch formation",0,0.919
"Stone.Chamber","Galactitol","Growth at 19°C",0,1
"Stone.Chamber","myo-Inositol","Nitrate",0,0.93
"Stone.Chamber","myo-Inositol","Vitamin-free",0,0.932
"Stone.Chamber","myo-Inositol","Starch formation",0,0.937
"Stone.Chamber","myo-Inositol","Growth at 19°C",0,1
"Stone.Chamber","Nitrate","Vitamin-free",0,0.821
"Stone.Chamber","Nitrate","Starch formation",0,0.831
"Stone.Chamber","Nitrate","Growth at 19°C",0,1
"Stone.Chamber","Vitamin-free","Starch formation",0,0.806
"Stone.Chamber","Vitamin-free","Growth at 19°C",0,1
"Stone.Chamber","Starch formation","Growth at 19°C",0,1
"Lichen","Sucrose_F","Maltose_F",0,0.674
"Lichen","Sucrose_F","Lactose_F",0,0.658
"Lichen","Sucrose_F","Raffinose_F",0,0.677
"Lichen","Sucrose_F","Glucose",0,1
"Lichen","Sucrose_F","Inulin",0,0.661
"Lichen","Sucrose_F","Raffinose",0,0.673
"Lichen","Sucrose_F","myo-Inositol",0,0.659
"Lichen","Sucrose_F","DL-Lactate",0,0.724
"Lichen","Sucrose_F","Vitamin-free",0,0.675
"Lichen","Maltose_F","Lactose_F",0,0.728
"Lichen","Maltose_F","Raffinose_F",0,0.739
"Lichen","Maltose_F","Glucose",0,1
"Lichen","Maltose_F","Inulin",0,0.741
"Lichen","Maltose_F","Raffinose",0,0.746
"Lichen","Maltose_F","myo-Inositol",0,0.729
"Lichen","Maltose_F","DL-Lactate",0,0.765
"Lichen","Maltose_F","Vitamin-free",0,0.744
"Lichen","Lactose_F","Raffinose_F",0,0.95
"Lichen","Lactose_F","Glucose",0,1
"Lichen","Lactose_F","Inulin",0,0.951
"Lichen","Lactose_F","Raffinose",0,0.954
"Lichen","Lactose_F","myo-Inositol",0,0.948
"Lichen","Lactose_F","DL-Lactate",0,0.956
"Lichen","Lactose_F","Vitamin-free",0,0.949
"Lichen","Raffinose_F","Glucose",0,1
"Lichen","Raffinose_F","Inulin",0,0.756
"Lichen","Raffinose_F","Raffinose",0,0.768
"Lichen","Raffinose_F","myo-Inositol",0,0.754
"Lichen","Raffinose_F","DL-Lactate",0,0.776
"Lichen","Raffinose_F","Vitamin-free",0,0.762
"Lichen","Glucose","Inulin",5,1
"Lichen","Glucose","Raffinose",5,1
"Lichen","Glucose","myo-Inositol",5,1
"Lichen","Glucose","DL-Lactate",5,1
"Lichen","Glucose","Vitamin-free",5,1
"Lichen","Inulin","Raffinose",0,0.82
"Lichen","Inulin","myo-Inositol",0,0.803
"Lichen","Inulin","DL-Lactate",0,0.838
"Lichen","Inulin","Vitamin-free",0,0.816
"Lichen","Raffinose","myo-Inositol",0,0.612
"Lichen","Raffinose","DL-Lactate",0,0.686
"Lichen","Raffinose","Vitamin-free",0,0.634
"Lichen","myo-Inositol","DL-Lactate",0,0.916
"Lichen","myo-Inositol","Vitamin-free",0,0.897
"Lichen","DL-Lactate","Vitamin-free",0,0.383
"Pollen","Glucose","Inulin",7,1
"Pollen","Glucose","Melibiose",7,1
"Pollen","Glucose","Lactose",7,1
"Pollen","Glucose","Methanol",7,1
"Pollen","Glucose","Galactitol",7,1
"Pollen","Glucose","myo-Inositol",7,1
"Pollen","Glucose","DL-Lactate",7,1
"Pollen","Glucose","Starch formation",7,1
"Pollen","Inulin","Melibiose",0,0.752
"Pollen","Inulin","Lactose",0,0.751
"Pollen","Inulin","Methanol",0,0.748
"Pollen","Inulin","Galactitol",0,0.75
"Pollen","Inulin","myo-Inositol",0,0.749
"Pollen","Inulin","DL-Lactate",0,0.789
"Pollen","Inulin","Starch formation",0,0.753
"Pollen","Melibiose","Lactose",0,0.78
"Pollen","Melibiose","Methanol",0,0.779
"Pollen","Melibiose","Galactitol",0,0.778
"Pollen","Melibiose","myo-Inositol",0,0.784
"Pollen","Melibiose","DL-Lactate",0,0.811
"Pollen","Melibiose","Starch formation",0,0.781
"Pollen","Lactose","Methanol",0,0.777
"Pollen","Lactose","Galactitol",0,0.77
"Pollen","Lactose","myo-Inositol",0,0.776
"Pollen","Lactose","DL-Lactate",0,0.808
"Pollen","Lactose","Starch formation",0,0.79
"Pollen","Methanol","Galactitol",0,0.78
"Pollen","Methanol","myo-Inositol",0,0.786
"Pollen","Methanol","DL-Lactate",0,0.814
"Pollen","Methanol","Starch formation",0,0.797
"Pollen","Galactitol","myo-Inositol",0,0.818
"Pollen","Galactitol","DL-Lactate",0,0.844
"Pollen","Galactitol","Starch formation",0,0.818
"Pollen","myo-Inositol","DL-Lactate",0,0.843
"Pollen","myo-Inositol","Starch formation",0,0.8
"Pollen","DL-Lactate","Starch formation",0,0.254
"Feces.Dung","Lactose_F","Glucose",0,1
"Feces.Dung","Lactose_F","Melibiose",0,0.735
"Feces.Dung","Lactose_F","myo-Inositol",0,0.736
"Feces.Dung","Lactose_F","Starch formation",0,0.746
"Feces.Dung","Glucose","Melibiose",29,1
"Feces.Dung","Glucose","myo-Inositol",29,1
"Feces.Dung","Glucose","Starch formation",29,1
"Feces.Dung","Melibiose","myo-Inositol",0,0.437
"Feces.Dung","Melibiose","Starch formation",0,0.451
"Feces.Dung","myo-Inositol","Starch formation",0,0.545
"Pine","Lactose_F","Glucose",0,1
"Pine","Lactose_F","Inulin",0,0.598
"Pine","Glucose","Inulin",38,1
"Bromeliad","Galactose_F","Sucrose_F",0,0.787
"Bromeliad","Galactose_F","Trehalose_F",0,0.793
"Bromeliad","Galactose_F","Glucose",0,1
"Bromeliad","Galactose_F","Inulin",0,0.778
"Bromeliad","Galactose_F","Raffinose",0,0.789
"Bromeliad","Galactose_F","Melibiose",0,0.773
"Bromeliad","Galactose_F","Lactose",0,0.775
"Bromeliad","Galactose_F","Soluble Starch",0,0.78
"Bromeliad","Galactose_F","L-Arabinose",0,0.785
"Bromeliad","Galactose_F","D-Arabinose",0,0.789
"Bromeliad","Galactose_F","Methanol",0,0.774
"Bromeliad","Galactose_F","Galactitol",0,0.773
"Bromeliad","Galactose_F","myo-Inositol",0,0.774
"Bromeliad","Galactose_F","DL-Lactate",0,0.806
"Bromeliad","Galactose_F","Succinate",0,0.852
"Bromeliad","Galactose_F","Nitrate",0,0.785
"Bromeliad","Galactose_F","Growth at 37°C",0,0.817
"Bromeliad","Sucrose_F","Trehalose_F",0,0.849
"Bromeliad","Sucrose_F","Glucose",0,1
"Bromeliad","Sucrose_F","Inulin",0,0.826
"Bromeliad","Sucrose_F","Raffinose",0,0.842
"Bromeliad","Sucrose_F","Melibiose",0,0.83
"Bromeliad","Sucrose_F","Lactose",0,0.828
"Bromeliad","Sucrose_F","Soluble Starch",0,0.835
"Bromeliad","Sucrose_F","L-Arabinose",0,0.842
"Bromeliad","Sucrose_F","D-Arabinose",0,0.842
"Bromeliad","Sucrose_F","Methanol",0,0.828
"Bromeliad","Sucrose_F","Galactitol",0,0.832
"Bromeliad","Sucrose_F","myo-Inositol",0,0.832
"Bromeliad","Sucrose_F","DL-Lactate",0,0.86
"Bromeliad","Sucrose_F","Succinate",0,0.88
"Bromeliad","Sucrose_F","Nitrate",0,0.838
"Bromeliad","Sucrose_F","Growth at 37°C",0,0.857
"Bromeliad","Trehalose_F","Glucose",0,1
"Bromeliad","Trehalose_F","Inulin",0,0.801
"Bromeliad","Trehalose_F","Raffinose",0,0.815
"Bromeliad","Trehalose_F","Melibiose",0,0.8
"Bromeliad","Trehalose_F","Lactose",0,0.804
"Bromeliad","Trehalose_F","Soluble Starch",0,0.813
"Bromeliad","Trehalose_F","L-Arabinose",0,0.82
"Bromeliad","Trehalose_F","D-Arabinose",0,0.821
"Bromeliad","Trehalose_F","Methanol",0,0.801
"Bromeliad","Trehalose_F","Galactitol",0,0.803
"Bromeliad","Trehalose_F","myo-Inositol",0,0.804
"Bromeliad","Trehalose_F","DL-Lactate",0,0.832
"Bromeliad","Trehalose_F","Succinate",0,0.866
"Bromeliad","Trehalose_F","Nitrate",0,0.807
"Bromeliad","Trehalose_F","Growth at 37°C",0,0.836
"Bromeliad","Glucose","Inulin",2,1
"Bromeliad","Glucose","Raffinose",2,1
"Bromeliad","Glucose","Melibiose",2,1
"Bromeliad","Glucose","Lactose",2,1
"Bromeliad","Glucose","Soluble Starch",2,1
"Bromeliad","Glucose","L-Arabinose",2,1
"Bromeliad","Glucose","D-Arabinose",2,1
"Bromeliad","Glucose","Methanol",2,1
"Bromeliad","Glucose","Galactitol",2,1
"Bromeliad","Glucose","myo-Inositol",2,1
"Bromeliad","Glucose","DL-Lactate",2,1
"Bromeliad","Glucose","Succinate",2,1
"Bromeliad","Glucose","Nitrate",2,1
"Bromeliad","Glucose","Growth at 37°C",2,1
"Bromeliad","Inulin","Raffinose",0,0.908
"Bromeliad","Inulin","Melibiose",0,0.907
"Bromeliad","Inulin","Lactose",0,0.902
"Bromeliad","Inulin","Soluble Starch",0,0.906
"Bromeliad","Inulin","L-Arabinose",0,0.911
"Bromeliad","Inulin","D-Arabinose",0,0.911
"Bromeliad","Inulin","Methanol",0,0.905
"Bromeliad","Inulin","Galactitol",0,0.903
"Bromeliad","Inulin","myo-Inositol",0,0.903
"Bromeliad","Inulin","DL-Lactate",0,0.92
"Bromeliad","Inulin","Succinate",0,0.937
"Bromeliad","Inulin","Nitrate",0,0.908
"Bromeliad","Inulin","Growth at 37°C",0,0.917
"Bromeliad","Raffinose","Melibiose",0,0.816
"Bromeliad","Raffinose","Lactose",0,0.815
"Bromeliad","Raffinose","Soluble Starch",0,0.825
"Bromeliad","Raffinose","L-Arabinose",0,0.826
"Bromeliad","Raffinose","D-Arabinose",0,0.823
"Bromeliad","Raffinose","Methanol",0,0.816
"Bromeliad","Raffinose","Galactitol",0,0.814
"Bromeliad","Raffinose","myo-Inositol",0,0.816
"Bromeliad","Raffinose","DL-Lactate",0,0.845
"Bromeliad","Raffinose","Succinate",0,0.875
"Bromeliad","Raffinose","Nitrate",0,0.819
"Bromeliad","Raffinose","Growth at 37°C",0,0.847
"Bromeliad","Melibiose","Lactose",0,0.935
"Bromeliad","Melibiose","Soluble Starch",0,0.94
"Bromeliad","Melibiose","L-Arabinose",0,0.943
"Bromeliad","Melibiose","D-Arabinose",0,0.934
"Bromeliad","Melibiose","Methanol",0,0.933
"Bromeliad","Melibiose","Galactitol",0,0.937
"Bromeliad","Melibiose","myo-Inositol",0,0.935
"Bromeliad","Melibiose","DL-Lactate",0,0.948
"Bromeliad","Melibiose","Succinate",0,0.953
"Bromeliad","Melibiose","Nitrate",0,0.939
"Bromeliad","Melibiose","Growth at 37°C",0,0.939
"Bromeliad","Lactose","Soluble Starch",0,0.936
"Bromeliad","Lactose","L-Arabinose",0,0.937
"Bromeliad","Lactose","D-Arabinose",0,0.938
"Bromeliad","Lactose","Methanol",0,0.93
"Bromeliad","Lactose","Galactitol",0,0.931
"Bromeliad","Lactose","myo-Inositol",0,0.931
"Bromeliad","Lactose","DL-Lactate",0,0.94
"Bromeliad","Lactose","Succinate",0,0.952
"Bromeliad","Lactose","Nitrate",0,0.936
"Bromeliad","Lactose","Growth at 37°C",0,0.94
"Bromeliad","Soluble Starch","L-Arabinose",0,0.85
"Bromeliad","Soluble Starch","D-Arabinose",0,0.838
"Bromeliad","Soluble Starch","Methanol",0,0.831
"Bromeliad","Soluble Starch","Galactitol",0,0.831
"Bromeliad","Soluble Starch","myo-Inositol",0,0.83
"Bromeliad","Soluble Starch","DL-Lactate",0,0.863
"Bromeliad","Soluble Starch","Succinate",0,0.885
"Bromeliad","Soluble Starch","Nitrate",0,0.833
"Bromeliad","Soluble Starch","Growth at 37°C",0,0.852
"Bromeliad","L-Arabinose","D-Arabinose",0,0.803
"Bromeliad","L-Arabinose","Methanol",0,0.785
"Bromeliad","L-Arabinose","Galactitol",0,0.784
"Bromeliad","L-Arabinose","myo-Inositol",0,0.788
"Bromeliad","L-Arabinose","DL-Lactate",0,0.813
"Bromeliad","L-Arabinose","Succinate",0,0.846
"Bromeliad","L-Arabinose","Nitrate",0,0.799
"Bromeliad","L-Arabinose","Growth at 37°C",0,0.823
"Bromeliad","D-Arabinose","Methanol",0,0.81
"Bromeliad","D-Arabinose","Galactitol",0,0.808
"Bromeliad","D-Arabinose","myo-Inositol",0,0.812
"Bromeliad","D-Arabinose","DL-Lactate",0,0.839
"Bromeliad","D-Arabinose","Succinate",0,0.886
"Bromeliad","D-Arabinose","Nitrate",0,0.82
"Bromeliad","D-Arabinose","Growth at 37°C",0,0.841
"Bromeliad","Methanol","Galactitol",0,0.926
"Bromeliad","Methanol","myo-Inositol",0,0.927
"Bromeliad","Methanol","DL-Lactate",0,0.937
"Bromeliad","Methanol","Succinate",0,0.951
"Bromeliad","Methanol","Nitrate",0,0.929
"Bromeliad","Methanol","Growth at 37°C",0,0.938
"Bromeliad","Galactitol","myo-Inositol",0,0.938
"Bromeliad","Galactitol","DL-Lactate",0,0.95
"Bromeliad","Galactitol","Succinate",0,0.954
"Bromeliad","Galactitol","Nitrate",0,0.94
"Bromeliad","Galactitol","Growth at 37°C",0,0.948
"Bromeliad","myo-Inositol","DL-Lactate",0,0.931
"Bromeliad","myo-Inositol","Succinate",0,0.955
"Bromeliad","myo-Inositol","Nitrate",0,0.926
"Bromeliad","myo-Inositol","Growth at 37°C",0,0.939
"Bromeliad","DL-Lactate","Succinate",0,0.755
"Bromeliad","DL-Lactate","Nitrate",0,0.673
"Bromeliad","DL-Lactate","Growth at 37°C",0,0.712
"Bromeliad","Succinate","Nitrate",0,0.443
"Bromeliad","Succinate","Growth at 37°C",0,0.503
"Bromeliad","Nitrate","Growth at 37°C",0,0.89
"Flower","Glucose","myo-Inositol",81,1
"Cactus","Glucose","Vitamin-free",45,0.975
"Ipomoea","Glucose","Lactose",34,1
"Ipomoea","Glucose","Soluble Starch",34,1
"Ipomoea","Glucose","Methanol",34,1
"Ipomoea","Glucose","Erythritol",34,1
"Ipomoea","Glucose","myo-Inositol",34,1
"Ipomoea","Glucose","Vitamin-free",34,1
"Ipomoea","Glucose","Starch formation",34,1
"Ipomoea","Lactose","Soluble Starch",0,0.492
"Ipomoea","Lactose","Methanol",0,0.482
"Ipomoea","Lactose","Erythritol",0,0.489
"Ipomoea","Lactose","myo-Inositol",0,0.475
"Ipomoea","Lactose","Vitamin-free",0,0.491
"Ipomoea","Lactose","Starch formation",0,0.486
"Ipomoea","Soluble Starch","Methanol",0,0.122
"Ipomoea","Soluble Starch","Erythritol",0,0.139
"Ipomoea","Soluble Starch","myo-Inositol",0,0.126
"Ipomoea","Soluble Starch","Vitamin-free",0,0.134
"Ipomoea","Soluble Starch","Starch formation",0,0.129
"Ipomoea","Methanol","Erythritol",0,0.409
"Ipomoea","Methanol","myo-Inositol",0,0.387
"Ipomoea","Methanol","Vitamin-free",0,0.412
"Ipomoea","Methanol","Starch formation",0,0.397
"Ipomoea","Erythritol","myo-Inositol",0,0.122
"Ipomoea","Erythritol","Vitamin-free",0,0.136
"Ipomoea","Erythritol","Starch formation",0,0.131
"Ipomoea","myo-Inositol","Vitamin-free",0,0.505
"Ipomoea","myo-Inositol","Starch formation",0,0.496
"Ipomoea","Vitamin-free","Starch formation",0,0.104
"Oak","Glucose","Galactitol",60,0.941
"Hibiscus","Glucose","Lactose",15,1
"Hibiscus","Glucose","L-Rhamnose",15,1
"Hibiscus","Glucose","Methanol",15,1
"Hibiscus","Glucose","Erythritol",15,1
"Hibiscus","Glucose","myo-Inositol",15,1
"Hibiscus","Glucose","Starch formation",15,1
"Hibiscus","Lactose","L-Rhamnose",0,0.696
"Hibiscus","Lactose","Methanol",0,0.692
"Hibiscus","Lactose","Erythritol",0,0.703
"Hibiscus","Lactose","myo-Inositol",0,0.686
"Hibiscus","Lactose","Starch formation",0,0.703
"Hibiscus","L-Rhamnose","Methanol",0,0.442
"Hibiscus","L-Rhamnose","Erythritol",0,0.458
"Hibiscus","L-Rhamnose","myo-Inositol",0,0.439
"Hibiscus","L-Rhamnose","Starch formation",0,0.458
"Hibiscus","Methanol","Erythritol",0,0.658
"Hibiscus","Methanol","myo-Inositol",0,0.646
"Hibiscus","Methanol","Starch formation",0,0.658
"Hibiscus","Erythritol","myo-Inositol",0,0.354
"Hibiscus","Erythritol","Starch formation",0,0.378
"Hibiscus","myo-Inositol","Starch formation",0,0.694
"Beetle","Glucose","Raffinose",123,0.998
"Ant","Lactose_F","Trehalose_F",0,0.927
"Ant","Lactose_F","Glucose",0,1
"Ant","Lactose_F","Methanol",0,0.914
"Ant","Lactose_F","Nitrate",0,0.918
"Ant","Lactose_F","Starch formation",0,0.921
"Ant","Trehalose_F","Glucose",0,1
"Ant","Trehalose_F","Methanol",0,0.568
"Ant","Trehalose_F","Nitrate",0,0.59
"Ant","Trehalose_F","Starch formation",0,0.581
"Ant","Glucose","Methanol",4,1
"Ant","Glucose","Nitrate",4,1
"Ant","Glucose","Starch formation",4,1
"Ant","Methanol","Nitrate",0,0.832
"Ant","Methanol","Starch formation",0,0.821
"Ant","Nitrate","Starch formation",0,0.715
"Fruit.fly","Glucose","Erythritol",54,1
"Bee","Glucose","Methanol",27,1
"Water","Lactose_F","Raffinose_F",0,0.94
"Water","Lactose_F","Glucose",0,1
"Water","Lactose_F","Inulin",0,0.94
