"Isolation","Trait_A","Trait_B","Observed_NN","Percent_NN"
"Clinical","Lactose_F","Citrate",6,1
"Clinical","Lactose_F","Growth at 19°C",0,0.81
"Clinical","Lactose_F","Growth at 25°C",0,0.809
"Clinical","Lactose_F","Growth at 30°C",3,1
"Clinical","Raffinose_F","Glucose",0,0
"Clinical","Raffinose_F","Glycerol",2,0.223
"Clinical","Raffinose_F","Succinate",2,0.24
"Clinical","Raffinose_F","Citrate",6,0.999
"Clinical","Raffinose_F","Growth at 19°C",0,0
"Clinical","Raffinose_F","Growth at 25°C",0,0
"Clinical","Raffinose_F","Growth at 30°C",3,0.748
"Clinical","Trehalose_F","Glucose",0,0
"Clinical","Trehalose_F","Glycerol",2,0.001
"Clinical","Trehalose_F","Succinate",2,0
"Clinical","Trehalose_F","Citrate",6,0.839
"Clinical","Trehalose_F","Growth at 19°C",0,0
"Clinical","Trehalose_F","Growth at 25°C",0,0
"Clinical","Trehalose_F","Growth at 30°C",3,0.018
"Clinical","Glucose","Inulin",22,1
"Clinical","Glucose","Sucrose",14,1
"Clinical","Glucose","Raffinose",16,1
"Clinical","Glucose","Melibiose",19,1
"Clinical","Glucose","Galactose",6,0.006
"Clinical","Glucose","Lactose",19,1
"Clinical","Glucose","Trehalose",8,0.203
"Clinical","Glucose","Maltose",13,1
"Clinical","Glucose","Melezitose",15,1
"Clinical","Glucose","Methyl-?-D-glucoside",17,1
"Clinical","Glucose","Soluble Starch",18,1
"Clinical","Glucose","Cellobiose",8,0.859
"Clinical","Glucose","Salicin",8,0.868
"Clinical","Glucose","L-Sorbose",7,0.793
"Clinical","Glucose","L-Rhamnose",15,1
"Clinical","Glucose","D-Xylose",8,0.193
"Clinical","Glucose","L-Arabinose",12,1
"Clinical","Glucose","D-Arabinose",17,1
"Clinical","Glucose","D-Ribose",12,1
"Clinical","Glucose","Methanol",23,1
"Clinical","Glucose","Ethanol",4,0
"Clinical","Glucose","Glycerol",2,0
"Clinical","Glucose","Erythritol",13,1
"Clinical","Glucose","Ribitol",8,0.287
"Clinical","Glucose","Galactitol",19,1
"Clinical","Glucose","D-Mannitol",6,0
"Clinical","Glucose","D-Glucitol",3,0
"Clinical","Glucose","myo-Inositol",22,1
"Clinical","Glucose","DL-Lactate",13,1
"Clinical","Glucose","Succinate",2,0
"Clinical","Glucose","Citrate",6,0
"Clinical","Glucose","D-Gluconate",4,0
"Clinical","Glucose","D-Glucosamine",13,1
"Clinical","Glucose","Nitrate",22,1
"Clinical","Glucose","Vitamin-free",17,1
"Clinical","Glucose","2-Keto-D-gluconate",10,1
"Clinical","Glucose","Starch formation",23,1
"Clinical","Glucose","Growth at 19°C",0,0
"Clinical","Glucose","Growth at 25°C",0,0
"Clinical","Glucose","Growth at 30°C",3,0
"Clinical","Glucose","Growth at 37°C",0,0
"Clinical","Inulin","Glycerol",2,0.924
"Clinical","Inulin","Succinate",2,0.925
"Clinical","Inulin","Citrate",6,1
"Clinical","Inulin","Growth at 19°C",0,0.033
"Clinical","Inulin","Growth at 25°C",0,0.033
"Clinical","Inulin","Growth at 30°C",3,0.99
"Clinical","Sucrose","Glycerol",2,0
"Clinical","Sucrose","Succinate",2,0
"Clinical","Sucrose","Citrate",6,0.05
"Clinical","Sucrose","Growth at 19°C",0,0
"Clinical","Sucrose","Growth at 25°C",0,0
"Clinical","Sucrose","Growth at 30°C",3,0
"Clinical","Raffinose","Glycerol",2,0.012
"Clinical","Raffinose","Succinate",2,0.015
"Clinical","Raffinose","Citrate",6,0.97
"Clinical","Raffinose","Growth at 19°C",0,0
"Clinical","Raffinose","Growth at 25°C",0,0
"Clinical","Raffinose","Growth at 30°C",3,0.087
"Clinical","Melibiose","Glycerol",2,0.757
"Clinical","Melibiose","Succinate",2,0.76
"Clinical","Melibiose","Citrate",6,1
"Clinical","Melibiose","Growth at 19°C",0,0.008
"Clinical","Melibiose","Growth at 25°C",0,0.008
"Clinical","Melibiose","Growth at 30°C",3,0.967
"Clinical","Galactose","Glycerol",2,0
"Clinical","Galactose","Succinate",2,0
"Clinical","Galactose","Citrate",6,0.051
"Clinical","Galactose","Growth at 19°C",0,0
"Clinical","Galactose","Growth at 25°C",0,0
"Clinical","Galactose","Growth at 30°C",3,0
"Clinical","Lactose","Glycerol",2,0.958
"Clinical","Lactose","Succinate",2,0.959
"Clinical","Lactose","Citrate",6,1
"Clinical","Lactose","Growth at 19°C",0,0.075
"Clinical","Lactose","Growth at 25°C",0,0.074
"Clinical","Lactose","Growth at 30°C",3,0.996
"Clinical","Trehalose","Glycerol",2,0
"Clinical","Trehalose","Succinate",2,0
"Clinical","Trehalose","Citrate",6,0.039
"Clinical","Trehalose","Growth at 19°C",0,0
"Clinical","Trehalose","Growth at 25°C",0,0
"Clinical","Trehalose","Growth at 30°C",3,0
"Clinical","Maltose","Glycerol",2,0
"Clinical","Maltose","Succinate",2,0
"Clinical","Maltose","Citrate",6,0.046
"Clinical","Maltose","Growth at 19°C",0,0
"Clinical","Maltose","Growth at 25°C",0,0
"Clinical","Maltose","Growth at 30°C",3,0
"Clinical","Melezitose","Glycerol",2,0
"Clinical","Melezitose","Succinate",2,0
"Clinical","Melezitose","Citrate",6,0.084
"Clinical","Melezitose","Growth at 19°C",0,0
"Clinical","Melezitose","Growth at 25°C",0,0
"Clinical","Melezitose","Growth at 30°C",3,0
"Clinical","Methyl-?-D-glucoside","Glycerol",2,0
"Clinical","Methyl-?-D-glucoside","Succinate",2,0
"Clinical","Methyl-?-D-glucoside","Citrate",6,0.198
"Clinical","Methyl-?-D-glucoside","Growth at 19°C",0,0
"Clinical","Methyl-?-D-glucoside","Growth at 25°C",0,0
"Clinical","Methyl-?-D-glucoside","Growth at 30°C",3,0
"Clinical","Soluble Starch","Glycerol",2,0.048
"Clinical","Soluble Starch","Succinate",2,0.055
"Clinical","Soluble Starch","Citrate",6,0.992
"Clinical","Soluble Starch","Growth at 19°C",0,0
"Clinical","Soluble Starch","Growth at 25°C",0,0
"Clinical","Soluble Starch","Growth at 30°C",3,0.279
"Clinical","Cellobiose","Glycerol",2,0
"Clinical","Cellobiose","Succinate",2,0
"Clinical","Cellobiose","Citrate",6,0.312
"Clinical","Cellobiose","Growth at 19°C",0,0
"Clinical","Cellobiose","Growth at 25°C",0,0
"Clinical","Cellobiose","Growth at 30°C",3,0
"Clinical","Salicin","Glycerol",2,0
"Clinical","Salicin","Succinate",2,0
"Clinical","Salicin","Citrate",6,0.33
"Clinical","Salicin","Growth at 19°C",0,0
"Clinical","Salicin","Growth at 25°C",0,0
"Clinical","Salicin","Growth at 30°C",3,0
"Clinical","L-Sorbose","Glycerol",2,0
"Clinical","L-Sorbose","Succinate",2,0
"Clinical","L-Sorbose","Citrate",6,0.622
"Clinical","L-Sorbose","Growth at 19°C",0,0
"Clinical","L-Sorbose","Growth at 25°C",0,0
"Clinical","L-Sorbose","Growth at 30°C",3,0.004
"Clinical","L-Rhamnose","Glycerol",2,0.044
"Clinical","L-Rhamnose","Succinate",2,0.052
"Clinical","L-Rhamnose","Citrate",6,0.998
"Clinical","L-Rhamnose","Growth at 19°C",0,0
"Clinical","L-Rhamnose","Growth at 25°C",0,0
"Clinical","L-Rhamnose","Growth at 30°C",3,0.302
"Clinical","D-Xylose","Glycerol",2,0
"Clinical","D-Xylose","Succinate",2,0
"Clinical","D-Xylose","Citrate",6,0.032
"Clinical","D-Xylose","Growth at 19°C",0,0
"Clinical","D-Xylose","Growth at 25°C",0,0
"Clinical","D-Xylose","Growth at 30°C",3,0
"Clinical","L-Arabinose","Glycerol",2,0.01
"Clinical","L-Arabinose","Succinate",2,0.008
"Clinical","L-Arabinose","Citrate",6,0.93
"Clinical","L-Arabinose","Growth at 19°C",0,0
"Clinical","L-Arabinose","Growth at 25°C",0,0
"Clinical","L-Arabinose","Growth at 30°C",3,0.048
"Clinical","D-Arabinose","Glycerol",2,0.102
"Clinical","D-Arabinose","Succinate",2,0.107
"Clinical","D-Arabinose","Citrate",6,0.999
"Clinical","D-Arabinose","Growth at 19°C",0,0
"Clinical","D-Arabinose","Growth at 25°C",0,0
"Clinical","D-Arabinose","Growth at 30°C",3,0.528
"Clinical","D-Ribose","Glycerol",2,0
"Clinical","D-Ribose","Succinate",2,0
"Clinical","D-Ribose","Citrate",6,0.425
"Clinical","D-Ribose","Growth at 19°C",0,0
"Clinical","D-Ribose","Growth at 25°C",0,0
"Clinical","D-Ribose","Growth at 30°C",3,0.002
"Clinical","Methanol","Glycerol",2,0.994
"Clinical","Methanol","Succinate",2,0.994
"Clinical","Methanol","Citrate",6,1
"Clinical","Methanol","Growth at 19°C",0,0.629
"Clinical","Methanol","Growth at 25°C",0,0.629
"Clinical","Methanol","Growth at 30°C",3,1
"Clinical","Ethanol","Glycerol",2,0
"Clinical","Ethanol","Succinate",2,0
"Clinical","Ethanol","Citrate",6,0.007
"Clinical","Ethanol","Growth at 19°C",0,0
"Clinical","Ethanol","Growth at 25°C",0,0
"Clinical","Ethanol","Growth at 30°C",3,0
"Clinical","Glycerol","Erythritol",13,1
"Clinical","Glycerol","Ribitol",8,0.354
"Clinical","Glycerol","Galactitol",19,1
"Clinical","Glycerol","D-Mannitol",6,0
"Clinical","Glycerol","D-Glucitol",3,0
"Clinical","Glycerol","myo-Inositol",22,1
"Clinical","Glycerol","DL-Lactate",13,1
"Clinical","Glycerol","Succinate",2,0
"Clinical","Glycerol","Citrate",6,0.001
"Clinical","Glycerol","D-Gluconate",4,0
"Clinical","Glycerol","D-Glucosamine",13,1
"Clinical","Glycerol","Nitrate",22,1
"Clinical","Glycerol","Vitamin-free",17,1
"Clinical","Glycerol","2-Keto-D-gluconate",10,1
"Clinical","Glycerol","Starch formation",23,1
"Clinical","Glycerol","Growth at 19°C",0,0
"Clinical","Glycerol","Growth at 25°C",0,0
"Clinical","Glycerol","Growth at 30°C",3,0
"Clinical","Glycerol","Growth at 37°C",0,0
"Clinical","Erythritol","Succinate",2,0.503
"Clinical","Erythritol","Citrate",6,1
"Clinical","Erythritol","Growth at 19°C",0,0.003
"Clinical","Erythritol","Growth at 25°C",0,0.003
"Clinical","Erythritol","Growth at 30°C",3,0.841
"Clinical","Ribitol","Succinate",2,0
"Clinical","Ribitol","Citrate",6,0.053
"Clinical","Ribitol","Growth at 19°C",0,0
"Clinical","Ribitol","Growth at 25°C",0,0
"Clinical","Ribitol","Growth at 30°C",3,0
"Clinical","Galactitol","Succinate",2,0.776
"Clinical","Galactitol","Citrate",6,1
"Clinical","Galactitol","Growth at 19°C",0,0.005
"Clinical","Galactitol","Growth at 25°C",0,0.005
"Clinical","Galactitol","Growth at 30°C",3,0.97
"Clinical","D-Mannitol","Succinate",2,0
"Clinical","D-Mannitol","Citrate",6,0.005
"Clinical","D-Mannitol","Growth at 19°C",0,0
"Clinical","D-Mannitol","Growth at 25°C",0,0
"Clinical","D-Mannitol","Growth at 30°C",3,0
"Clinical","D-Glucitol","Succinate",2,0
"Clinical","D-Glucitol","Citrate",6,0.005
"Clinical","D-Glucitol","Growth at 19°C",0,0
"Clinical","D-Glucitol","Growth at 25°C",0,0
"Clinical","D-Glucitol","Growth at 30°C",3,0
"Clinical","myo-Inositol","Succinate",2,0.997
"Clinical","myo-Inositol","Citrate",6,1
"Clinical","myo-Inositol","Growth at 19°C",0,0.702
"Clinical","myo-Inositol","Growth at 25°C",0,0.701
"Clinical","myo-Inositol","Growth at 30°C",3,1
"Clinical","DL-Lactate","Succinate",2,0
"Clinical","DL-Lactate","Citrate",6,0.497
"Clinical","DL-Lactate","Growth at 19°C",0,0
"Clinical","DL-Lactate","Growth at 25°C",0,0
"Clinical","DL-Lactate","Growth at 30°C",3,0.004
"Clinical","Succinate","Citrate",6,0.001
"Clinical","Succinate","D-Gluconate",4,0
"Clinical","Succinate","D-Glucosamine",13,1
"Clinical","Succinate","Nitrate",22,1
"Clinical","Succinate","Vitamin-free",17,1
"Clinical","Succinate","2-Keto-D-gluconate",10,1
"Clinical","Succinate","Starch formation",23,1
"Clinical","Succinate","Growth at 19°C",0,0
"Clinical","Succinate","Growth at 25°C",0,0
"Clinical","Succinate","Growth at 30°C",3,0
"Clinical","Succinate","Growth at 37°C",0,0
"Clinical","Citrate","D-Gluconate",4,0
"Clinical","Citrate","D-Glucosamine",13,1
"Clinical","Citrate","Nitrate",22,1
"Clinical","Citrate","Vitamin-free",17,1
"Clinical","Citrate","2-Keto-D-gluconate",10,1
"Clinical","Citrate","Starch formation",23,1
"Clinical","Citrate","Growth at 19°C",0,0
"Clinical","Citrate","Growth at 25°C",0,0
"Clinical","Citrate","Growth at 30°C",3,0
"Clinical","Citrate","Growth at 37°C",0,0
"Clinical","D-Gluconate","Growth at 19°C",0,0
"Clinical","D-Gluconate","Growth at 25°C",0,0
"Clinical","D-Gluconate","Growth at 30°C",3,0
"Clinical","D-Glucosamine","Growth at 19°C",0,0
"Clinical","D-Glucosamine","Growth at 25°C",0,0
"Clinical","D-Glucosamine","Growth at 30°C",3,0.006
"Clinical","Nitrate","Growth at 19°C",0,0.013
"Clinical","Nitrate","Growth at 25°C",0,0.013
"Clinical","Nitrate","Growth at 30°C",3,0.897
"Clinical","Vitamin-free","Growth at 19°C",0,0.003
"Clinical","Vitamin-free","Growth at 25°C",0,0.003
"Clinical","Vitamin-free","Growth at 30°C",3,0.652
"Clinical","2-Keto-D-gluconate","Growth at 19°C",0,0
"Clinical","2-Keto-D-gluconate","Growth at 25°C",0,0
"Clinical","2-Keto-D-gluconate","Growth at 30°C",3,0.002
"Clinical","Starch formation","Growth at 19°C",0,0.402
"Clinical","Starch formation","Growth at 25°C",0,0.403
"Clinical","Starch formation","Growth at 30°C",3,0.996
"Clinical","Growth at 19°C","Growth at 25°C",0,0
"Clinical","Growth at 19°C","Growth at 30°C",3,0
"Clinical","Growth at 19°C","Growth at 37°C",0,0
"Clinical","Growth at 25°C","Growth at 30°C",3,0
"Clinical","Growth at 25°C","Growth at 37°C",0,0
"Clinical","Growth at 30°C","Growth at 37°C",0,0
"Rotting.Decaying","Glucose_F","Glucose",0,0
"Rotting.Decaying","Glucose_F","Ethanol",4,0
"Rotting.Decaying","Galactose_F","Glucose",0,0
"Rotting.Decaying","Galactose_F","Ethanol",4,0
"Rotting.Decaying","Sucrose_F","Glucose",0,0
"Rotting.Decaying","Sucrose_F","Ethanol",4,0
"Rotting.Decaying","Maltose_F","Glucose",0,0
"Rotting.Decaying","Maltose_F","Ethanol",4,0
"Rotting.Decaying","Lactose_F","Glucose",0,0.067
"Rotting.Decaying","Lactose_F","Ethanol",4,0.987
"Rotting.Decaying","Raffinose_F","Glucose",0,0
"Rotting.Decaying","Raffinose_F","Ethanol",4,0.001
"Rotting.Decaying","Trehalose_F","Glucose",0,0
"Rotting.Decaying","Trehalose_F","Ethanol",4,0
"Rotting.Decaying","Glucose","Inulin",22,1
"Rotting.Decaying","Glucose","Sucrose",14,0
"Rotting.Decaying","Glucose","Raffinose",16,0.002
"Rotting.Decaying","Glucose","Melibiose",19,1
"Rotting.Decaying","Glucose","Galactose",6,0
"Rotting.Decaying","Glucose","Lactose",19,0.998
"Rotting.Decaying","Glucose","Trehalose",8,0
"Rotting.Decaying","Glucose","Maltose",13,0
"Rotting.Decaying","Glucose","Melezitose",15,0
"Rotting.Decaying","Glucose","Methyl-?-D-glucoside",17,0
"Rotting.Decaying","Glucose","Soluble Starch",18,0.03
"Rotting.Decaying","Glucose","Cellobiose",8,0
"Rotting.Decaying","Glucose","Salicin",8,0
"Rotting.Decaying","Glucose","L-Sorbose",7,0
"Rotting.Decaying","Glucose","L-Rhamnose",15,0
"Rotting.Decaying","Glucose","D-Xylose",8,0
"Rotting.Decaying","Glucose","L-Arabinose",12,0
"Rotting.Decaying","Glucose","D-Arabinose",17,0
"Rotting.Decaying","Glucose","D-Ribose",12,0
"Rotting.Decaying","Glucose","Methanol",23,1
"Rotting.Decaying","Glucose","Ethanol",4,0
"Rotting.Decaying","Glucose","Glycerol",2,0
"Rotting.Decaying","Glucose","Erythritol",13,0
"Rotting.Decaying","Glucose","Ribitol",8,0
"Rotting.Decaying","Glucose","Galactitol",19,1
"Rotting.Decaying","Glucose","D-Mannitol",6,0
"Rotting.Decaying","Glucose","D-Glucitol",3,0
"Rotting.Decaying","Glucose","myo-Inositol",22,1
"Rotting.Decaying","Glucose","DL-Lactate",13,0
"Rotting.Decaying","Glucose","Succinate",2,0
"Rotting.Decaying","Glucose","Citrate",6,0
"Rotting.Decaying","Glucose","D-Gluconate",4,0
"Rotting.Decaying","Glucose","D-Glucosamine",13,0
"Rotting.Decaying","Glucose","Nitrate",22,0.992
"Rotting.Decaying","Glucose","Vitamin-free",17,0.288
"Rotting.Decaying","Glucose","2-Keto-D-gluconate",10,0
"Rotting.Decaying","Glucose","Starch formation",23,1
"Rotting.Decaying","Glucose","Growth at 19°C",0,0
"Rotting.Decaying","Glucose","Growth at 25°C",0,0
"Rotting.Decaying","Glucose","Growth at 30°C",3,0
"Rotting.Decaying","Glucose","Growth at 37°C",0,0
"Rotting.Decaying","Inulin","Ethanol",4,0.082
"Rotting.Decaying","Sucrose","Ethanol",4,0
"Rotting.Decaying","Raffinose","Ethanol",4,0
"Rotting.Decaying","Melibiose","Ethanol",4,0.005
"Rotting.Decaying","Galactose","Ethanol",4,0
"Rotting.Decaying","Lactose","Ethanol",4,0
"Rotting.Decaying","Trehalose","Ethanol",4,0
"Rotting.Decaying","Maltose","Ethanol",4,0
"Rotting.Decaying","Melezitose","Ethanol",4,0
"Rotting.Decaying","Methyl-?-D-glucoside","Ethanol",4,0
"Rotting.Decaying","Soluble Starch","Ethanol",4,0
"Rotting.Decaying","Cellobiose","Ethanol",4,0
"Rotting.Decaying","Salicin","Ethanol",4,0
"Rotting.Decaying","L-Sorbose","Ethanol",4,0
"Rotting.Decaying","L-Rhamnose","Ethanol",4,0
"Rotting.Decaying","D-Xylose","Ethanol",4,0
"Rotting.Decaying","L-Arabinose","Ethanol",4,0
"Rotting.Decaying","D-Arabinose","Ethanol",4,0
"Rotting.Decaying","D-Ribose","Ethanol",4,0
"Rotting.Decaying","Methanol","Ethanol",4,0.001
"Rotting.Decaying","Ethanol","Glycerol",2,0
"Rotting.Decaying","Ethanol","Erythritol",13,0
"Rotting.Decaying","Ethanol","Ribitol",8,0
"Rotting.Decaying","Ethanol","Galactitol",19,1
"Rotting.Decaying","Ethanol","D-Mannitol",6,0
"Rotting.Decaying","Ethanol","D-Glucitol",3,0
"Rotting.Decaying","Ethanol","myo-Inositol",22,1
"Rotting.Decaying","Ethanol","DL-Lactate",13,0
