"Isolation","Trait_A","Trait_B","Observed_PP","Percent_PP","Mean_PP","SD_PP","Var_PP","Difference","Color"
"Pathogenic","Glucose","Succinate",79,0.832,77.71,1.86369884191985,3.47337337337337,1.29000000000001,3
"Pathogenic","Glucose","Sucrose",49,0.283,50.951,2.49856795821964,6.24284184184184,-1.951,3
"Pathogenic","Glucose","Trehalose",58,0.398,59.202,2.3530262924015,5.53673273273273,-1.202,3
"Pathogenic","Glucose","Vitamin-free",19,0.415,20.132,2.63239539307937,6.92950550550551,-1.132,3
"Pathogenic","Glucose_F","Glucose",68,0.634,67.491,2.74361922402626,7.52744644644645,0.509,3
"Pathogenic","Glucose_F","Growth at 25°C",68,0.656,67.285,2.78990296579622,7.78355855855856,0.715000000000003,3
"Pathogenic","Glucose_F","Growth at 37°C",54,0.996,46.141,3.23876652579475,10.4896086086086,7.859,3
"Pathogenic","Glycerol","Growth at 25°C",80,0.779,79.255,1.63788206463642,2.68265765765766,0.745000000000005,3
"Pathogenic","Glycerol","Growth at 37°C",58,0.981,51.983,3.15446693779815,9.95066166166166,6.017,3
"Pathogenic","Growth at 19°C","Growth at 25°C",85,0.783,84.952,0.840477484768273,0.706402402402402,0.0480000000000018,3
"Pathogenic","Growth at 19°C","Growth at 37°C",61,0.984,54.654,3.10191971300127,9.62190590590591,6.346,3
"Pathogenic","Growth at 25°C","Growth at 30°C",87,0.956,84.593,1.86355140090737,3.47282382382382,2.407,3
"Pathogenic","Growth at 25°C","Growth at 37°C",66,1,57.409,3.23824106656765,10.4862052052052,8.591,1
"Pathogenic","Growth at 30°C","Growth at 37°C",66,1,55.393,3.35884397268358,11.2818328328328,10.607,1
"Pathogenic","Inulin","Growth at 25°C",11,0.284,12.721,2.03698510262307,4.14930830830831,-1.721,3
"Pathogenic","Inulin","Growth at 37°C",9,0.448,9.789,1.91941740201634,3.68416316316316,-0.789,3
"Pathogenic","L-Arabinose","Growth at 25°C",41,0.767,39.73,2.3788145700661,5.65875875875876,1.27,3
"Pathogenic","L-Arabinose","Growth at 37°C",29,0.734,27.989,2.55291919112149,6.5173963963964,1.011,3
"Pathogenic","L-Rhamnose","Growth at 25°C",28,0.766,26.831,2.3464750041168,5.50594494494494,1.169,3
"Pathogenic","L-Rhamnose","Growth at 37°C",19,0.618,18.742,2.20914379711152,4.88031631631632,0.257999999999999,3
"Pathogenic","L-Sorbose","Growth at 25°C",52,0.638,51.442,2.79400115290643,7.80644244244244,0.558,3
"Pathogenic","L-Sorbose","Growth at 37°C",35,0.72,33.753,2.97739077983658,8.86485585585586,1.247,3
"Pathogenic","Lactose","Growth at 25°C",13,0.504,13.508,1.69552670601522,2.87481081081081,-0.507999999999999,3
"Pathogenic","Lactose","Growth at 37°C",8,0.324,9.306,1.67844606144528,2.81718118118118,-1.306,3
"Pathogenic","Lactose_F","Glucose",1,0.342,2.085,1.12651855024409,1.26904404404404,-1.085,3
"Pathogenic","Lactose_F","Growth at 25°C",1,0.343,2.081,1.12414532098955,1.2637027027027,-1.081,3
"Pathogenic","Lactose_F","Growth at 37°C",0,0.326,1.098,1.02344684446406,1.04744344344344,-1.098,3
"Pathogenic","Maltose","Growth at 25°C",49,0.452,49.777,2.38473435794387,5.68695795795796,-0.777000000000001,3
"Pathogenic","Maltose","Growth at 37°C",38,0.786,36.37,2.7270013818362,7.43653653653654,1.63,3
"Pathogenic","Maltose_F","Glucose",22,0.468,22.724,2.13222193271957,4.54637037037037,-0.724,3
"Pathogenic","Maltose_F","Growth at 25°C",22,0.477,22.682,2.14090155295835,4.58345945945946,-0.681999999999999,3
"Pathogenic","Maltose_F","Growth at 37°C",19,0.732,18.23,2.11081869319834,4.45555555555556,0.77,3
"Pathogenic","Melezitose","Growth at 25°C",44,0.563,44.203,2.35952502812714,5.56735835835836,-0.203000000000003,3
"Pathogenic","Melezitose","Growth at 37°C",35,0.824,32.966,2.67993022782796,7.18202602602603,2.034,3
"Pathogenic","Melibiose","Growth at 25°C",14,0.471,14.654,1.80597495706489,3.26154554554555,-0.654,3
"Pathogenic","Melibiose","Growth at 37°C",9,0.348,10.322,1.83621558856461,3.37168768768769,-1.322,3
"Pathogenic","Methanol","Growth at 25°C",5,0.42,5.959,1.82281146629092,3.32264164164164,-0.959,3
"Pathogenic","Methanol","Growth at 37°C",4,0.629,4.077,1.59235881842209,2.53560660660661,-0.077,3
"Pathogenic","Methyl-?-D-glucoside","Growth at 25°C",44,0.525,44.32,2.31494253901883,5.35895895895896,-0.32,3
"Pathogenic","Methyl-?-D-glucoside","Growth at 37°C",37,0.916,34.132,2.45328241231918,6.0185945945946,2.868,3
"Pathogenic","myo-Inositol","Growth at 25°C",9,0.547,9.358,1.60387294023199,2.57240840840841,-0.358000000000001,3
"Pathogenic","myo-Inositol","Growth at 37°C",7,0.607,7.128,1.4838523571494,2.20181781781782,-0.128,3
"Pathogenic","Nitrate","Growth at 25°C",11,0.138,13.919,2.34775444860636,5.51195095095095,-2.919,3
"Pathogenic","Nitrate","Growth at 37°C",9,0.394,10.146,2.18665622937522,4.78146546546547,-1.146,3
"Pathogenic","Raffinose","Growth at 25°C",32,0.569,32.143,2.47238016163851,6.11266366366366,-0.143000000000001,3
"Pathogenic","Raffinose","Growth at 37°C",24,0.658,23.492,2.49763371497387,6.23817417417417,0.507999999999999,3
"Pathogenic","Raffinose_F","Glucose",20,0.511,20.556,2.14089874759351,4.58344744744745,-0.556000000000001,3
"Pathogenic","Raffinose_F","Growth at 25°C",20,0.523,20.513,2.14765999251358,4.61244344344344,-0.513000000000002,3
"Pathogenic","Raffinose_F","Growth at 37°C",17,0.747,16.149,2.16459799604557,4.68548448448448,0.850999999999999,3
"Pathogenic","Ribitol","Growth at 25°C",55,0.549,55.164,2.4234225749912,5.87297697697698,-0.164000000000001,3
"Pathogenic","Ribitol","Growth at 37°C",39,0.732,37.737,2.93264921724904,8.60043143143143,1.263,3
"Pathogenic","Salicin","Growth at 25°C",53,0.39,54.322,2.62854051238044,6.90922522522523,-1.322,3
"Pathogenic","Salicin","Growth at 37°C",37,0.667,36.293,2.82260838908236,7.96711811811812,0.707000000000001,3
"Pathogenic","Soluble Starch","Growth at 25°C",30,0.666,29.474,2.33726053036173,5.46278678678679,0.526,3
"Pathogenic","Soluble Starch","Growth at 37°C",24,0.806,22.364,2.42969286277245,5.90340740740741,1.636,3
"Pathogenic","Starch formation","Growth at 25°C",6,0.214,8.505,2.41822720661703,5.84782282282282,-2.505,3
"Pathogenic","Starch formation","Growth at 37°C",5,0.504,5.514,2.09909747515693,4.40621021021021,-0.514,3
"Pathogenic","Succinate","Growth at 25°C",79,0.848,77.484,1.90771679852733,3.63938338338338,1.51600000000001,3
"Pathogenic","Succinate","Growth at 37°C",57,0.973,50.754,3.26743938890382,10.6761601601602,6.246,3
"Pathogenic","Sucrose","Growth at 25°C",49,0.299,50.839,2.49304919612395,6.21529429429429,-1.839,3
"Pathogenic","Sucrose","Growth at 37°C",39,0.781,37.239,2.77877681734259,7.7216006006006,1.761,3
"Pathogenic","Sucrose_F","Glucose",30,0.582,30.008,2.38235421623478,5.67561161161161,-0.00799999999999912,3
"Pathogenic","Sucrose_F","Growth at 25°C",30,0.589,29.947,2.38786366714955,5.70189289289289,0.0530000000000008,3
"Pathogenic","Sucrose_F","Growth at 37°C",25,0.821,23.273,2.41708777526041,5.84231331331331,1.727,3
"Pathogenic","Trehalose","Growth at 25°C",58,0.415,59.056,2.36060086343211,5.57243643643644,-1.056,3
"Pathogenic","Trehalose","Growth at 37°C",42,0.772,40.369,2.87908459898769,8.28912812812813,1.631,3
"Pathogenic","Trehalose_F","Glucose",31,0.519,31.437,2.53899142918551,6.44647747747748,-0.437000000000001,3
"Pathogenic","Trehalose_F","Growth at 25°C",31,0.528,31.388,2.53848377971968,6.4438998998999,-0.388000000000002,3
"Pathogenic","Trehalose_F","Growth at 37°C",25,0.785,23.573,2.55405446186924,6.52319419419419,1.427,3
"Pathogenic","Vitamin-free","Growth at 25°C",19,0.426,20.077,2.6397043468993,6.96803903903904,-1.077,3
"Pathogenic","Vitamin-free","Growth at 37°C",12,0.393,13.152,2.33202365646971,5.43833433433433,-1.152,3
"Clinical","2-Keto-D-gluconate","Growth at 19°C",7,0.743,6.919,0.997714605703672,0.995434434434434,0.0810000000000004,3
"Clinical","2-Keto-D-gluconate","Growth at 25°C",7,0.744,6.917,0.996546087295567,0.993104104104104,0.0830000000000002,3
"Clinical","2-Keto-D-gluconate","Growth at 30°C",7,0.771,6.783,1.02906266571573,1.05896996996997,0.217,3
"Clinical","Cellobiose","Citrate",7,0.71,6.968,1.10190298583414,1.21419019019019,0.032,3
"Clinical","Cellobiose","Glycerol",7,0.589,7.369,0.9898579791156,0.979818818818819,-0.369,3
"Clinical","Cellobiose","Growth at 19°C",7,0.556,7.459,0.980449019725289,0.96128028028028,-0.459,3
"Clinical","Cellobiose","Growth at 25°C",7,0.559,7.45,0.984107955698189,0.968468468468468,-0.45,3
"Clinical","Cellobiose","Growth at 30°C",7,0.601,7.307,1.01576709081501,1.03178278278278,-0.307,3
"Clinical","Cellobiose","Succinate",7,0.618,7.288,1.01985101661767,1.0400960960961,-0.288,3
"Clinical","Citrate","2-Keto-D-gluconate",7,0.824,6.532,1.11813515561681,1.25022622622623,0.468,3
"Clinical","Citrate","D-Gluconate",10,0.989,8.758,1.02297726391278,1.04648248248248,1.242,3
"Clinical","Citrate","D-Glucosamine",7,0.887,6.302,1.12785995055595,1.27206806806807,0.698,3
"Clinical","Citrate","Growth at 19°C",11,1,10.185,0.851763171603762,0.725500500500501,0.815,1
"Clinical","Citrate","Growth at 25°C",11,1,10.174,0.859338386470931,0.738462462462462,0.826000000000001,1
"Clinical","Citrate","Growth at 30°C",11,1,9.943,0.96055904226324,0.922673673673674,1.057,1
"Clinical","Citrate","Growth at 37°C",10,0.978,8.349,1.21765417162743,1.48268168168168,1.651,3
"Clinical","Citrate","Nitrate",2,0.628,2.265,0.954822856181547,0.911686686686687,-0.265,3
"Clinical","Citrate","Starch formation",0,0.436,0.785,0.839928854415944,0.705480480480481,-0.785,3
"Clinical","Citrate","Vitamin-free",3,0.684,3.069,1.04753822667067,1.09733633633634,-0.069,3
"Clinical","D-Arabinose","Citrate",3,0.571,3.414,0.947365558536673,0.897501501501502,-0.414,3
"Clinical","D-Arabinose","Glycerol",3,0.519,3.547,0.936305328227746,0.876667667667668,-0.547,3
"Clinical","D-Arabinose","Growth at 19°C",3,0.503,3.582,0.942424619884351,0.888164164164164,-0.582,3
"Clinical","D-Arabinose","Growth at 25°C",3,0.505,3.578,0.941702077518576,0.886802802802803,-0.578,3
"Clinical","D-Arabinose","Growth at 30°C",3,0.528,3.527,0.941359207293984,0.886157157157157,-0.527,3
"Clinical","D-Arabinose","Succinate",3,0.524,3.521,0.930819759902757,0.866425425425425,-0.521,3
"Clinical","D-Glucitol","Citrate",10,0.964,9.267,0.910241473203424,0.82853953953954,0.733000000000001,3
"Clinical","D-Glucitol","Growth at 19°C",10,0.91,9.888,0.560151559642361,0.31376976976977,0.112,3
"Clinical","D-Glucitol","Growth at 25°C",10,0.911,9.88,0.57089922571845,0.325925925925926,0.119999999999999,3
"Clinical","D-Glucitol","Growth at 30°C",10,0.933,9.671,0.703743031407242,0.495254254254254,0.329000000000001,3
"Clinical","D-Glucitol","Succinate",10,0.931,9.671,0.712226274625042,0.507266266266266,0.329000000000001,3
"Clinical","D-Gluconate","Growth at 19°C",10,0.971,9.347,0.835037896318657,0.697288288288288,0.653,3
"Clinical","D-Gluconate","Growth at 25°C",10,0.971,9.34,0.834923407922605,0.697097097097097,0.66,3
"Clinical","D-Gluconate","Growth at 30°C",10,0.972,9.152,0.939030232621814,0.881777777777778,0.848000000000001,3
"Clinical","D-Glucosamine","Growth at 19°C",7,0.798,6.733,1.02311180120149,1.04675775775776,0.267,3
"Clinical","D-Glucosamine","Growth at 25°C",7,0.801,6.725,1.02782850292811,1.05643143143143,0.275,3
"Clinical","D-Glucosamine","Growth at 30°C",7,0.825,6.58,1.06241645729381,1.12872872872873,0.42,3
"Clinical","D-Mannitol","Citrate",10,0.956,9.287,0.891866821014453,0.795426426426426,0.712999999999999,3
"Clinical","D-Mannitol","Growth at 19°C",10,0.886,9.92,0.581324296703602,0.337937937937938,0.0800000000000001,3
"Clinical","D-Mannitol","Growth at 25°C",10,0.886,9.913,0.589727715796688,0.347778778778779,0.0869999999999997,3
"Clinical","D-Mannitol","Growth at 30°C",10,0.919,9.704,0.713367291717873,0.508892892892893,0.295999999999999,3
"Clinical","D-Mannitol","Succinate",10,0.921,9.691,0.709945788791668,0.504023023023023,0.308999999999999,3
"Clinical","D-Ribose","Citrate",7,0.864,6.574,0.963042808732536,0.927451451451451,0.426,3
"Clinical","D-Ribose","Glycerol",7,0.794,6.858,0.893663602612658,0.798634634634635,0.142,3
"Clinical","D-Ribose","Growth at 19°C",7,0.773,6.927,0.876606775834775,0.768439439439439,0.0730000000000004,3
"Clinical","D-Ribose","Growth at 25°C",7,0.774,6.926,0.87937324117652,0.773297297297297,0.0739999999999998,3
"Clinical","D-Ribose","Growth at 30°C",7,0.799,6.819,0.921459759342798,0.849088088088088,0.181,3
"Clinical","D-Ribose","Succinate",7,0.807,6.817,0.877656698989577,0.770281281281281,0.183,3
"Clinical","D-Xylose","Citrate",9,0.869,8.489,1.00043984320892,1.00087987987988,0.510999999999999,3
"Clinical","D-Xylose","Glycerol",9,0.794,8.92,0.782439909649433,0.612212212212212,0.0800000000000001,3
"Clinical","D-Xylose","Growth at 19°C",9,0.763,9.036,0.732967421677963,0.537241241241241,-0.0359999999999996,3
"Clinical","D-Xylose","Growth at 25°C",9,0.76,9.027,0.742173714046666,0.550821821821822,-0.0269999999999992,3
"Clinical","D-Xylose","Growth at 30°C",9,0.792,8.865,0.835148173962245,0.697472472472472,0.135,3
"Clinical","D-Xylose","Succinate",9,0.811,8.843,0.815485141505359,0.665016016016016,0.157,3
"Clinical","DL-Lactate","Citrate",7,0.794,6.5,1.22862097878455,1.50950950950951,0.5,3
"Clinical","DL-Lactate","Growth at 19°C",7,0.668,7.005,1.14205047142378,1.30427927927928,-0.00499999999999989,3
"Clinical","DL-Lactate","Growth at 25°C",7,0.667,6.991,1.148145128996,1.31823723723724,0.00900000000000034,3
"Clinical","DL-Lactate","Growth at 30°C",7,0.708,6.852,1.18130922771791,1.39549149149149,0.148,3
"Clinical","DL-Lactate","Succinate",7,0.722,6.822,1.19989822724919,1.43975575575576,0.178,3
"Clinical","Erythritol","Citrate",2,0.54,2.514,0.955362086706771,0.912716716716717,-0.514,3
"Clinical","Erythritol","Growth at 19°C",2,0.483,2.662,0.940553369373924,0.884640640640641,-0.662,3
"Clinical","Erythritol","Growth at 25°C",2,0.485,2.659,0.940001384362067,0.883602602602603,-0.659,3
"Clinical","Erythritol","Growth at 30°C",2,0.499,2.617,0.940848657434444,0.885196196196196,-0.617,3
"Clinical","Erythritol","Succinate",2,0.503,2.615,0.938965737743746,0.881656656656657,-0.615,3
"Clinical","Ethanol","Citrate",10,0.892,9.352,1.02134183265895,1.04313913913914,0.648,3
"Clinical","Ethanol","Glycerol",10,0.796,9.927,0.752487366828997,0.566237237237237,0.0730000000000004,3
"Clinical","Ethanol","Growth at 19°C",10,0.744,10.06,0.700636061654616,0.490890890890891,-0.0600000000000005,3
"Clinical","Ethanol","Growth at 25°C",10,0.752,10.05,0.69280587467196,0.47997997997998,-0.0500000000000007,3
"Clinical","Ethanol","Growth at 30°C",10,0.798,9.836,0.840124877509177,0.70580980980981,0.164,3
"Clinical","Ethanol","Succinate",10,0.805,9.821,0.834059143379326,0.695654654654655,0.179,3
"Clinical","Galactitol","Citrate",2,0.799,2.054,0.692505280531177,0.479563563563564,-0.0539999999999998,3
"Clinical","Galactitol","Growth at 19°C",2,0.765,2.141,0.680868990762968,0.463582582582583,-0.141,3
"Clinical","Galactitol","Growth at 25°C",2,0.767,2.138,0.677801899831666,0.459415415415415,-0.138,3
"Clinical","Galactitol","Growth at 30°C",2,0.776,2.113,0.690440227469191,0.476707707707708,-0.113,3
"Clinical","Galactitol","Succinate",2,0.776,2.11,0.687293512534763,0.472372372372372,-0.11,3
"Clinical","Galactose","Citrate",9,0.871,8.376,1.07507198818487,1.15577977977978,0.624000000000001,3
"Clinical","Galactose","Glycerol",9,0.782,8.841,0.909145502956235,0.826545545545545,0.159000000000001,3
"Clinical","Galactose","Growth at 19°C",9,0.76,8.958,0.852621230654599,0.726962962962963,0.0419999999999998,3
"Clinical","Galactose","Growth at 25°C",9,0.763,8.953,0.854119734299893,0.729520520520521,0.0470000000000006,3
"Clinical","Galactose","Growth at 30°C",9,0.809,8.765,0.925543965261311,0.856631631631632,0.234999999999999,3
"Clinical","Galactose","Succinate",9,0.808,8.77,0.935935882406469,0.875975975975976,0.23,3
"Clinical","Galactose_F","Citrate",6,0.837,5.646,0.966238902972561,0.933617617617618,0.354,3
"Clinical","Galactose_F","Glucose",6,0.775,5.92,0.904664809981254,0.818418418418418,0.0800000000000001,3
"Clinical","Galactose_F","Glycerol",6,0.788,5.864,0.926478473771713,0.858362362362362,0.136,3
"Clinical","Galactose_F","Growth at 19°C",6,0.775,5.916,0.905408064777294,0.819763763763764,0.0839999999999996,3
"Clinical","Galactose_F","Growth at 25°C",6,0.777,5.911,0.90548268834854,0.819898898898899,0.0890000000000004,3
"Clinical","Galactose_F","Growth at 30°C",6,0.796,5.827,0.941252865577023,0.885956956956957,0.173,3
"Clinical","Galactose_F","Succinate",6,0.803,5.83,0.926260199921144,0.857957957957958,0.17,3
"Clinical","Glucose","2-Keto-D-gluconate",7,0.741,6.927,0.994313662613393,0.98865965965966,0.0730000000000004,3
"Clinical","Glucose","Cellobiose",7,0.551,7.467,0.977684441354605,0.955866866866867,-0.467,3
"Clinical","Glucose","Citrate",11,1,10.199,0.847417911727807,0.718117117117117,0.801,1
"Clinical","Glucose","D-Arabinose",3,0.503,3.583,0.941274134881543,0.885996996996997,-0.583,3
"Clinical","Glucose","D-Glucitol",10,0.909,9.9,0.55344946138406,0.306306306306306,0.0999999999999996,3
"Clinical","Glucose","D-Gluconate",10,0.969,9.359,0.829944460676621,0.688807807807808,0.641,3
"Clinical","Glucose","D-Glucosamine",7,0.797,6.741,1.02419137272678,1.04896796796797,0.259,3
"Clinical","Glucose","D-Mannitol",10,0.885,9.932,0.568946130753782,0.3236996996997,0.0679999999999996,3
"Clinical","Glucose","D-Ribose",7,0.772,6.935,0.872660607874869,0.761536536536537,0.0650000000000004,3
"Clinical","Glucose","D-Xylose",9,0.757,9.047,0.730290575267355,0.533324324324324,-0.0470000000000006,3
"Clinical","Glucose","DL-Lactate",7,0.664,7.014,1.14065994279851,1.30110510510511,-0.0140000000000002,3
"Clinical","Glucose","Erythritol",2,0.483,2.663,0.942506933300397,0.888319319319319,-0.663,3
"Clinical","Glucose","Ethanol",10,0.742,10.074,0.684830630881091,0.468992992992993,-0.0739999999999998,3
"Clinical","Glucose","Galactitol",2,0.765,2.141,0.680868990762968,0.463582582582583,-0.141,3
"Clinical","Glucose","Galactose",9,0.758,8.97,0.844875028518309,0.713813813813814,0.0299999999999994,3
"Clinical","Glucose","Glycerol",11,1,10.83,0.4065283080737,0.165265265265265,0.17,1
"Clinical","Glucose","Growth at 19°C",11,1,10.985,0.121613279660528,0.0147897897897898,0.0150000000000006,1
"Clinical","Glucose","Growth at 25°C",11,1,10.974,0.165382439670454,0.0273513513513514,0.0259999999999998,1
"Clinical","Glucose","Growth at 30°C",11,1,10.724,0.517776102279829,0.268092092092092,0.276,1
"Clinical","Glucose","Growth at 37°C",10,0.949,8.981,1.09628501806822,1.20184084084084,1.019,3
"Clinical","Glucose","Inulin",1,0.606,1.452,0.722646675919995,0.522218218218218,-0.452,3
