"Isolation","Trait_A","Trait_B","Observed_NN","Percent_NN","Mean_NN","SD_NN","Var_NN","Difference","Color"
"Contaminated","Succinate","Growth at 19°C",0,1,0,0,0,0,3
"Contaminated","Succinate","Growth at 25°C",0,1,0,0,0,0,3
"Contaminated","Succinate","Growth at 30°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Contaminated","Trehalose","Cellobiose",0,0.994,0.006,0.0772655807586403,0.00596996996996997,-0.006,3
"Contaminated","Trehalose","D-Arabinose",0,0.989,0.011,0.104354635210372,0.0108898898898899,-0.011,3
"Contaminated","Trehalose","D-Glucitol",0,0.995,0.005,0.0705689732104696,0.00497997997997998,-0.005,3
"Contaminated","Trehalose","D-Glucosamine",0,0.987,0.013,0.113330683593826,0.0128438438438438,-0.013,3
"Contaminated","Trehalose","D-Mannitol",0,0.995,0.005,0.0705689732104696,0.00497997997997998,-0.005,3
"Contaminated","Trehalose","D-Xylose",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Contaminated","Trehalose","DL-Lactate",0,0.988,0.012,0.108939744206914,0.0118678678678679,-0.012,3
"Contaminated","Trehalose","Ethanol",0,0.996,0.004,0.0631505185092568,0.00398798798798799,-0.004,3
"Contaminated","Trehalose","Growth at 19°C",0,1,0,0,0,0,3
"Contaminated","Trehalose","Growth at 25°C",0,1,0,0,0,0,3
"Contaminated","Trehalose","Growth at 30°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Contaminated","Trehalose","Maltose",0,0.995,0.005,0.0705689732104696,0.00497997997997998,-0.005,3
"Contaminated","Trehalose","Ribitol",0,0.989,0.011,0.104354635210372,0.0108898898898899,-0.011,3
"Contaminated","Trehalose","Salicin",0,0.996,0.004,0.0631505185092568,0.00398798798798799,-0.004,3
"Contaminated","Trehalose","Soluble Starch",0,0.988,0.012,0.108939744206914,0.0118678678678679,-0.012,3
"Contaminated","Trehalose","Succinate",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Contaminated","Trehalose_F","Cellobiose",0,0.983,0.017,0.129335717138491,0.0167277277277277,-0.017,3
"Contaminated","Trehalose_F","D-Arabinose",0,0.948,0.052,0.222138122224316,0.0493453453453453,-0.052,3
"Contaminated","Trehalose_F","D-Glucitol",0,0.989,0.011,0.104354635210372,0.0108898898898899,-0.011,3
"Contaminated","Trehalose_F","D-Glucosamine",0,0.951,0.049,0.215976030257169,0.0466456456456456,-0.049,3
"Contaminated","Trehalose_F","D-Mannitol",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Contaminated","Trehalose_F","D-Xylose",0,0.985,0.015,0.121613279660528,0.0147897897897898,-0.015,3
"Contaminated","Trehalose_F","DL-Lactate",0,0.956,0.044,0.205197724417465,0.0421061061061061,-0.044,3
"Contaminated","Trehalose_F","Ethanol",0,0.989,0.011,0.104354635210372,0.0108898898898899,-0.011,3
"Contaminated","Trehalose_F","Galactose",0,0.978,0.022,0.146756729104793,0.0215375375375375,-0.022,3
"Contaminated","Trehalose_F","Glucose",0,1,0,0,0,0,3
"Contaminated","Trehalose_F","Growth at 19°C",0,1,0,0,0,0,3
"Contaminated","Trehalose_F","Growth at 25°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Contaminated","Trehalose_F","Growth at 30°C",0,0.995,0.005,0.0705689732104696,0.00497997997997998,-0.005,3
"Contaminated","Trehalose_F","Maltose",0,0.97,0.03,0.170672578726429,0.0291291291291291,-0.03,3
"Contaminated","Trehalose_F","Ribitol",0,0.969,0.031,0.173404351355637,0.0300690690690691,-0.031,3
"Contaminated","Trehalose_F","Salicin",0,0.979,0.021,0.143455845400526,0.0205795795795796,-0.021,3
"Contaminated","Trehalose_F","Soluble Starch",0,0.946,0.055,0.23244145290595,0.054029029029029,-0.055,3
"Contaminated","Trehalose_F","Succinate",0,0.996,0.004,0.0631505185092568,0.00398798798798799,-0.004,3
"Contaminated","Trehalose_F","Trehalose",0,0.985,0.015,0.121613279660528,0.0147897897897898,-0.015,3
"Plant.Pathogen","Glucose","Growth at 19°C",0,1,0,0,0,0,3
"Animal","Glucose","Growth at 37°C",0,1,0,0,0,0,3
"Insect","Glucose","D-Glucitol",9,1,0,0,0,9,1
"Tree","Glucose","Nitrate",79,1,0,0,0,79,1
"Stone.Chamber","2-Keto-D-gluconate","Growth at 19°C",0,1,0,0,0,0,3
"Stone.Chamber","2-Keto-D-gluconate","Growth at 25°C",0,1,0,0,0,0,3
"Stone.Chamber","2-Keto-D-gluconate","Growth at 30°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Stone.Chamber","Cellobiose","2-Keto-D-gluconate",0,0.996,0.004,0.0631505185092568,0.00398798798798799,-0.004,3
"Stone.Chamber","Cellobiose","Citrate",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Stone.Chamber","Cellobiose","D-Arabinose",0,0.992,0.008,0.0891288053546324,0.00794394394394394,-0.008,3
"Stone.Chamber","Cellobiose","D-Glucitol",0,1,0,0,0,0,3
"Stone.Chamber","Cellobiose","D-Gluconate",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Stone.Chamber","Cellobiose","D-Glucosamine",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Stone.Chamber","Cellobiose","D-Mannitol",0,1,0,0,0,0,3
"Stone.Chamber","Cellobiose","D-Ribose",0,0.989,0.011,0.104354635210372,0.0108898898898899,-0.011,3
"Stone.Chamber","Cellobiose","D-Xylose",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Stone.Chamber","Cellobiose","Erythritol",0,0.992,0.008,0.0891288053546324,0.00794394394394394,-0.008,3
"Stone.Chamber","Cellobiose","Ethanol",0,0.998,0.002,0.0446989708829856,0.001997997997998,-0.002,3
"Stone.Chamber","Cellobiose","Glycerol",0,1,0,0,0,0,3
"Stone.Chamber","Cellobiose","Growth at 19°C",0,1,0,0,0,0,3
"Stone.Chamber","Cellobiose","Growth at 25°C",0,1,0,0,0,0,3
"Stone.Chamber","Cellobiose","Growth at 30°C",0,0.998,0.002,0.0446989708829856,0.001997997997998,-0.002,3
"Stone.Chamber","Cellobiose","L-Arabinose",0,0.994,0.006,0.0772655807586403,0.00596996996996997,-0.006,3
