"Isolation","Trait_A","Trait_B","Observed_NN","Percent_NN","Mean_NN","SD_NN","Var_NN","Difference","Color"
"Pathogenic","Sucrose_F","Growth at 25°C",0,0.777,0.238,0.459964746005134,0.211567567567568,-0.238,3
"Pathogenic","Sucrose_F","Growth at 37°C",0,0,25.678,3.04558559091541,9.27559159159159,-25.678,3
"Pathogenic","Trehalose","Growth at 25°C",0,0.852,0.153,0.373805739296136,0.139730730730731,-0.153,3
"Pathogenic","Trehalose","Growth at 37°C",0,0,13.58,2.46854080251749,6.09369369369369,-13.58,3
"Pathogenic","Trehalose_F","Glucose",0,1,0,0,0,0,3
"Pathogenic","Trehalose_F","Growth at 25°C",0,0.77,0.25,0.477208264521611,0.227727727727728,-0.25,3
"Pathogenic","Trehalose_F","Growth at 37°C",0,0,24.549,2.96755882930826,8.80640540540541,-24.549,3
"Pathogenic","Vitamin-free","Growth at 25°C",0,0.778,0.244,0.478218247971251,0.228692692692693,-0.244,3
"Pathogenic","Vitamin-free","Growth at 37°C",0,0,25.433,3.25731808718785,10.6101211211211,-25.433,3
"Clinical","2-Keto-D-gluconate","Growth at 19°C",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Clinical","2-Keto-D-gluconate","Growth at 25°C",0,0.984,0.016,0.125537881771837,0.0157597597597598,-0.016,3
"Clinical","2-Keto-D-gluconate","Growth at 30°C",0,0.873,0.132,0.353129863790505,0.124700700700701,-0.132,3
"Clinical","Cellobiose","Citrate",0,0.724,0.302,0.51289283389326,0.263059059059059,-0.302,3
"Clinical","Cellobiose","Glycerol",0,0.929,0.072,0.262459301387634,0.0688848848848849,-0.072,3
"Clinical","Cellobiose","Growth at 19°C",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Clinical","Cellobiose","Growth at 25°C",0,0.991,0.009,0.0944877131056093,0.00892792792792793,-0.009,3
"Clinical","Cellobiose","Growth at 30°C",0,0.893,0.116,0.350238014308365,0.122666666666667,-0.116,3
"Clinical","Cellobiose","Succinate",0,0.895,0.112,0.337000845057649,0.11356956956957,-0.112,3
"Clinical","Citrate","2-Keto-D-gluconate",0,0.651,0.406,0.601269927341727,0.361525525525526,-0.406,3
"Clinical","Citrate","D-Gluconate",0,0.809,0.2,0.42211157077031,0.178178178178178,-0.2,3
"Clinical","Citrate","D-Glucosamine",0,0.686,0.362,0.575575613874743,0.331287287287287,-0.362,3
"Clinical","Citrate","Growth at 19°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Clinical","Citrate","Growth at 25°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Clinical","Citrate","Growth at 30°C",0,0.98,0.02,0.140070052543788,0.0196196196196196,-0.02,3
"Clinical","Citrate","Growth at 37°C",0,0.844,0.169,0.408173499391626,0.166605605605606,-0.169,3
"Clinical","Citrate","Nitrate",1,0.875,0.647,0.756943831445877,0.572963963963964,0.353,3
"Clinical","Citrate","Starch formation",1,0.845,0.725,0.812425402750945,0.660035035035035,0.275,3
"Clinical","Citrate","Vitamin-free",0,0.532,0.601,0.730981075906438,0.534333333333333,-0.601,3
"Clinical","D-Arabinose","Citrate",0,0.507,0.632,0.736966158733981,0.543119119119119,-0.632,3
"Clinical","D-Arabinose","Glycerol",0,0.871,0.134,0.355204406180681,0.12617017017017,-0.134,3
"Clinical","D-Arabinose","Growth at 19°C",0,0.986,0.014,0.117549214450024,0.0138178178178178,-0.014,3
"Clinical","D-Arabinose","Growth at 25°C",0,0.979,0.021,0.143455845400526,0.0205795795795796,-0.021,3
"Clinical","D-Arabinose","Growth at 30°C",0,0.798,0.22,0.458050007979271,0.20980980980981,-0.22,3
"Clinical","D-Arabinose","Succinate",0,0.796,0.229,0.478317664097603,0.228787787787788,-0.229,3
"Clinical","D-Glucitol","Citrate",0,0.833,0.168,0.376719946270327,0.141917917917918,-0.168,3
"Clinical","D-Glucitol","Growth at 19°C",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Clinical","D-Glucitol","Growth at 25°C",0,0.994,0.006,0.0772655807586403,0.00596996996996997,-0.006,3
"Clinical","D-Glucitol","Growth at 30°C",0,0.953,0.047,0.211744742168102,0.0448358358358358,-0.047,3
"Clinical","D-Glucitol","Succinate",0,0.938,0.062,0.241276219744537,0.0582142142142142,-0.062,3
"Clinical","D-Gluconate","Growth at 19°C",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Clinical","D-Gluconate","Growth at 25°C",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Clinical","D-Gluconate","Growth at 30°C",0,0.933,0.069,0.261356666850699,0.0683073073073073,-0.069,3
"Clinical","D-Glucosamine","Growth at 19°C",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Clinical","D-Glucosamine","Growth at 25°C",0,0.99,0.01,0.0995485304256668,0.00990990990990991,-0.01,3
"Clinical","D-Glucosamine","Growth at 30°C",0,0.886,0.115,0.322302464897306,0.103878878878879,-0.115,3
"Clinical","D-Mannitol","Citrate",0,0.847,0.156,0.371216650760444,0.137801801801802,-0.156,3
"Clinical","D-Mannitol","Growth at 19°C",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Clinical","D-Mannitol","Growth at 25°C",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Clinical","D-Mannitol","Growth at 30°C",0,0.952,0.048,0.213873190797121,0.0457417417417417,-0.048,3
"Clinical","D-Mannitol","Succinate",0,0.95,0.05,0.218054001448145,0.0475475475475475,-0.05,3
"Clinical","D-Ribose","Citrate",0,0.633,0.44,0.629918087370729,0.396796796796797,-0.44,3
"Clinical","D-Ribose","Glycerol",0,0.911,0.093,0.304045133892065,0.0924434434434434,-0.093,3
"Clinical","D-Ribose","Growth at 19°C",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Clinical","D-Ribose","Growth at 25°C",0,0.983,0.017,0.129335717138491,0.0167277277277277,-0.017,3
"Clinical","D-Ribose","Growth at 30°C",0,0.847,0.16,0.385419963868698,0.148548548548549,-0.16,3
"Clinical","D-Ribose","Succinate",0,0.841,0.173,0.416226193606606,0.173244244244244,-0.173,3
"Clinical","D-Xylose","Citrate",0,0.766,0.243,0.451835318623008,0.204155155155155,-0.243,3
"Clinical","D-Xylose","Glycerol",0,0.957,0.043,0.202958597236462,0.0411921921921922,-0.043,3
"Clinical","D-Xylose","Growth at 19°C",0,0.996,0.004,0.0631505185092568,0.00398798798798799,-0.004,3
"Clinical","D-Xylose","Growth at 25°C",0,0.994,0.006,0.0772655807586403,0.00596996996996997,-0.006,3
"Clinical","D-Xylose","Growth at 30°C",0,0.907,0.094,0.295383227775802,0.0872512512512512,-0.094,3
"Clinical","D-Xylose","Succinate",0,0.915,0.087,0.288988779219046,0.0835145145145145,-0.087,3
"Clinical","DL-Lactate","Citrate",0,0.746,0.287,0.524314701210929,0.274905905905906,-0.287,3
"Clinical","DL-Lactate","Growth at 19°C",0,0.994,0.006,0.0772655807586403,0.00596996996996997,-0.006,3
"Clinical","DL-Lactate","Growth at 25°C",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Clinical","DL-Lactate","Growth at 30°C",0,0.892,0.114,0.339292085258585,0.115119119119119,-0.114,3
"Clinical","DL-Lactate","Succinate",0,0.907,0.099,0.318277081016369,0.1013003003003,-0.099,3
"Clinical","Erythritol","Citrate",0,0.505,0.652,0.759916754305018,0.577473473473473,-0.652,3
"Clinical","Erythritol","Growth at 19°C",0,0.986,0.014,0.117549214450024,0.0138178178178178,-0.014,3
"Clinical","Erythritol","Growth at 25°C",0,0.979,0.022,0.153426006724869,0.0235395395395395,-0.022,3
"Clinical","Erythritol","Growth at 30°C",0,0.792,0.23,0.476788556204244,0.227327327327327,-0.23,3
"Clinical","Erythritol","Succinate",0,0.781,0.243,0.483926838670046,0.234185185185185,-0.243,3
"Clinical","Ethanol","Citrate",0,0.922,0.079,0.273557734004787,0.0748338338338338,-0.079,3
"Clinical","Ethanol","Glycerol",0,0.977,0.023,0.149978310076802,0.0224934934934935,-0.023,3
"Clinical","Ethanol","Growth at 19°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Clinical","Ethanol","Growth at 25°C",0,0.998,0.002,0.0446989708829856,0.001997997997998,-0.002,3
"Clinical","Ethanol","Growth at 30°C",0,0.962,0.038,0.191291904148065,0.0365925925925926,-0.038,3
"Clinical","Ethanol","Succinate",0,0.962,0.038,0.191291904148065,0.0365925925925926,-0.038,3
"Clinical","Galactitol","Citrate",0,0.463,0.714,0.780264578724943,0.608812812812813,-0.714,3
"Clinical","Galactitol","Growth at 19°C",0,0.985,0.015,0.121613279660528,0.0147897897897898,-0.015,3
"Clinical","Galactitol","Growth at 25°C",0,0.978,0.023,0.156510368651714,0.0244954954954955,-0.023,3
"Clinical","Galactitol","Growth at 30°C",0,0.776,0.248,0.490649301168092,0.240736736736737,-0.248,3
"Clinical","Galactitol","Succinate",0,0.769,0.26,0.500650227854388,0.250650650650651,-0.26,3
"Clinical","Galactose","Citrate",0,0.803,0.207,0.429342911127382,0.184335335335335,-0.207,3
"Clinical","Galactose","Glycerol",0,0.959,0.041,0.198389410902796,0.0393583583583584,-0.041,3
"Clinical","Galactose","Growth at 19°C",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Clinical","Galactose","Growth at 25°C",0,0.991,0.009,0.0944877131056093,0.00892792792792793,-0.009,3
"Clinical","Galactose","Growth at 30°C",0,0.93,0.071,0.260819913018594,0.068027027027027,-0.071,3
"Clinical","Galactose","Succinate",0,0.911,0.091,0.294628250182846,0.0868058058058058,-0.091,3
"Clinical","Galactose_F","Citrate",0,0.566,0.527,0.672103208385976,0.451722722722723,-0.527,3
"Clinical","Galactose_F","Glucose",0,1,0,0,0,0,3
"Clinical","Galactose_F","Glycerol",0,0.89,0.114,0.330322740835555,0.109113113113113,-0.114,3
"Clinical","Galactose_F","Growth at 19°C",0,0.989,0.011,0.104354635210372,0.0108898898898899,-0.011,3
"Clinical","Galactose_F","Growth at 25°C",0,0.983,0.017,0.129335717138491,0.0167277277277277,-0.017,3
"Clinical","Galactose_F","Growth at 30°C",0,0.828,0.183,0.41675494560315,0.173684684684685,-0.183,3
"Clinical","Galactose_F","Succinate",0,0.814,0.201,0.439080621061545,0.192791791791792,-0.201,3
"Clinical","Glucose","2-Keto-D-gluconate",0,1,0,0,0,0,3
"Clinical","Glucose","Cellobiose",1,1,0,0,0,1,1
"Clinical","Glucose","Citrate",0,1,0,0,0,0,3
"Clinical","Glucose","D-Arabinose",1,1,0,0,0,1,1
"Clinical","Glucose","D-Glucitol",0,1,0,0,0,0,3
"Clinical","Glucose","D-Gluconate",0,1,0,0,0,0,3
"Clinical","Glucose","D-Glucosamine",0,1,0,0,0,0,3
"Clinical","Glucose","D-Mannitol",0,1,0,0,0,0,3
"Clinical","Glucose","D-Ribose",1,1,0,0,0,1,1
"Clinical","Glucose","D-Xylose",1,1,0,0,0,1,1
"Clinical","Glucose","DL-Lactate",1,1,0,0,0,1,1
"Clinical","Glucose","Erythritol",1,1,0,0,0,1,1
"Clinical","Glucose","Ethanol",1,1,0,0,0,1,1
"Clinical","Glucose","Galactitol",1,1,0,0,0,1,1
"Clinical","Glucose","Galactose",0,1,0,0,0,0,3
"Clinical","Glucose","Glycerol",0,1,0,0,0,0,3
"Clinical","Glucose","Growth at 19°C",0,1,0,0,0,0,3
"Clinical","Glucose","Growth at 25°C",0,1,0,0,0,0,3
"Clinical","Glucose","Growth at 30°C",0,1,0,0,0,0,3
"Clinical","Glucose","Growth at 37°C",0,1,0,0,0,0,3
"Clinical","Glucose","Inulin",1,1,0,0,0,1,1
"Clinical","Glucose","L-Arabinose",1,1,0,0,0,1,1
"Clinical","Glucose","L-Rhamnose",0,1,0,0,0,0,3
"Clinical","Glucose","L-Sorbose",1,1,0,0,0,1,1
"Clinical","Glucose","Lactose",1,1,0,0,0,1,1
"Clinical","Glucose","Maltose",0,1,0,0,0,0,3
"Clinical","Glucose","Melezitose",0,1,0,0,0,0,3
"Clinical","Glucose","Melibiose",1,1,0,0,0,1,1
"Clinical","Glucose","Methanol",1,1,0,0,0,1,1
"Clinical","Glucose","Methyl-?-D-glucoside",1,1,0,0,0,1,1
"Clinical","Glucose","myo-Inositol",1,1,0,0,0,1,1
"Clinical","Glucose","Nitrate",1,1,0,0,0,1,1
"Clinical","Glucose","Raffinose",0,1,0,0,0,0,3
"Clinical","Glucose","Ribitol",0,1,0,0,0,0,3
"Clinical","Glucose","Salicin",1,1,0,0,0,1,1
"Clinical","Glucose","Soluble Starch",1,1,0,0,0,1,1
"Clinical","Glucose","Starch formation",1,1,0,0,0,1,1
"Clinical","Glucose","Succinate",0,1,0,0,0,0,3
"Clinical","Glucose","Sucrose",0,1,0,0,0,0,3
"Clinical","Glucose","Trehalose",0,1,0,0,0,0,3
"Clinical","Glucose","Vitamin-free",0,1,0,0,0,0,3
"Clinical","Glucose_F","Citrate",0,0.85,0.154,0.372051639456706,0.138422422422422,-0.154,3
"Clinical","Glucose_F","Glucose",0,1,0,0,0,0,3
"Clinical","Glucose_F","Glycerol",0,0.965,0.035,0.18387171834953,0.0338088088088088,-0.035,3
"Clinical","Glucose_F","Growth at 19°C",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Clinical","Glucose_F","Growth at 25°C",0,0.992,0.008,0.0891288053546324,0.00794394394394394,-0.008,3
"Clinical","Glucose_F","Growth at 30°C",0,0.939,0.061,0.239450070654273,0.0573363363363363,-0.061,3
"Clinical","Glucose_F","Succinate",0,0.946,0.055,0.23244145290595,0.054029029029029,-0.055,3
"Clinical","Glycerol","2-Keto-D-gluconate",0,0.917,0.087,0.295835289508399,0.0875185185185185,-0.087,3
"Clinical","Glycerol","Citrate",0,0.982,0.018,0.133017644294634,0.0176936936936937,-0.018,3
"Clinical","Glycerol","D-Glucitol",0,0.975,0.025,0.156203071030628,0.0243993993993994,-0.025,3
"Clinical","Glycerol","D-Gluconate",0,0.964,0.037,0.194084179336361,0.0376686686686687,-0.037,3
"Clinical","Glycerol","D-Glucosamine",0,0.923,0.078,0.272011010788148,0.07398998998999,-0.078,3
"Clinical","Glycerol","D-Mannitol",0,0.974,0.026,0.159214789983058,0.0253493493493493,-0.026,3
"Clinical","Glycerol","DL-Lactate",1,0.999,0.074,0.26569643316122,0.0705945945945946,0.926,3
"Clinical","Glycerol","Erythritol",1,0.992,0.138,0.367547399788233,0.135091091091091,0.862,3
"Clinical","Glycerol","Galactitol",1,0.993,0.152,0.378205022493143,0.143039039039039,0.848,3
"Clinical","Glycerol","Growth at 19°C",0,1,0,0,0,0,3
"Clinical","Glycerol","Growth at 25°C",0,1,0,0,0,0,3
"Clinical","Glycerol","Growth at 30°C",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
