"Isolation","Trait_A","Trait_B","Observed_PP","Percent_PP"
"Pathogenic","Sucrose_F","L-Rhamnose",14,0.61
"Pathogenic","Sucrose_F","D-Xylose",27,0.62
"Pathogenic","Sucrose_F","L-Arabinose",20,0.589
"Pathogenic","Sucrose_F","D-Arabinose",13,0.299
"Pathogenic","Sucrose_F","D-Ribose",20,0.458
"Pathogenic","Sucrose_F","Methanol",1,0.374
"Pathogenic","Sucrose_F","Ethanol",28,0.563
"Pathogenic","Sucrose_F","Glycerol",29,0.581
"Pathogenic","Sucrose_F","Erythritol",10,0.186
"Pathogenic","Sucrose_F","Ribitol",23,0.413
"Pathogenic","Sucrose_F","Galactitol",8,0.426
"Pathogenic","Sucrose_F","D-Mannitol",29,0.671
"Pathogenic","Sucrose_F","D-Glucitol",29,0.669
"Pathogenic","Sucrose_F","myo-Inositol",4,0.403
"Pathogenic","Sucrose_F","DL-Lactate",20,0.516
"Pathogenic","Sucrose_F","Succinate",30,0.737
"Pathogenic","Sucrose_F","Citrate",28,0.794
"Pathogenic","Sucrose_F","D-Gluconate",26,0.69
"Pathogenic","Sucrose_F","D-Glucosamine",20,0.642
"Pathogenic","Sucrose_F","Nitrate",6,0.37
"Pathogenic","Sucrose_F","Vitamin-free",11,0.579
"Pathogenic","Sucrose_F","2-Keto-D-gluconate",23,0.747
"Pathogenic","Sucrose_F","Starch formation",0,0.051
"Pathogenic","Sucrose_F","Growth at 19°C",30,0.599
"Pathogenic","Sucrose_F","Growth at 25°C",30,0.589
"Pathogenic","Sucrose_F","Growth at 30°C",29,0.61
"Pathogenic","Sucrose_F","Growth at 37°C",25,0.821
"Pathogenic","Maltose_F","Lactose_F",1,0.662
"Pathogenic","Maltose_F","Raffinose_F",12,0.79
"Pathogenic","Maltose_F","Trehalose_F",17,0.809
"Pathogenic","Maltose_F","Glucose",22,0.468
"Pathogenic","Maltose_F","Inulin",6,0.546
"Pathogenic","Maltose_F","Sucrose",21,0.74
"Pathogenic","Maltose_F","Raffinose",14,0.65
"Pathogenic","Maltose_F","Melibiose",6,0.503
"Pathogenic","Maltose_F","Galactose",20,0.566
"Pathogenic","Maltose_F","Lactose",6,0.508
"Pathogenic","Maltose_F","Trehalose",22,0.72
"Pathogenic","Maltose_F","Maltose",22,0.795
"Pathogenic","Maltose_F","Melezitose",21,0.844
"Pathogenic","Maltose_F","Methyl-?-D-glucoside",21,0.817
"Pathogenic","Maltose_F","Soluble Starch",17,0.888
"Pathogenic","Maltose_F","Cellobiose",17,0.349
"Pathogenic","Maltose_F","Salicin",18,0.45
"Pathogenic","Maltose_F","L-Sorbose",16,0.424
"Pathogenic","Maltose_F","L-Rhamnose",10,0.441
"Pathogenic","Maltose_F","D-Xylose",22,0.687
"Pathogenic","Maltose_F","L-Arabinose",15,0.523
"Pathogenic","Maltose_F","D-Arabinose",9,0.22
"Pathogenic","Maltose_F","D-Ribose",17,0.613
"Pathogenic","Maltose_F","Methanol",0,0.248
"Pathogenic","Maltose_F","Ethanol",22,0.591
"Pathogenic","Maltose_F","Glycerol",22,0.535
"Pathogenic","Maltose_F","Erythritol",8,0.25
"Pathogenic","Maltose_F","Ribitol",20,0.615
"Pathogenic","Maltose_F","Galactitol",6,0.42
"Pathogenic","Maltose_F","D-Mannitol",22,0.608
"Pathogenic","Maltose_F","D-Glucitol",22,0.607
"Pathogenic","Maltose_F","myo-Inositol",4,0.51
"Pathogenic","Maltose_F","DL-Lactate",13,0.299
"Pathogenic","Maltose_F","Succinate",22,0.592
"Pathogenic","Maltose_F","Citrate",20,0.59
"Pathogenic","Maltose_F","D-Gluconate",18,0.473
"Pathogenic","Maltose_F","D-Glucosamine",18,0.761
"Pathogenic","Maltose_F","Nitrate",3,0.207
"Pathogenic","Maltose_F","Vitamin-free",9,0.555
"Pathogenic","Maltose_F","2-Keto-D-gluconate",18,0.686
"Pathogenic","Maltose_F","Starch formation",0,0.118
"Pathogenic","Maltose_F","Growth at 19°C",22,0.48
"Pathogenic","Maltose_F","Growth at 25°C",22,0.477
"Pathogenic","Maltose_F","Growth at 30°C",21,0.435
"Pathogenic","Maltose_F","Growth at 37°C",19,0.732
"Pathogenic","Lactose_F","Raffinose_F",1,0.697
"Pathogenic","Lactose_F","Trehalose_F",1,0.603
"Pathogenic","Lactose_F","Glucose",1,0.342
"Pathogenic","Lactose_F","Inulin",0,0.704
"Pathogenic","Lactose_F","Sucrose",1,0.466
"Pathogenic","Lactose_F","Raffinose",1,0.593
"Pathogenic","Lactose_F","Melibiose",1,0.788
"Pathogenic","Lactose_F","Galactose",1,0.442
"Pathogenic","Lactose_F","Lactose",1,0.793
"Pathogenic","Lactose_F","Trehalose",1,0.417
"Pathogenic","Lactose_F","Maltose",1,0.467
"Pathogenic","Lactose_F","Melezitose",1,0.511
"Pathogenic","Lactose_F","Methyl-?-D-glucoside",1,0.494
"Pathogenic","Lactose_F","Soluble Starch",1,0.624
"Pathogenic","Lactose_F","Cellobiose",1,0.465
"Pathogenic","Lactose_F","Salicin",1,0.453
"Pathogenic","Lactose_F","L-Sorbose",1,0.484
"Pathogenic","Lactose_F","L-Rhamnose",0,0.51
"Pathogenic","Lactose_F","D-Xylose",1,0.418
"Pathogenic","Lactose_F","L-Arabinose",1,0.541
"Pathogenic","Lactose_F","D-Arabinose",0,0.463
"Pathogenic","Lactose_F","D-Ribose",1,0.511
"Pathogenic","Lactose_F","Methanol",0,0.856
"Pathogenic","Lactose_F","Ethanol",1,0.385
"Pathogenic","Lactose_F","Glycerol",1,0.366
"Pathogenic","Lactose_F","Erythritol",1,0.644
"Pathogenic","Lactose_F","Ribitol",1,0.443
"Pathogenic","Lactose_F","Galactitol",0,0.652
"Pathogenic","Lactose_F","D-Mannitol",1,0.39
"Pathogenic","Lactose_F","D-Glucitol",1,0.388
"Pathogenic","Lactose_F","myo-Inositol",0,0.771
"Pathogenic","Lactose_F","DL-Lactate",0,0.337
"Pathogenic","Lactose_F","Succinate",1,0.38
"Pathogenic","Lactose_F","Citrate",1,0.439
"Pathogenic","Lactose_F","D-Gluconate",1,0.458
"Pathogenic","Lactose_F","D-Glucosamine",1,0.531
"Pathogenic","Lactose_F","Nitrate",0,0.695
"Pathogenic","Lactose_F","Vitamin-free",1,0.748
"Pathogenic","Lactose_F","2-Keto-D-gluconate",1,0.525
"Pathogenic","Lactose_F","Starch formation",0,0.815
"Pathogenic","Lactose_F","Growth at 19°C",1,0.344
"Pathogenic","Lactose_F","Growth at 25°C",1,0.343
"Pathogenic","Lactose_F","Growth at 30°C",1,0.363
"Pathogenic","Lactose_F","Growth at 37°C",0,0.326
"Pathogenic","Raffinose_F","Trehalose_F",13,0.647
"Pathogenic","Raffinose_F","Glucose",20,0.511
"Pathogenic","Raffinose_F","Inulin",10,0.883
"Pathogenic","Raffinose_F","Sucrose",19,0.716
"Pathogenic","Raffinose_F","Raffinose",20,0.977
"Pathogenic","Raffinose_F","Melibiose",8,0.69
"Pathogenic","Raffinose_F","Galactose",14,0.206
"Pathogenic","Raffinose_F","Lactose",7,0.639
"Pathogenic","Raffinose_F","Trehalose",20,0.735
"Pathogenic","Raffinose_F","Maltose",19,0.745
"Pathogenic","Raffinose_F","Melezitose",19,0.837
"Pathogenic","Raffinose_F","Methyl-?-D-glucoside",19,0.818
"Pathogenic","Raffinose_F","Soluble Starch",11,0.54
"Pathogenic","Raffinose_F","Cellobiose",19,0.73
"Pathogenic","Raffinose_F","Salicin",18,0.66
"Pathogenic","Raffinose_F","L-Sorbose",13,0.271
"Pathogenic","Raffinose_F","L-Rhamnose",9,0.463
"Pathogenic","Raffinose_F","D-Xylose",19,0.605
"Pathogenic","Raffinose_F","L-Arabinose",14,0.523
"Pathogenic","Raffinose_F","D-Arabinose",10,0.399
"Pathogenic","Raffinose_F","D-Ribose",13,0.36
"Pathogenic","Raffinose_F","Methanol",1,0.533
"Pathogenic","Raffinose_F","Ethanol",19,0.506
"Pathogenic","Raffinose_F","Glycerol",19,0.441
"Pathogenic","Raffinose_F","Erythritol",8,0.289
"Pathogenic","Raffinose_F","Ribitol",15,0.328
"Pathogenic","Raffinose_F","Galactitol",7,0.545
"Pathogenic","Raffinose_F","D-Mannitol",19,0.53
"Pathogenic","Raffinose_F","D-Glucitol",19,0.527
"Pathogenic","Raffinose_F","myo-Inositol",3,0.447
"Pathogenic","Raffinose_F","DL-Lactate",13,0.436
"Pathogenic","Raffinose_F","Succinate",20,0.624
"Pathogenic","Raffinose_F","Citrate",18,0.586
"Pathogenic","Raffinose_F","D-Gluconate",16,0.468
"Pathogenic","Raffinose_F","D-Glucosamine",12,0.395
"Pathogenic","Raffinose_F","Nitrate",5,0.5
"Pathogenic","Raffinose_F","Vitamin-free",7,0.457
"Pathogenic","Raffinose_F","2-Keto-D-gluconate",14,0.52
"Pathogenic","Raffinose_F","Starch formation",0,0.128
"Pathogenic","Raffinose_F","Growth at 19°C",20,0.526
"Pathogenic","Raffinose_F","Growth at 25°C",20,0.523
"Pathogenic","Raffinose_F","Growth at 30°C",20,0.594
"Pathogenic","Raffinose_F","Growth at 37°C",17,0.747
"Pathogenic","Trehalose_F","Glucose",31,0.519
"Pathogenic","Trehalose_F","Inulin",7,0.453
"Pathogenic","Trehalose_F","Sucrose",25,0.536
"Pathogenic","Trehalose_F","Raffinose",16,0.456
"Pathogenic","Trehalose_F","Melibiose",9,0.554
"Pathogenic","Trehalose_F","Galactose",26,0.55
"Pathogenic","Trehalose_F","Lactose",8,0.557
"Pathogenic","Trehalose_F","Trehalose",30,0.774
"Pathogenic","Trehalose_F","Maltose",26,0.626
"Pathogenic","Trehalose_F","Melezitose",25,0.75
"Pathogenic","Trehalose_F","Methyl-?-D-glucoside",25,0.724
"Pathogenic","Trehalose_F","Soluble Starch",16,0.624
"Pathogenic","Trehalose_F","Cellobiose",22,0.294
"Pathogenic","Trehalose_F","Salicin",22,0.298
"Pathogenic","Trehalose_F","L-Sorbose",22,0.464
"Pathogenic","Trehalose_F","L-Rhamnose",16,0.74
"Pathogenic","Trehalose_F","D-Xylose",27,0.521
"Pathogenic","Trehalose_F","L-Arabinose",22,0.697
"Pathogenic","Trehalose_F","D-Arabinose",15,0.467
"Pathogenic","Trehalose_F","D-Ribose",22,0.621
"Pathogenic","Trehalose_F","Methanol",2,0.427
"Pathogenic","Trehalose_F","Ethanol",29,0.559
"Pathogenic","Trehalose_F","Glycerol",31,0.609
"Pathogenic","Trehalose_F","Erythritol",13,0.411
"Pathogenic","Trehalose_F","Ribitol",27,0.681
"Pathogenic","Trehalose_F","Galactitol",10,0.593
"Pathogenic","Trehalose_F","D-Mannitol",28,0.496
"Pathogenic","Trehalose_F","D-Glucitol",28,0.481
"Pathogenic","Trehalose_F","myo-Inositol",3,0.267
"Pathogenic","Trehalose_F","DL-Lactate",13,0.07
"Pathogenic","Trehalose_F","Succinate",28,0.441
"Pathogenic","Trehalose_F","Citrate",25,0.471
"Pathogenic","Trehalose_F","D-Gluconate",27,0.726
"Pathogenic","Trehalose_F","D-Glucosamine",22,0.757
"Pathogenic","Trehalose_F","Nitrate",4,0.181
"Pathogenic","Trehalose_F","Vitamin-free",9,0.383
"Pathogenic","Trehalose_F","2-Keto-D-gluconate",23,0.696
"Pathogenic","Trehalose_F","Starch formation",0,0.053
"Pathogenic","Trehalose_F","Growth at 19°C",31,0.54
"Pathogenic","Trehalose_F","Growth at 25°C",31,0.528
"Pathogenic","Trehalose_F","Growth at 30°C",30,0.55
"Pathogenic","Trehalose_F","Growth at 37°C",25,0.785
"Pathogenic","Glucose","Inulin",11,0.281
"Pathogenic","Glucose","Sucrose",49,0.283
"Pathogenic","Glucose","Raffinose",32,0.555
"Pathogenic","Glucose","Melibiose",14,0.465
"Pathogenic","Glucose","Galactose",62,0.636
"Pathogenic","Glucose","Lactose",13,0.499
"Pathogenic","Glucose","Trehalose",58,0.398
"Pathogenic","Glucose","Maltose",49,0.431
"Pathogenic","Glucose","Melezitose",44,0.552
"Pathogenic","Glucose","Methyl-?-D-glucoside",44,0.512
"Pathogenic","Glucose","Soluble Starch",30,0.66
"Pathogenic","Glucose","Cellobiose",53,0.344
"Pathogenic","Glucose","Salicin",53,0.368
"Pathogenic","Glucose","L-Sorbose",52,0.618
"Pathogenic","Glucose","L-Rhamnose",28,0.756
"Pathogenic","Glucose","D-Xylose",62,0.559
"Pathogenic","Glucose","L-Arabinose",41,0.757
"Pathogenic","Glucose","D-Arabinose",29,0.459
"Pathogenic","Glucose","D-Ribose",42,0.593
"Pathogenic","Glucose","Methanol",5,0.415
"Pathogenic","Glucose","Ethanol",79,0.696
"Pathogenic","Glucose","Glycerol",80,0.749
"Pathogenic","Glucose","Erythritol",28,0.565
"Pathogenic","Glucose","Ribitol",55,0.53
"Pathogenic","Glucose","Galactitol",17,0.697
"Pathogenic","Glucose","D-Mannitol",67,0.314
"Pathogenic","Glucose","D-Glucitol",70,0.541
"Pathogenic","Glucose","myo-Inositol",9,0.54
"Pathogenic","Glucose","DL-Lactate",50,0.759
"Pathogenic","Glucose","Succinate",79,0.832
"Pathogenic","Glucose","Citrate",66,0.888
"Pathogenic","Glucose","D-Gluconate",63,0.895
"Pathogenic","Glucose","D-Glucosamine",38,0.59
"Pathogenic","Glucose","Nitrate",11,0.136
"Pathogenic","Glucose","Vitamin-free",19,0.415
"Pathogenic","Glucose","2-Keto-D-gluconate",46,0.676
"Pathogenic","Glucose","Starch formation",6,0.21
"Pathogenic","Glucose","Growth at 19°C",85,0.724
"Pathogenic","Glucose","Growth at 25°C",90,1
"Pathogenic","Glucose","Growth at 30°C",87,0.94
"Pathogenic","Glucose","Growth at 37°C",66,1
"Pathogenic","Inulin","Sucrose",11,0.521
"Pathogenic","Inulin","Raffinose",11,0.804
"Pathogenic","Inulin","Melibiose",6,0.736
"Pathogenic","Inulin","Galactose",9,0.28
"Pathogenic","Inulin","Lactose",4,0.609
"Pathogenic","Inulin","Trehalose",11,0.426
"Pathogenic","Inulin","Maltose",11,0.546
"Pathogenic","Inulin","Melezitose",11,0.625
"Pathogenic","Inulin","Methyl-?-D-glucoside",11,0.61
"Pathogenic","Inulin","Soluble Starch",5,0.32
"Pathogenic","Inulin","Cellobiose",10,0.403
"Pathogenic","Inulin","Salicin",10,0.427
"Pathogenic","Inulin","L-Sorbose",9,0.399
"Pathogenic","Inulin","L-Rhamnose",5,0.354
"Pathogenic","Inulin","D-Xylose",11,0.413
"Pathogenic","Inulin","L-Arabinose",8,0.412
"Pathogenic","Inulin","D-Arabinose",7,0.467
"Pathogenic","Inulin","D-Ribose",8,0.357
"Pathogenic","Inulin","Methanol",0,0.43
"Pathogenic","Inulin","Ethanol",11,0.353
"Pathogenic","Inulin","Glycerol",11,0.32
"Pathogenic","Inulin","Erythritol",4,0.263
"Pathogenic","Inulin","Ribitol",9,0.309
"Pathogenic","Inulin","Galactitol",5,0.577
"Pathogenic","Inulin","D-Mannitol",11,0.367
"Pathogenic","Inulin","D-Glucitol",11,0.378
"Pathogenic","Inulin","myo-Inositol",1,0.454
"Pathogenic","Inulin","DL-Lactate",7,0.316
"Pathogenic","Inulin","Succinate",11,0.352
"Pathogenic","Inulin","Citrate",10,0.358
"Pathogenic","Inulin","D-Gluconate",8,0.239
"Pathogenic","Inulin","D-Glucosamine",8,0.456
"Pathogenic","Inulin","Nitrate",1,0.286
"Pathogenic","Inulin","Vitamin-free",4,0.473
"Pathogenic","Inulin","2-Keto-D-gluconate",9,0.483
"Pathogenic","Inulin","Starch formation",0,0.264
"Pathogenic","Inulin","Growth at 19°C",11,0.289
"Pathogenic","Inulin","Growth at 25°C",11,0.284
"Pathogenic","Inulin","Growth at 30°C",10,0.241
"Pathogenic","Inulin","Growth at 37°C",9,0.448
"Pathogenic","Sucrose","Raffinose",30,0.857
"Pathogenic","Sucrose","Melibiose",14,0.716
"Pathogenic","Sucrose","Galactose",42,0.504
"Pathogenic","Sucrose","Lactose",11,0.497
"Pathogenic","Sucrose","Trehalose",46,0.767
"Pathogenic","Sucrose","Maltose",46,0.96
"Pathogenic","Sucrose","Melezitose",44,0.988
"Pathogenic","Sucrose","Methyl-?-D-glucoside",43,0.97
"Pathogenic","Sucrose","Soluble Starch",26,0.768
"Pathogenic","Sucrose","Cellobiose",39,0.494
"Pathogenic","Sucrose","Salicin",38,0.43
"Pathogenic","Sucrose","L-Sorbose",33,0.299
"Pathogenic","Sucrose","L-Rhamnose",23,0.729
"Pathogenic","Sucrose","D-Xylose",46,0.689
"Pathogenic","Sucrose","L-Arabinose",34,0.819
"Pathogenic","Sucrose","D-Arabinose",22,0.364
"Pathogenic","Sucrose","D-Ribose",34,0.666
"Pathogenic","Sucrose","Methanol",2,0.228
"Pathogenic","Sucrose","Ethanol",45,0.265
"Pathogenic","Sucrose","Glycerol",48,0.4
"Pathogenic","Sucrose","Erythritol",20,0.365
"Pathogenic","Sucrose","Ribitol",40,0.53
"Pathogenic","Sucrose","Galactitol",16,0.805
"Pathogenic","Sucrose","D-Mannitol",46,0.454
"Pathogenic","Sucrose","D-Glucitol",47,0.57
"Pathogenic","Sucrose","myo-Inositol",7,0.479
"Pathogenic","Sucrose","DL-Lactate",26,0.128
"Pathogenic","Sucrose","Succinate",47,0.418
"Pathogenic","Sucrose","Citrate",45,0.763
"Pathogenic","Sucrose","D-Gluconate",43,0.739
"Pathogenic","Sucrose","D-Glucosamine",29,0.559
"Pathogenic","Sucrose","Nitrate",9,0.221
"Pathogenic","Sucrose","Vitamin-free",12,0.221
"Pathogenic","Sucrose","2-Keto-D-gluconate",34,0.624
"Pathogenic","Sucrose","Starch formation",2,0.092
"Pathogenic","Sucrose","Growth at 19°C",49,0.321
"Pathogenic","Sucrose","Growth at 25°C",49,0.299
"Pathogenic","Sucrose","Growth at 30°C",47,0.312
"Pathogenic","Sucrose","Growth at 37°C",39,0.781
"Pathogenic","Raffinose","Melibiose",14,0.916
"Pathogenic","Raffinose","Galactose",26,0.501
"Pathogenic","Raffinose","Lactose",10,0.688
"Pathogenic","Raffinose","Trehalose",30,0.759
"Pathogenic","Raffinose","Maltose",29,0.811
"Pathogenic","Raffinose","Melezitose",26,0.771
"Pathogenic","Raffinose","Methyl-?-D-glucoside",26,0.759
"Pathogenic","Raffinose","Soluble Starch",17,0.653
"Pathogenic","Raffinose","Cellobiose",28,0.726
"Pathogenic","Raffinose","Salicin",27,0.651
"Pathogenic","Raffinose","L-Sorbose",22,0.446
"Pathogenic","Raffinose","L-Rhamnose",17,0.804
"Pathogenic","Raffinose","D-Xylose",29,0.656
"Pathogenic","Raffinose","L-Arabinose",22,0.704
"Pathogenic","Raffinose","D-Arabinose",17,0.608
"Pathogenic","Raffinose","D-Ribose",23,0.661
"Pathogenic","Raffinose","Methanol",1,0.364
"Pathogenic","Raffinose","Ethanol",28,0.363
"Pathogenic","Raffinose","Glycerol",31,0.573
"Pathogenic","Raffinose","Erythritol",16,0.627
"Pathogenic","Raffinose","Ribitol",25,0.514
"Pathogenic","Raffinose","Galactitol",13,0.847
"Pathogenic","Raffinose","D-Mannitol",29,0.498
"Pathogenic","Raffinose","D-Glucitol",30,0.58
"Pathogenic","Raffinose","myo-Inositol",8,0.837
"Pathogenic","Raffinose","DL-Lactate",19,0.384
"Pathogenic","Raffinose","Succinate",31,0.625
"Pathogenic","Raffinose","Citrate",29,0.711
"Pathogenic","Raffinose","D-Gluconate",28,0.743
"Pathogenic","Raffinose","D-Glucosamine",21,0.698
"Pathogenic","Raffinose","Nitrate",6,0.332
"Pathogenic","Raffinose","Vitamin-free",9,0.361
"Pathogenic","Raffinose","2-Keto-D-gluconate",25,0.819
"Pathogenic","Raffinose","Starch formation",0,0.048
"Pathogenic","Raffinose","Growth at 19°C",32,0.575
"Pathogenic","Raffinose","Growth at 25°C",32,0.569
"Pathogenic","Raffinose","Growth at 30°C",30,0.483
"Pathogenic","Raffinose","Growth at 37°C",24,0.658
"Pathogenic","Melibiose","Galactose",14,0.69
"Pathogenic","Melibiose","Lactose",7,0.821
"Pathogenic","Melibiose","Trehalose",14,0.634
"Pathogenic","Melibiose","Maltose",14,0.73
"Pathogenic","Melibiose","Melezitose",12,0.634
"Pathogenic","Melibiose","Methyl-?-D-glucoside",13,0.698
"Pathogenic","Melibiose","Soluble Starch",10,0.726
"Pathogenic","Melibiose","Cellobiose",13,0.628
"Pathogenic","Melibiose","Salicin",13,0.608
"Pathogenic","Melibiose","L-Sorbose",12,0.613
"Pathogenic","Melibiose","L-Rhamnose",9,0.741
"Pathogenic","Melibiose","D-Xylose",14,0.64
"Pathogenic","Melibiose","L-Arabinose",13,0.82
"Pathogenic","Melibiose","D-Arabinose",10,0.719
"Pathogenic","Melibiose","D-Ribose",13,0.766
"Pathogenic","Melibiose","Methanol",0,0.394
"Pathogenic","Melibiose","Ethanol",13,0.437
"Pathogenic","Melibiose","Glycerol",14,0.526
"Pathogenic","Melibiose","Erythritol",11,0.827
"Pathogenic","Melibiose","Ribitol",14,0.7
"Pathogenic","Melibiose","Galactitol",8,0.846
"Pathogenic","Melibiose","D-Mannitol",13,0.458
"Pathogenic","Melibiose","D-Glucitol",14,0.572
"Pathogenic","Melibiose","myo-Inositol",4,0.772
"Pathogenic","Melibiose","DL-Lactate",8,0.303
"Pathogenic","Melibiose","Succinate",14,0.554
